,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.09635768282800249,0.05284289285882657,0.04910740652852675,0.08489937268772246,0.07541942527102802,0.033898673478295865,0.11249146744954534,0.04507264175323182,-0.0053909729652538855,0.040322332781913085,0.07935104446180546
HALLMARK_ALLOGRAFT_REJECTION,-0.01482541967933657,0.04294676176098107,0.00835451557046655,0.08237721252639789,0.08075055824343677,0.1319532252160512,0.14066160273858794,0.055464103666028226,0.040426716612921194,-0.08611101509631848,0.04503985689075627
HALLMARK_ANDROGEN_RESPONSE,0.029632574422949982,0.07105037603571453,0.056303573281882055,0.17276838076822149,0.09286691209545818,0.1592671444832099,0.1475000731651561,0.052025915409323935,0.027560386886393548,-0.03904436400694367,0.009726202095936897
HALLMARK_ANGIOGENESIS,0.039568771914954295,0.0034918915575281664,0.01233270020833651,0.0956968003088535,-0.0038406737855272463,0.1156070509159687,0.19797274603752316,0.02028213142387466,0.08971062932539525,-0.06645156244815309,-0.10917497389410946
HALLMARK_APICAL_JUNCTION,0.09821861570683273,0.05409334317850684,0.07273709130461092,0.09071503929430672,0.02695682208924051,0.16360995550606813,0.16903337705302957,0.05685590990984934,-0.004645968429210198,-0.030810500837105265,0.05984274283050671
HALLMARK_APICAL_SURFACE,2.2805674959656247e-05,0.04228955691878797,-0.00281723479386822,0.08958198227160212,0.036433435562783854,-0.04804506987252029,-0.05533267925838638,0.06516857909344127,0.0268187052478375,0.06755758941847959,0.0559962177677265
HALLMARK_APOPTOSIS,-0.01106844638580623,0.06142934819147567,0.006640333203392958,-0.06577529599876221,0.0055361918166446904,-0.04280133311221392,0.02931022031056264,0.06878831863860502,-0.041490102687625804,0.07834877585345874,0.05271563386369673
HALLMARK_BILE_ACID_METABOLISM,0.08817988928898307,0.02573878307234518,0.011495766573719418,0.14542435758525737,0.011052532942557695,0.10518273721311457,0.1393149839984808,0.09904075977542644,-0.022572153592830026,-0.047094450233118895,0.13010104357514696
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10545934773157076,-0.03620541959458491,-0.007434075541669579,0.019844402523251516,0.024200780770449393,0.09267327422405393,0.09105483301096663,0.024401548602948867,0.03230101935524191,0.008616617504532442,0.1095872447304379
HALLMARK_COAGULATION,0.09078409180163025,0.06166713942108972,0.019580835085861413,-0.025778231653566294,0.025860733206228087,0.089963327612265,0.10930153373929453,0.044019678615467295,-0.04979659490091069,-0.03846818928197737,0.019334545931172478
HALLMARK_COMPLEMENT,0.0018998512005841662,0.02553409720081464,-0.005560359157509505,0.16479974891187504,0.0612517801456282,0.03200209149044785,0.15941757983914595,0.05825526201357225,-0.0023296498142206857,-0.03796838443257657,0.10020438758633768
HALLMARK_DNA_REPAIR,0.02630220787453164,0.05649989622034982,0.06461628897436043,0.13418268998336264,0.029048765686179895,0.12860854547000355,0.18643791582561878,0.027020782346546226,0.04656703721831263,0.08145484233854872,0.10554691601811021
HALLMARK_E2F_TARGETS,0.04559073142075812,0.027507684416474738,0.04732471871486555,0.10566112659820256,0.04185254962588396,0.16204527352335635,0.1795085521423027,0.11039547557142844,-0.008758302431057192,0.03842615120753629,0.10452385303095804
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08220407517985273,0.07165510146771353,0.03295208618513151,-0.030274911441090503,-0.04154870919014997,0.1256050335455309,0.15970393866109775,0.024910134214264763,0.1133560349153674,-0.07121484533504871,-0.021370261738936743
