,MGH258,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.053711393599345424,0.019862288315660843,0.0741436475666226,0.06996741113513381,0.06394191691411386,-0.006419812753266195,0.1522511176418923,0.1845136662663194,0.0052653209792197
HALLMARK_ALLOGRAFT_REJECTION,0.028463921694241105,-0.018929963337019552,0.008440663888217194,0.06562594343943523,-0.0003253847965479674,-0.025882410682948324,0.059685887102846245,0.09985935313311414,0.012492080434862166
HALLMARK_ANDROGEN_RESPONSE,0.033247397036705865,0.00920027865954574,0.04517973660763562,0.050830753352782365,0.0010716681137158714,0.029891625407327874,0.16146210110788092,0.07216159961371628,0.0243514546878854
HALLMARK_ANGIOGENESIS,-0.04956571445618147,-0.009881832818633923,-0.11561940045354632,-0.14348763547289953,0.019133994059529764,-0.03688796834812067,-0.09972185165089002,-0.05463750560686928,0.03072309360985867
HALLMARK_APICAL_JUNCTION,0.0022826070323407953,0.03424957408149217,0.023497721877372767,-0.0243539974988546,0.04321310026838122,-0.005711697335390122,0.16360855144619182,0.19954391699632348,0.013897510982240005
HALLMARK_APICAL_SURFACE,0.013827316558393062,0.12305274648709383,0.08345520483355111,0.06514289533597477,0.07410955583238663,0.010207163227123542,0.2595997761721522,0.19258163866379618,0.005838225004091883
HALLMARK_APOPTOSIS,-0.016824000615632745,0.02814526080118826,-0.08655628058738465,-0.035988183863377904,-0.03090088586478745,-0.07533619113080656,0.03787409776504228,0.03729111770901214,0.0005776755797613642
HALLMARK_BILE_ACID_METABOLISM,0.034785066496268356,0.07606831216367048,0.0716682541602541,-0.03526002708880318,0.006675030836768682,0.02983394511236812,0.17207077377848815,0.2533090621298301,-0.06256698952678932
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008578054911606039,0.09147432223913106,0.04718534097134909,-0.06423408761708627,0.10085651167700618,0.0762047021421479,0.15582660606176438,0.22175601659146432,0.06624711013083143
HALLMARK_COAGULATION,0.03322299294407758,0.012053753291574043,-4.7379007991889534e-05,0.02232273748464118,0.03194829813712815,0.024891695993408205,0.14937348660323,0.12252959272524043,-0.002820306377676478
HALLMARK_COMPLEMENT,0.007413572798038271,0.028528151467879515,0.01113885831291196,-0.07341297660876635,0.018854258278476792,-0.002953791675023548,0.09473259943430903,0.12382150203841316,0.022080160620705024
HALLMARK_DNA_REPAIR,-0.025495560620972545,0.005017822620993197,0.03750763484033372,0.05201055561716045,0.10127738988192302,-0.00034581423301459385,0.17525970327203003,0.19925368812355815,0.0026661132819626194
HALLMARK_E2F_TARGETS,0.03551447856431586,0.08597426633678912,0.07077585888496153,-0.011703629965638247,0.028144773733449303,0.03400148411057803,0.21212781483886,0.19179200317580666,-0.008085042392217296
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.005018547259694992,-0.062358825184690055,-0.07987917582609322,-0.08047099148101451,0.03125304491114246,-0.02605096092177752,0.038338139068444535,0.054116832911169754,0.04055495033887667
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04191014386519662,0.04642735827188429,0.044956757609718276,0.04511191295031321,-0.010966893769086659,-0.07210149109994606,0.06938905425504836,0.11473186445385124,-7.393514318453701e-05
HALLMARK_ESTROGEN_RESPONSE_LATE,0.006113112657906251,0.03183911526311277,-0.012382921640365823,0.0853558528725501,-0.0022050571803393644,0.026686656442205973,0.041466134643132445,0.13383895838873255,0.006541711912075642
HALLMARK_FATTY_ACID_METABOLISM,-0.01132023612252241,0.045375717681681534,-0.05788489800541528,-0.06261898553812356,0.019332157490732575,-0.039763347720657934,0.10029225483926321,0.0737030734985353,-0.05222779672506254
HALLMARK_G2M_CHECKPOINT,-0.010823589270320729,0.04174210808765947,0.04517410012011364,-0.0052596390528636535,0.047634980006791255,0.033831242955921735,0.1210026581969733,0.08096859030243846,0.02811392354486225
HALLMARK_GLYCOLYSIS,0.013193091032794908,-0.040890308597597576,-0.018589612328312334,-0.007802760093251629,0.0476139104064154,0.001817738694389474,-0.01915287910818961,0.1691516944583751,-0.0339780826485401
