,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.01720523877151757,0.0035132669675304725,0.009605482960583122,-0.032313071461489394,0.0030029251316870042,-0.003052046530506236,-0.022342590119160313,-0.13952689289750098,0.053056532173210366,0.0952144370395464,-0.058398026352483645,0.014861145984976901,0.031188504806954804,0.07712160945136269
HALLMARK_ALLOGRAFT_REJECTION,-0.04522306101830251,0.022585465463307596,-0.027151782527326307,-0.042332886897838436,-0.006476081815981521,0.035449020608212235,0.06287311531916821,-0.07336177692117753,-0.011883702492207817,0.050615527541669786,-0.024585526591000256,-0.032936962464897565,0.026091334185658926,-0.08337045820720813
HALLMARK_ANDROGEN_RESPONSE,-0.008036781999417882,0.004816226551050333,0.10635306960832513,-0.0436507164641538,-0.011317343727356157,0.012303237384916538,0.01805731531927153,-0.07232198169651113,0.08296892384081134,0.07975350407513304,-0.013334360510742094,-0.0001927498390392543,0.022306810473820812,0.010853661260064963
HALLMARK_ANGIOGENESIS,0.03318873698184147,0.009713179046178836,0.029817939162842304,0.016750829921781875,-0.06279159189144433,-0.05033172171979088,0.11608136369675763,0.1700925878502433,0.010151143045292752,-0.04467775746512894,-0.1276675788702144,-0.05796271064304611,0.027823059905946024,-0.003170672950321194
HALLMARK_APICAL_JUNCTION,0.004760285331780785,2.1378286855909205e-05,0.005422329922376267,0.031657179650570404,-0.022947675450096173,0.02943568061969032,0.03933631828329235,-0.10592797081285323,0.08320997202863153,0.07955334186355154,-0.0027231079462973744,0.04607265999713621,-0.011253191556250005,0.04740027086293329
HALLMARK_APICAL_SURFACE,-0.051604617053515274,0.018250053648267515,-0.06774264440955138,0.03281570770094363,-0.010369227334503484,-0.011036920708559776,0.061540274899130366,-0.13997739500923692,0.0966604100681444,0.044232687690784936,-0.036422026887669066,0.02369329836848416,0.02345417516824878,0.0007230051367793753
HALLMARK_APOPTOSIS,-0.03591135197533856,0.02756952605500584,0.07177631928790383,-0.036263439462801146,-0.07495054578484532,0.01955246554974022,-0.019959278601105274,-0.12405737210638963,0.08259848769837591,-0.0006503722505845482,-0.012213249568447417,-0.019553283834408085,0.03673453588730147,-0.06288847736169709
HALLMARK_BILE_ACID_METABOLISM,0.012209879222924496,-0.024278817710198762,-0.029771328016980278,0.03183017184294011,-0.00823531193053912,0.01721438333695196,-0.023197870410248424,-0.11774930576198735,0.0035857630286442767,0.0882167352175656,-0.0036831738749088148,0.003968896324831116,0.017370769248081622,0.09706381189331578
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022885378605908807,-0.006526175378568643,0.021153899449023957,0.0012714393210015568,-0.01686067755226478,0.057902784321618626,0.028792140397605415,-0.12042925536489765,0.07478205550215052,0.12331628509843764,-0.045628492059440466,0.0438187853790432,0.024571995518425194,0.045549413113625835
HALLMARK_COAGULATION,-0.03055093660659147,0.006771410392992114,-0.02660467503265348,-0.035154523989787544,-0.03759288288156145,0.04699955361751354,0.028255727167103915,-0.06212606403707275,0.05833756732122853,0.05551993743075997,-0.062048153485110565,-0.016055875920480814,0.05869357739324551,0.010206076833873642
