,UKF251,UKF255,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12866356515109606,0.012459692618162245,-0.03581836644940874,-0.06265989602792656,-0.01358052587635568,0.0410734736664745
HALLMARK_ALLOGRAFT_REJECTION,0.06766539786648437,-0.11719779411312192,-0.06035087908019878,-0.02582472457814527,0.08234276103542496,0.08235186531223851
HALLMARK_ANDROGEN_RESPONSE,0.06269257243502306,-0.026568414641871586,-0.008507713450911003,-0.002445432247111091,0.11002807533178194,0.06459023976306512
HALLMARK_ANGIOGENESIS,0.03993945499822109,-0.07868007667333374,0.05070350121638031,0.05458082888886737,0.12119002249528413,-0.003053563639496322
HALLMARK_APICAL_JUNCTION,0.11252404323355827,0.0340573729156151,0.008640432700012501,-0.06487719833459313,-0.09068143693639545,0.04220266271124304
HALLMARK_APICAL_SURFACE,-0.0010720380797704725,-0.027079103254325776,-0.040556504133625444,-0.04120066412701056,0.08701529453795484,0.027005269017952124
HALLMARK_APOPTOSIS,0.011560171923961126,0.03083770791269333,0.11490216049133038,0.08213530523131472,0.03235407580306047,0.058724912039224766
HALLMARK_BILE_ACID_METABOLISM,0.0020448718686388863,-0.0012660816524362366,0.006598704549609465,-0.09970021994581231,-0.025209193499964463,0.0413839265600165
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15918937580167355,-0.03773737125584372,-0.03489083216012243,-0.06835278774347016,-0.08563084701461354,0.016536961811902038
HALLMARK_COAGULATION,0.05155745356594493,0.0066185366247456775,0.012563022713656157,-0.004003109632633763,0.07850964918340761,-0.008199328689194037
HALLMARK_COMPLEMENT,0.09061288019138149,-0.09361892494118795,-0.027523643179891342,-0.003809395926467924,0.05210100947697543,0.01340595099581406
HALLMARK_DNA_REPAIR,0.16493246138594095,0.04117512261462337,-0.04018962444020171,-0.057905975483364014,-0.11956283950131127,0.010975752111922133
HALLMARK_E2F_TARGETS,0.15621265585641722,0.02033722776240022,-0.07158429978931644,-0.05236400012443238,-0.07998278887003424,0.05516844653413597
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.038493754087602146,-0.01524770194452109,0.13365456277385743,0.12777479218493867,0.15102561913765322,0.003505163687662893
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06929669055751886,0.05648669418990647,0.08346524937781592,0.048915006710398744,-0.09342375808100944,0.028814748087169138
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0021171122329293832,-0.046647183948234715,-0.08169783910399324,-0.05096485361579081,0.1235688540414571,0.01869488823303548
HALLMARK_FATTY_ACID_METABOLISM,0.04621009323192916,0.015971009175198562,0.007271344074484348,0.09046080646474175,-0.06135309594722579,-0.016143701013277355
HALLMARK_G2M_CHECKPOINT,0.13015085559243614,-0.009403259236810442,0.029188687992085585,-0.005316236418607292,-0.05056102037891016,0.049721677760444574
HALLMARK_GLYCOLYSIS,0.0775304255343943,0.11115970529352147,0.024903805823038083,-0.02519608173972756,-0.03189285477405163,0.012498258042232384
HALLMARK_HEDGEHOG_SIGNALING,0.12986866777816777,0.14246143750609788,-0.0021138243096048112,-0.026671784889392675,-0.14698794592060813,0.07113490403376439
HALLMARK_HEME_METABOLISM,0.10545702547048393,0.04972891879815572,-0.02452168671694347,-0.04423108599362431,-0.08576698830052432,0.034782809331353394
HALLMARK_HYPOXIA,-0.06200746196044584,0.038055032112476066,0.08625584791046677,0.10201342328773778,0.1017947472533326,-0.054817097422248905
HALLMARK_IL2_STAT5_SIGNALING,0.0775516059345055,0.02124242275276032,-0.03385161877769181,-0.019437283231504184,0.057645802653962415,0.018442567953025246
