,UKF269,UKF304,UKF334,ZH1007inf,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.03142522031791282,-0.0022245777600921027,0.04280222590534082,0.00463372991281615,-0.0737313027056866,0.07866078424173842
HALLMARK_ALLOGRAFT_REJECTION,0.0037236742142233697,0.07339422748813186,-0.00502970183500954,-0.04535113594752488,-0.029662608704431548,0.05145671980464207
HALLMARK_ANDROGEN_RESPONSE,0.0462980855734357,0.06406214367378457,-0.010763066748051211,0.0497514160305395,-0.04898559793773676,0.06833097083936628
HALLMARK_ANGIOGENESIS,0.013071802666448272,0.08747319848255909,-0.026387616995000487,0.0031951735092866558,0.10309847328257842,0.06256405432681557
HALLMARK_APICAL_JUNCTION,-0.014176892800734779,0.022135296240838712,0.009227455371685416,-0.024730806641838753,-0.06698585055620802,0.015491874156313808
HALLMARK_APICAL_SURFACE,-0.02408667815671849,0.031300179133236856,0.035914367193234986,0.003331230331417704,-0.0703503045348186,0.0891760810701383
HALLMARK_APOPTOSIS,0.026343492862971104,0.027026707087281908,0.030136898839849872,-0.0692968621269333,0.07516806410672427,0.05921322691081403
HALLMARK_BILE_ACID_METABOLISM,0.003094217647282154,-0.02076323179947026,0.03132316920827554,0.03239317342535202,-0.07184717208511741,0.06381713185716051
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04155636564507441,0.12220130398225146,-0.03273282123220411,0.0877498131189632,-0.06941699934705937,-0.014338274028170284
HALLMARK_COAGULATION,0.0025638254963767193,0.1170833047395704,0.006231863346852276,-0.07003436559468905,-0.05045146168733086,0.058663255694686736
HALLMARK_COMPLEMENT,0.009095128242459671,0.1013405604641783,0.010341244196135111,0.008089230050374485,-0.03884997544862568,0.07135812261637635
HALLMARK_DNA_REPAIR,0.007163714222495879,-0.038589937555331466,-0.012736533613071298,0.05622282237523616,-0.05862721302803578,-0.0006142441489736452
HALLMARK_E2F_TARGETS,0.023936684221129097,-0.012697664942862731,-0.01167908705086854,0.04367239550200136,-0.06011023660398448,-0.02120964411626381
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.011408393444275324,0.10386249996353619,-0.023039416998368655,-0.0707949626920272,0.09359748187825823,0.08372782023107676
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0002402247900100889,-0.026742355024195752,0.030793494539729176,-0.11412515727127903,0.0015656256964764878,0.09102907417407653
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02132759562627511,0.052356231135581285,0.013012552608559403,0.042464878337666906,-0.046073220052008375,0.06173330455285285
HALLMARK_FATTY_ACID_METABOLISM,0.03419714505411145,0.07471608681405134,-0.006451607546270433,0.03143588586030765,0.006025058948888892,-0.0004354746941121361
HALLMARK_G2M_CHECKPOINT,0.018962715235304677,0.005928298372117288,-0.02006282413507214,-0.0038442486212714884,-0.04306466492426731,-0.01988046397982018
HALLMARK_GLYCOLYSIS,-0.00011239786992520831,-0.0622900637176527,0.004103914945452254,0.10307074635987347,-0.021073704541818374,0.011548306091807377
HALLMARK_HEDGEHOG_SIGNALING,0.008319879321402907,-0.07099581265418412,0.09160216064010886,-0.03164626779636956,-0.04246672056632513,-0.06541889709547316
HALLMARK_HEME_METABOLISM,0.015780951530806407,-0.002176350358833401,0.017714036066498795,-0.0046576385107530505,-0.05693666036684965,0.00461509726215645
HALLMARK_HYPOXIA,-0.015734677737527413,0.028880653201175343,-0.008629882285220178,0.06930520911860628,0.09056771075267411,0.027424185004574962
HALLMARK_IL2_STAT5_SIGNALING,0.0011563535838406836,0.0758710462789672,0.030268105688663356,-0.02114384781939163,-0.04266155706883094,0.05794769830587168
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.014716299577522268,0.11603210080510187,-0.022645073763388257,-0.032190443613208206,-0.027131423269205056,0.02156721316528174
HALLMARK_INFLAMMATORY_RESPONSE,0.00488106669139916,0.010699376119450954,0.03309751365414539,0.038920529492239016,0.07320636358990906,-0.01699858360427837
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0033584482939998904,0.08705026550400856,0.007769264292150049,0.05607988550447023,-0.08828634417910187,0.07618753508594175
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.006017651619206096,0.09635187330316944,-0.038523105872227965,-0.013354526123474996,0.0454552188806783,0.060724165611014416
HALLMARK_KRAS_SIGNALING_DN,-0.06653939058238972,-0.058064468368982616,0.023462041139946935,0.0952767836336433,-0.07681759722387133,0.08227316666412161
HALLMARK_KRAS_SIGNALING_UP,-0.019050310268920876,-0.09379156935129611,0.0503455985715051,0.038655476047511204,-0.044617660380705554,0.041819417867876706
HALLMARK_MITOTIC_SPINDLE,0.023038031097328337,0.03468979709575723,0.03748352526848734,0.044649448194296046,-0.0696702217301307,0.0071336466646533345
HALLMARK_MTORC1_SIGNALING,0.015190190772331249,0.022713232368879017,-0.02751421867560534,0.09386078898561219,0.04195195694703375,0.008364956532474151
HALLMARK_MYC_TARGETS_V1,0.04084629540772891,-0.011472337286085066,-0.00957601994684291,0.0714837653666406,-0.06279572604996979,-0.034188340756173594
HALLMARK_MYC_TARGETS_V2,0.011662800612442957,-0.005679132006350038,-0.03952143719796011,-0.01452925582411557,-0.08937729650455276,0.0012347289048934497
HALLMARK_MYOGENESIS,0.007530206108454852,0.033823995459340506,0.04631349050825893,-0.04008287167389111,-0.08274826933497323,0.027130942961844245
HALLMARK_NOTCH_SIGNALING,0.036760514921554056,0.014435060436122296,0.04541596851637618,0.026478922340866292,-0.05129104437662949,-0.011054037611373649
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.040337018021792855,-0.05772740181543844,0.051317594074826764,0.060156983452545186,-0.06939605220208155,0.05449938179468297
HALLMARK_P53_PATHWAY,0.00814273019816716,0.0012951385656125656,0.0164962784328265,0.06408345809147911,-0.05687975122883372,-0.00479988216570214
HALLMARK_PANCREAS_BETA_CELLS,0.014446856654528967,-0.06614563274479124,0.042283229188671015,0.08387560797670296,-0.07418903639799364,-0.02661317912812813
HALLMARK_PEROXISOME,-0.038182590706115016,0.015915433154045772,-0.06003506346670115,-0.09075454997033769,-0.037922639573758195,0.014338071031154564
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0009694136329882241,-0.05912119709207986,0.02277275750556952,0.06627119345676943,-0.052765110086822234,0.011572126772184822
HALLMARK_PROTEIN_SECRETION,0.02196536779229719,-0.044152237096758175,0.0075683843219145445,0.03097135389823978,-0.053577047688022336,0.04187962465525969
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0297901239073882,0.13903893965836717,0.017366955747235045,-0.006937919966658108,-0.0730735463780677,0.031849617456759786
HALLMARK_SPERMATOGENESIS,-0.03000034991028041,-0.03717691121009808,0.06294859832440408,0.07567029211818994,-0.078208548434525,0.03836461786248285
HALLMARK_TGF_BETA_SIGNALING,-0.0075841157677468815,0.012436452936496863,-0.01878446586554097,-0.0015431211327196182,-0.05173281054659292,0.02536259961346135
