,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10692719190521686,0.06919722173723683,0.013680576670179297,0.1415893808334181,0.024916119666768002,0.10432768594403266,0.06398831174711882,-0.18294218392563066,0.12097180456096762,-0.04489983783969143,0.16197054154471943,0.11519116037539208,0.25391135926521635,0.3013367251117502,-0.0041331073631264825,0.05179560847253614,-0.047793076971688324,0.1357611217606852
HALLMARK_ALLOGRAFT_REJECTION,0.1772338200259285,-0.0924584144593989,-0.10108436403888856,0.18530914369717041,0.0655540405965197,0.05716882321456299,-0.2020922082479951,-0.4082018347543171,0.10835174110311419,-0.06663089689483272,-0.24211224038034687,-0.147325386496877,0.1884322712988588,0.21487477900184224,0.014873896912610032,0.1389682471225559,0.07032433575296312,-0.07087731390577932
HALLMARK_ANDROGEN_RESPONSE,-0.028666575908835906,0.057730665551272986,0.013740049305292351,0.06517656441693764,0.023951289407572202,0.27447828515883893,-0.09436285903833183,-0.3980217845341543,0.027121417104167364,-0.018858758670656856,-0.08106609509248604,-0.1282657692008403,0.2133591542134693,0.2838588545567047,0.034144871555281446,0.09276760273614913,-0.0013547612771256004,-0.011111345677122055
HALLMARK_ANGIOGENESIS,-0.25985172615598606,-0.06434402171838899,0.10281065235499104,0.12398492565116748,-0.04321888692135974,-0.3373844629405968,-0.1852879764066266,-0.5428981264113916,-0.13142098837415936,-0.18363524679464005,-0.28679483509679715,-0.34674072372898745,0.001651167335618517,-0.14510221602851422,0.005559274833284804,0.11925612507383468,-0.07695673159109481,-0.13188553357586172
HALLMARK_APICAL_JUNCTION,0.012817467058747074,0.07390808056528518,-0.0356673124351372,0.10103468273674224,-0.032064334639445795,-0.02140946505312811,-0.155809251707771,-0.3754454394182406,-0.037863313770416476,0.027093286283825214,0.05606815316121943,-0.18213836150296542,0.20644239836043046,0.2917140660733742,-0.039385552751618175,0.18224966996923325,-0.023398096151984727,0.10724770777636979
HALLMARK_APICAL_SURFACE,0.2849647020101642,0.1513792332612226,0.07226180049522996,0.11439734471977756,0.041546655899442134,0.027079055376545542,0.13351189303346148,0.39251271752623906,-0.04321896214273982,0.08332834945533839,0.13660164362918975,-0.07741515812811259,0.23075979472785238,0.23907330176186506,-0.023359290718997845,0.08771953295381237,0.15017456669720047,0.059073637278327686
HALLMARK_APOPTOSIS,0.03289675947576292,-0.09025859326979396,0.003322651804657595,-0.08836847549814852,-0.01641409609380154,0.061042884184539875,0.02906477486372516,-0.057521960497974076,-0.21887945764553882,-0.07106140834548032,0.037085578373733066,0.15972363739868145,-0.07046946465391511,-0.13110044066459958,0.023376253816837243,-0.0373657713249356,0.16099413930641177,0.10534201994905464
HALLMARK_BILE_ACID_METABOLISM,-0.0016097315009051373,0.11072398986412692,-0.010458832545810742,0.1472526722498826,-0.008923420805651084,-0.13174667237990267,-0.13160508437745547,-0.5352205320968855,-0.053639696821074806,-0.07345371062642403,-0.09810015606039535,-0.1029385836245052,0.18619855807389502,0.2637694501424958,0.062103745585473186,0.08819526202346419,-0.1140695458599868,-0.08531754971876011
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11487389569023118,0.06484528619828045,-0.08891849012779877,0.0885026722605748,0.006563374807084584,-0.07132389459641607,-0.26610826969861173,-0.30317766959044934,-0.13119888950158676,-0.09094099043662515,-0.15419411701298635,-0.2890733527394262,0.2552859025517372,0.29697379356948966,0.04618364103861715,0.043695030417213544,-0.12518701590437417,-0.089200012446796
HALLMARK_COAGULATION,-0.05543231573681396,-0.04190764834026476,-0.003098100222130996,0.07862527757111676,-0.0009439546619862913,0.1710029935385588,-0.23600533556581202,-0.48541207702032435,0.07301875551362955,-0.20080427414900945,-0.24840633356509,-0.2198129184844326,0.1583444998613795,0.1872949911295708,0.0359073659699003,-0.09669038990803155,-0.09714892217909321,-0.17262371144233477
HALLMARK_COMPLEMENT,0.21147158222164178,0.04387681093482299,-0.016147780447436172,0.1469084626937511,-0.006192788364190199,0.2707771565220763,0.09381434295721112,-0.26505696882866425,-0.0916231762237023,0.008023438750842209,-0.16915289060765193,0.1570349167179427,0.1911605746111423,0.20988289608874328,0.008454815455421235,0.10159461814983083,-0.015014358224125005,0.09269468648881085
