,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04596832258766031,0.10992268997062442,0.03680504944094945,0.05036119366470912,0.022948577848510274,0.3069440292826085,-0.009720452179637056,0.014613318402117497,0.011441336909805767,0.009337345864381357,-0.06786727217737361,0.11113550445958029,0.08966946726423261,0.11765977563366678,0.1624564925842686,-0.05080878730298667,0.017009588514013407,0.0849913707892319,0.0675271813971729
HALLMARK_ALLOGRAFT_REJECTION,0.001905907558637303,-0.008266269989344651,0.02133117347600003,-0.006197644386291062,0.016196038037265395,0.37870822337611765,-0.03682487582313459,0.07468526393543237,0.05364428817834534,-0.08700335076490401,-0.05294059143757119,0.13190779781674056,0.05816421720363361,0.0994587441047063,0.10945822096599114,-0.0454914100010463,0.006522984464347494,-0.046378656245306946,-0.00011651480686723821
HALLMARK_ANDROGEN_RESPONSE,0.0752113450417585,0.012057578731253288,0.014055022018551555,-0.04058174279450942,0.05528354566067776,0.3516101531005273,0.004153579531995998,0.03091029852686663,0.06452095463413868,-0.08619520051008411,-0.01856010196261548,0.05043939227591305,0.153760469889278,0.1244430151432113,0.05241950026707342,0.018688528367403725,0.0867312745563523,0.008230776616498093,0.05814653352019844
HALLMARK_ANGIOGENESIS,0.023262485798034607,0.0027370724316570015,-0.002213858207276064,0.0002615893267567901,-0.01203459059817866,0.3906694727398316,0.14433740205664208,0.06225302812216151,0.14392943903603583,0.1056678178848576,0.07127010991967316,-0.01940173007429729,0.09074759797251196,-0.04183055058030515,0.13426491737450658,0.05037423147051524,-0.0024943837363888997,-0.12367134965061434,0.05177723934326734
HALLMARK_APICAL_JUNCTION,0.0665966132857916,0.10758181817529681,0.01114247832781227,-0.0008561621488498817,0.00727492238547352,0.38799181912257746,0.13620443489200704,0.024628253993398894,0.09583886035251707,0.00520914681338589,0.06400439972781827,0.07725633953833155,0.11618676632966808,0.10621307519706383,0.16200497583804413,0.007441963847540126,-0.007301837713099315,0.013185415110304567,0.08240857263863398
HALLMARK_APICAL_SURFACE,0.004871049108741203,0.09743453578970307,0.028657511450186572,-0.007651129838696062,-0.0254030746387539,-0.14540755903241054,-0.04804223256099195,-0.12506100894245906,0.11812248610959201,-0.0092001877700455,-0.07229560159573549,0.13180944012394108,0.14215980797780206,0.13145205203328006,0.07522360280077875,0.03193892909977219,0.03295105060220448,0.010033837105065646,0.09013162809953705
HALLMARK_APOPTOSIS,0.03611652589585499,-0.00570289458467698,-0.04278316334140316,0.04696419159848719,0.038762352886339634,0.08447020401698253,0.08083871253417083,-0.011765379579686307,-0.06904459556610873,0.05438381130159829,-0.039438078362133665,0.08795262727662316,0.11391122956229158,-0.05813981739480979,0.06399342440056427,-0.04287630474628231,0.03262786190639288,0.0030135534880893597,0.07553113456736169
HALLMARK_BILE_ACID_METABOLISM,0.15346545839063436,0.12319520814770454,0.032445691721472936,-0.019222948334609084,-0.04623522322925286,0.38204480042645705,0.11609661685393344,0.04321340855018006,0.027444849957082833,-0.04773433673640148,-0.03280325053616695,0.015856573770441956,0.07850002011166589,0.12203327899308176,0.030529618443837277,-0.02086237666047841,0.015746854983264315,0.11715883932315467,0.04267818685903829
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0433113507650744,0.12089921085176308,0.03746939646207775,-0.025592206002193713,0.013440459467095255,0.28880355811729397,0.124197800720702,0.06651159577400957,0.11627859246075983,0.1223483223960247,-0.0445623569964378,0.0049628264094949874,0.12099006322335149,0.13950745567496275,0.052335902631045914,-0.02560120503767672,0.002801836056333682,0.20904999188415663,0.09008091085167554
HALLMARK_COAGULATION,-0.07968783996348368,0.07767784675911069,-0.010833330686303417,-0.01573712832038162,-0.02707991983346359,0.3538887968170499,0.07439466242999881,0.09047084801983417,0.03232533318435363,-0.08583454906671843,-0.016392590826533767,0.13790281900375784,0.14009181282247538,0.06550033570432758,0.1488513691520574,-0.09988150050859221,0.037116198465637434,-0.046469758277129805,0.03463742504450376
