,MGH258,UKF243,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.011453043649704581,0.08023681658396853,-0.0013713798916842254,0.024352861357204932,0.03581741645904978,0.09480145593820326,0.014299037315726093,0.01805516621979126,0.013065579884335793,0.04149475634973406,0.16558683879971162,0.10237467763406566,0.06970011334980532,0.027317562598934152,0.013714324705850897
HALLMARK_ALLOGRAFT_REJECTION,-0.06631452895625625,-0.08104505528741078,-0.025312591918784298,0.0048696592104933364,-0.01610805328297499,0.08811993466175819,0.005328958833111372,0.0024885618695490697,0.012254214950148582,0.00704978495324232,0.015019268651596595,0.0733226404274241,0.09729024063709293,-0.00621707318609349,0.01174012802600074
HALLMARK_ANDROGEN_RESPONSE,0.037431095042835774,-0.002011199853540186,-0.04522798287975146,0.043052450303024084,0.014977890106282418,0.13825508888716276,0.07738780195907524,-0.009880650762735442,0.044628446101648164,0.07318148447634928,0.10297774128806479,0.09620472290657678,0.055084863921150036,-0.022462029274314208,-0.027006569664414733
HALLMARK_ANGIOGENESIS,-0.038767755225423924,0.03990908652010061,-0.0433772965927676,-0.020569597518027536,-0.03405487909599897,0.09011205857048811,0.010316444356849745,-0.03574188748612965,0.018448173444048113,-0.050006439843425655,-0.01348875589161937,-0.012604988554046705,0.12215160372013129,-0.07306807710231772,-0.005419615775691209
HALLMARK_APICAL_JUNCTION,0.020466883987552222,0.058156613998195675,-0.06488073997826432,-0.0061970532906506556,0.005389702213442145,0.09608173471619211,0.040344035873643956,0.00027154221033243853,-0.008759475312919231,0.07677554152517761,0.16904625715120217,0.10161762677021446,0.08371201083929274,-0.015052037787408542,-0.019900857163046525
HALLMARK_APICAL_SURFACE,0.05742286699462052,0.07116633880220233,-0.11089693124177503,-0.03444168706485505,-0.004117735309333964,-0.07259155999957896,-0.009246888329668225,0.08552708442788684,-0.0003872411192137947,0.10039183100376575,0.16706004218262221,0.1078906571903571,0.07869470684894551,0.029182734878346002,-0.018337098399301144
HALLMARK_APOPTOSIS,-0.005853332963634173,-0.004433459060828724,0.050656073390527405,0.06809207077298329,-0.02873162007668074,0.0015915364620356063,0.004082246618692495,0.03924344435238435,0.018520260536978986,-0.026336798039418734,0.04742171948205034,-0.011402703838551083,0.005616375289582427,0.04610638786609002,0.0027279713549642447
HALLMARK_BILE_ACID_METABOLISM,0.022351743172694796,0.0790116496745509,-0.06019027519907891,-0.0018150570187986548,0.07095753283500986,0.1457999085197559,-0.03711351626726345,0.03377125025385285,0.028635960602042772,-0.033537922885458545,0.131628898878609,0.12493156065579697,0.029150662792894515,0.050840069016860445,0.027003031431925027
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044350637491156815,0.05565115341743993,-0.03351119598377323,-0.0056677717599768656,-0.017541324695290173,0.07989421525603538,0.02650244422558692,-0.045373428820724544,0.05677553267926801,0.10216668345659306,0.09995928363466251,0.1029099754426494,0.05953975358481989,0.03745018164763093,0.012134369060266973
HALLMARK_COAGULATION,-0.05694166637157497,0.03366081131123487,0.009896076231635634,0.010864954179076068,0.0019362194333050011,0.08874109002938098,-0.017142462854384467,-0.007000854295811095,0.029011714619255356,0.07478942660313727,0.12162645406551871,0.08015657277294108,0.10683052787869583,0.009203289671071157,-0.04257057798149745
HALLMARK_COMPLEMENT,-0.010443401489821964,0.021919297908442312,-0.06351606762463503,0.032001305268821514,0.005378417943528067,0.07083430100099965,0.04347410984287406,-0.029100753940232704,0.020389845291242936,-0.00010862736342728729,0.13089229367727026,0.10256774179982386,0.08396874275167306,0.023148991259153845,0.020564221966658792
HALLMARK_DNA_REPAIR,0.025224525657100892,0.1102821003199251,-0.012664681189319755,0.07764561215445953,0.011960152455144318,0.13433940975208442,0.006061968553167663,0.00799808893081189,0.00908223424295682,0.11646651036697662,0.15963425897258343,0.1338761686373355,0.114489764037643,0.022179237772865436,0.036238817364426607
HALLMARK_E2F_TARGETS,0.04483262745605306,0.06773038237489877,-0.04955806523516972,0.052944222742532306,0.060637148511869556,0.11661236598480412,0.017258359209292397,0.03120520675790396,-0.018868161322327503,0.07515638160898584,0.14689776938228272,0.11438791821296977,0.11448027368853851,-0.0006764916750150499,0.028383412197105693
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.003244321127087115,0.040238255348039355,0.011431837632484156,0.06734710488898969,-0.013593404752922521,0.08823594106638617,0.014374324729907805,0.0016010494961724916,0.03307664804600609,0.07721611401122488,0.0870316457913579,0.0306598613411471,0.11706343224492842,-0.048394354861490324,-0.042842548841709835
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.020630930099282734,0.04108715280054125,-0.0554497670834952,0.01246337822904361,-0.041889924462631435,0.05366918275660546,0.04043142985650557,0.008397402080155674,-0.05222582469892471,0.07648691051684856,0.106293317595769,0.0859724177342503,0.059321885517201495,0.02459249546997587,-0.03246221764443988
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05564575188484989,0.049965284287589694,0.0037612463127922216,0.008085334439519892,0.0012648932105631687,-0.08488717705814108,-0.03292119911858777,-0.004089301948036156,-0.006242542156923238,-0.01679830345234219,0.04843837126456194,0.13433817331967127,0.048337497240996355,-0.029719477210035195,0.023997436297202163
HALLMARK_FATTY_ACID_METABOLISM,0.051543089991740385,0.07163607169710472,0.0336154615464317,0.03888281748948217,0.019848215014730997,0.08758620430126707,-0.06016500242194127,0.0072636743653893806,0.0033497027406461594,0.05873437542243732,0.09076488419077067,0.09230231767559002,0.002705510852376148,0.028835457084192807,0.024176702813615156
HALLMARK_G2M_CHECKPOINT,0.0027651449593115228,0.05715303652209731,-0.08232522828682234,8.148908468433637e-05,-0.03356031952242706,0.1533306664268532,-0.008895280133713136,0.004351527248063607,0.04847384139879874,0.02647886644696768,0.11686477769494968,0.08387356454418918,0.06476895457601374,-0.021465080022019443,0.016562942273101535
HALLMARK_GLYCOLYSIS,0.036537821007305404,0.14737023893559753,0.058345091870614846,0.04811352046992982,0.013424732203288513,0.06204018065849365,0.037170799690445885,-0.00984987195417587,-0.03209188188164167,0.10740291399377591,0.10194363134524397,0.1074949256376257,0.08153005313092154,-0.007547332809191522,0.015921881154925203
HALLMARK_HEDGEHOG_SIGNALING,0.1061990485112342,0.051927316118132914,-0.012582811763594836,-0.006537525767634157,0.02091836019106656,-0.05678607612030614,-0.0019374838776469025,0.05201823274796526,-0.036810681163389876,0.09019890638922197,0.09845065850791576,0.05521889605078658,0.07836369465295727,0.031532918347491626,-0.020935009868866032
HALLMARK_HEME_METABOLISM,-0.014682580382183251,0.11575338368822669,-0.05007945117830557,0.034314076797699815,-0.0004749018072434529,0.1027701440616262,-0.002419501771147206,0.004328612461877332,-0.006434513416621474,0.0529107266996409,0.16422264537717177,0.12039334501912148,0.058984300622212146,0.05161348691867775,0.016387129991155793
HALLMARK_HYPOXIA,0.0018692484822606713,0.05879146500932803,0.030930011329901416,0.022098696094593886,-0.0400514855268487,-0.07995997838702958,0.012740825765814435,-0.024843632090770885,0.018872456751759952,-0.029423188189866837,0.12470066972750013,-0.018781738504093176,0.1155894093242296,-0.0455281849101313,0.04133591610148108
HALLMARK_IL2_STAT5_SIGNALING,0.013395970561516358,0.019053148231501147,-0.027790537970566485,0.07933483910335351,0.027869875069670882,0.0887147593634685,0.01848369905067005,0.03268185934302574,0.07180863310892756,0.047050121789460636,0.09924161074468442,0.12621144778580282,0.0057383202858735695,0.010765910555858828,-0.00916787132087287
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02436365595286264,0.033429442954389946,0.021453981347533606,-0.020041746564728187,-0.013705895169042618,0.06574588628889122,0.07449856950884173,-0.05829721283334589,0.001021387872006618,0.09263643412166504,0.026048312256912308,0.09890697374363001,0.09789710121023547,-0.0579760313146856,0.032955716341906464
HALLMARK_INFLAMMATORY_RESPONSE,-0.0078051448638810274,0.0013721016959972045,-0.07524664421127025,0.01076471993832206,-0.029994169717440622,0.045596296706277066,-0.011838720623655858,9.701138310775732e-05,0.002929225509646619,0.01126637623295767,0.13310422223112695,0.02726220309464112,0.04261590286351646,0.019417757399983488,-0.004453522099153054
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.004791531181237541,0.02774314311745221,-0.05500398546072723,0.015142113375618594,-0.0054018349528065345,0.14293940606810573,0.016339259048649406,-0.01481320666602263,0.023087255355266036,0.1024633709845465,0.04043166724375065,0.1386497428711606,0.025544077234689454,0.03533575139994308,-0.018273562000386687
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.008200655144474014,0.04957012364328848,0.03017878321492745,0.08434039378196459,-0.005438982589951632,0.08189837661574005,0.01569581877075259,0.031968479679451954,0.0248915785808365,0.025807214576672347,0.10560027706788386,0.07708639024083273,0.11645192898767978,-0.011314089109742362,0.005385418265005625
HALLMARK_KRAS_SIGNALING_DN,0.08859022132485696,0.08005144399878918,-0.03934291752189441,-0.010395223579673778,0.015360275103683796,-0.014315047914763512,0.03641780438380711,0.0061774780202653685,-0.040993008495287635,-0.014995719114248551,0.10033790178280853,0.09925501293206695,0.05947666472551357,0.05116647829679798,0.0066955280529803094
HALLMARK_KRAS_SIGNALING_UP,-0.012670334904210566,0.017652541216869735,-0.07307336958711382,0.02736423561904758,0.01289407343169403,-0.004169585309913606,-0.00883287143857477,-0.01793048120649569,-0.0585051154327139,0.024890493523776803,0.06566014092305292,0.10741763522296627,0.09392649354611354,0.010670699837495546,0.0027296601573104343
HALLMARK_MITOTIC_SPINDLE,0.025069819003355864,0.09188341338051399,-0.038561206762866264,-0.0032910039917412107,-0.015284164216902455,0.1427669464339481,0.01962941157425405,-0.01781054747365824,0.019222673806650523,0.08883027710304779,0.13925473140609565,0.11914286303634698,0.011090515136625654,0.006575241905100093,0.03448792869044688
HALLMARK_MTORC1_SIGNALING,0.07325979351133173,0.02593299358707624,0.03538781141040229,0.05579530369837696,0.02373524699522375,0.10717236619581287,-0.0008494942750984315,-0.012754214182286006,-0.03435066154116507,0.017193414991636406,0.09906914209143242,0.06349709247997687,0.03464212751847125,-0.01539452357462624,0.009291037473832899
HALLMARK_MYC_TARGETS_V1,0.02787171945936787,0.03294358288802007,0.006196815708649105,0.10602652212690099,0.003893539404779079,0.13468397549576294,-0.024737738079122183,-0.028084934303856744,0.02239207725618282,0.03189439288208676,0.10576318479860221,0.10588916640535874,0.08827914750716745,-0.013556378815209215,0.031656610294873315
HALLMARK_MYC_TARGETS_V2,0.03053294528081535,0.04454906401146524,-0.08386277879507695,0.020653509744988845,-0.004299063883455901,0.06743227177542915,-0.005633628878656434,-0.0005193706492553998,0.016711946368113052,0.07720149903638651,0.11754796948985781,0.09280349175855325,0.08550598763615372,-0.03694864779824714,-0.017274937510766388
HALLMARK_MYOGENESIS,-0.02837484334560541,0.006385865524286164,-0.004982709338041112,-0.048035243641310635,0.003563342754073727,-0.03911985494576986,0.05548214178231442,0.001425576663994465,-0.04352328829362142,0.03933382792720589,0.14136101948769914,0.09570912288546465,0.01622342568813983,0.0762677812517632,-0.03438058511234814
HALLMARK_NOTCH_SIGNALING,0.028437479687228633,0.0942456919442699,-0.01889302587920638,-0.0035171369424603204,0.002936720031885839,0.1461230765872034,0.0001254099964044579,-0.006123226786090938,0.024266979643339095,0.053373722968712935,0.17528061744193038,0.1026116968755826,0.07388813652632888,0.025368566250867818,-0.015048708448665404
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03912572284196119,0.07530066242756736,-0.019388753955300115,0.1199208100667949,0.03842404823500586,0.003975415992016401,-0.020412394072753588,0.004993945059666495,-0.041149322253444115,0.06886208115410682,0.1224405925923965,0.10397050487108124,0.11015835273382225,0.032957035209878055,0.020418083091382225
HALLMARK_P53_PATHWAY,-0.0064597149411169934,0.029403736165933402,-0.0640022204237269,0.09195207871906404,-0.038202400542115066,0.11195001765512798,0.014023577905684835,-0.008154317358147407,-0.04076767787941487,0.017913807036291775,0.10927067451390368,0.12358967445865941,0.06169116914023858,0.011395168665333785,0.000551090394230501
HALLMARK_PANCREAS_BETA_CELLS,0.06601404630160586,0.04311302291200946,0.0031915899934854062,0.07493080394015826,0.012133927034732851,-0.023403646731068522,-0.027713323596249465,0.05897898513655808,-0.007692972744949542,0.026883508978731135,0.07530630448631004,0.08513589748903952,0.054050170956527,0.03576069726136465,0.05675555687000636
HALLMARK_PEROXISOME,-0.03456616248702748,-0.0015702307015244884,-0.011499103549742817,0.009732076153891892,-0.026963507858188775,0.0303554029946609,0.025671724990352824,-0.024590011352777136,-0.012355750202327723,0.08097916923964087,0.05650770564575885,0.07210249791401489,0.027117361486961537,0.007247383218959905,0.05284283319685886
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.010798431362997563,0.029189577366193216,-0.013139747335478257,0.029170151164475275,0.009890131819063007,0.06633906288642336,-0.03241555738936026,0.05775599592031115,-0.018661346363451316,0.0899389627245627,0.13469950638039788,0.10297452921823709,0.02888132322459307,0.05218973701914552,-0.01889281900031326
HALLMARK_PROTEIN_SECRETION,0.02755188596965047,0.07787446311463218,-0.01395307749994495,0.06680294871155272,0.006667094462956182,0.09320499403505497,0.021525027498527916,-0.011545699525362349,0.00834370311770308,0.031683448899008225,0.1242568590040457,0.14146894500713672,0.10003124246682135,0.02245422235893998,-0.0061014778280376585
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0007462346527647996,-0.023361795868931508,0.0168811067829155,0.10731607676885625,-0.0050366146418950285,-0.0776013324643022,-0.01986996780517057,0.05310750608007191,0.013566499452858432,0.06503009137124743,-0.09411765122357273,0.124943163359927,-0.04284522590229797,0.02280744584696487,0.011622953731975796
HALLMARK_SPERMATOGENESIS,-0.017095933292053837,0.026192781121137872,-0.02831773366861847,0.016168022039299703,-0.007296001885370958,0.08830751407913222,-0.018927398018573377,-0.051940717429417464,-0.03001717496642977,-0.004996552027303481,0.12089645446484379,0.10320435568899941,0.013828359728194786,0.023320705842473588,0.01724715627007671
HALLMARK_TGF_BETA_SIGNALING,0.026445348292228166,0.07192259677810232,-0.09585104174859586,0.019917697185887453,-0.036235553043641656,0.10403916037503247,0.03146669804702088,-0.07797606004641507,0.0551736673609469,0.06846680447385398,0.11968855615259157,0.06467155888619212,0.03787536833329412,-0.03595454070178998,-0.013850682969284826
