,MGH258,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007inf,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.02537785899146715,-0.007273204730344653,0.08585897065495343,0.11430093241690499,-0.028703172197744604,0.043029750635882956,0.0974159486498171,0.025472011944067778,0.16661264485352145,0.21363176252548205
HALLMARK_ALLOGRAFT_REJECTION,-0.009348358561234749,-0.018845453370548985,0.10905000107009367,0.18565405750628197,0.05758146180919935,0.008377801248019696,0.09464445600521994,0.09321210769176184,0.11021564132412463,0.14512634552525003
HALLMARK_ANDROGEN_RESPONSE,0.009693429196074563,0.06071979583733295,0.07593093810159775,0.15883848634599249,0.03820997726323141,-0.04974535900816378,0.18564884450137295,0.033046324262458585,0.015923258360090124,0.03686277279907686
HALLMARK_ANGIOGENESIS,-0.08222868433666199,0.014070086233475033,-0.046583285710136375,0.1745080798404395,-0.03299239916420928,0.09108466400868918,0.11419560005507359,-0.056404773207394975,0.03149232223842792,-0.1847766222185116
HALLMARK_APICAL_JUNCTION,0.06567237195203003,0.039448307568213076,0.09888427463169021,0.1647056026875244,-0.009428503297648671,0.04459165909767897,0.09530432428343726,0.06063558173203622,0.10930740653417001,0.140302865186431
HALLMARK_APICAL_SURFACE,0.015122248523336723,-0.05564555760164666,0.03542786925833846,-0.079764660547508,0.01247909380294761,-0.008259441410174874,0.023079518092300712,0.015165111614255206,0.07557865071051979,0.10879045284303565
HALLMARK_APOPTOSIS,-0.035777127446531214,0.03424511073992872,0.0023002758807965777,0.042463873447343724,0.0030471631815021053,0.012174783607360106,0.02087588997872305,-0.06709074359629101,0.07699100289265816,0.097255557230803
HALLMARK_BILE_ACID_METABOLISM,0.04490616825331764,-0.06283140106327709,-0.006846047757520721,0.18152238703740115,-0.036906620957372266,0.020260343205311504,0.01992338407802488,0.043676972364448105,-0.015903943099093234,0.18040818984761045
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03430542642822259,0.0511224126299791,0.060414764493339886,0.12462460646246401,-0.04125082537011789,0.025708418670075266,0.08307632778046604,0.018516985483585827,0.04091691061217236,0.12277130994125995
HALLMARK_COAGULATION,0.025319650234604713,0.014638976852912294,0.09801281774134173,0.20199446681353436,-0.045371235931863714,0.05755306759643958,0.1427875884411172,0.08001347283553807,0.13902912892291105,0.06922234395921475
HALLMARK_COMPLEMENT,-0.028740325532145162,0.02246510557728284,0.1435780361992514,0.16431945011358978,-0.016343490075454947,0.014005266293634227,0.07334814131103662,0.04285384332763118,0.12784606813970664,0.13555269335484116
HALLMARK_DNA_REPAIR,0.009163752741439341,0.05991542272720603,0.09030205389641505,0.1445820453244711,-0.012936870486932373,0.04977639641367963,0.07380502271480664,0.09334775508529866,0.1172407051659521,0.21298338768759256
HALLMARK_E2F_TARGETS,0.021377324363273643,-0.025424710970036384,0.06108131779120792,0.14845704167044274,-0.03049733244566765,0.02179101813068994,-0.0024113505838273324,0.0563990576195784,0.08081751218554653,0.11938529546955828
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04368012783125584,0.07499917655953463,0.04213445526849446,0.15659214668253454,-0.03773797906090636,0.05755633740825151,0.1629176072822309,0.025583047786308523,0.16155661995615195,-0.004377163745111451
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01927487359353546,-0.05999130306564273,0.03155409797699535,0.11084749211869695,0.002605728018014679,0.013227790186211145,0.13529025236176057,-0.025699392604078216,0.172235550500308,0.11276896066617824
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02464319520383904,0.06589725672528396,0.06820969167745901,-0.02431173893895833,0.06533536149365594,0.01553912968811379,-0.09089990201439493,0.04221434193429053,0.0019209595535162713,0.09991521840908875
HALLMARK_FATTY_ACID_METABOLISM,0.009094030541694232,0.018013122281707917,0.0468970371538736,0.1345590904610235,0.03723560340784258,0.003474365193936145,0.16476453404136385,-0.009745261353586637,0.05270772444466854,0.10906828364910112
HALLMARK_G2M_CHECKPOINT,0.049400685287126954,0.012786958809147573,0.022250584699998816,0.1404947760147405,-0.033893787667047655,0.0067362867629288895,0.100043405188338,-0.0007976045258561756,0.11083316441398047,0.09154488467838708
HALLMARK_GLYCOLYSIS,0.03641518497367718,0.05990123947296443,-0.03667157542951904,0.11757620035830875,-0.03237453027900083,-0.011026774110068987,0.027357514752156795,0.04860171462546172,0.14911256232664868,0.12630323955216993
HALLMARK_HEDGEHOG_SIGNALING,0.04291428719267579,0.02649331769050046,0.043355600070325455,-0.12670742400993823,0.088693224094925,-0.04525494614249557,0.13136661145655334,0.054803503331018064,0.1570758776576787,0.061643722053009435
HALLMARK_HEME_METABOLISM,0.02105137063737981,0.016864974241164895,0.11011377965503945,0.12058636421168557,0.02420826009019072,0.015346073293124438,0.09922674429285173,0.07370640223520734,0.12541855028972368,0.1919202393628301
HALLMARK_HYPOXIA,0.06524384271677587,0.04249586454084596,-0.0697618827773128,-0.0727010670780282,-0.017911788434888838,0.005163669553899305,0.15368997328911144,-0.03962467430600307,0.09167261820804032,-0.0309496559134663
HALLMARK_IL2_STAT5_SIGNALING,0.032903318245132304,0.030054935229797727,0.0721414871178524,0.17084776331992804,-0.030740343455918175,-0.03191175914023055,0.06389118609118764,0.04607045339992273,0.05799835236079069,0.09743959491437877
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.022929764686842023,-0.017220351129998524,0.020731080188051726,0.16199692885791256,0.025684838466880557,0.04474888629954322,0.0030893325159887237,0.05523360706816313,0.10433345383159838,0.08910536223512418
HALLMARK_INFLAMMATORY_RESPONSE,0.025420021266825146,0.037691453042030344,-0.04953745871595819,0.11378360078097602,-0.0037661674221012315,0.015370685863207308,0.010194775844594307,0.0005259338142147128,0.07693173388260886,0.024909497302595108
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.01854453691732324,-0.007948907706246735,0.08872096563301143,0.18100131507719722,-0.0011498104806290633,-0.006392643951953732,0.07998136434509356,0.10307241730695575,0.006049884040196907,0.1617274884849841
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.026411560763143462,0.06112366387030998,-0.011592164425899528,0.18397373913512913,0.0030965714219690892,0.029147478650074263,0.07893445730182262,0.06161486523116006,0.16000720457509388,0.10729044631837853
HALLMARK_KRAS_SIGNALING_DN,0.0637755685383805,-0.05011392627928536,0.08027048064788228,-0.012784007680877918,-0.04510987240754743,0.003739473475700602,0.04361738272252464,0.04115388941624131,0.04545455809759985,0.20141199456235942
HALLMARK_KRAS_SIGNALING_UP,0.04936630600411431,0.020360414741598335,0.08156546316809897,-0.04144706276619684,0.0178638559128419,-0.01762723010733554,0.1386305048609587,0.030796722601362656,0.07890607858216607,0.11418100804620371
HALLMARK_MITOTIC_SPINDLE,-0.034573295481595996,0.026938099932009813,0.1018190716829417,0.14813453155117856,-0.028236216912456234,0.02164741686515528,0.10944975612741763,0.06948730874760761,0.09126550749080667,0.16452609560767228
HALLMARK_MTORC1_SIGNALING,0.010674857138565627,0.0691191406216228,-0.0870888238454507,0.12776120959404028,-0.01819805553780596,-0.036048895245031416,0.08845276068541755,0.05594201006443088,0.1095584792334002,-0.008201506801722958
HALLMARK_MYC_TARGETS_V1,0.01852661333013442,0.06652034211935207,0.09754233772424088,0.1579960380071703,0.02608689808717131,0.045972610170131975,0.04095419463380123,0.12374523812372579,0.08232789879180677,0.12607082549155127
