,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09671518811913744,0.0653890073799144,0.026952199865430473,0.013060164634175116,0.031735241403650624,0.15173833405585713,0.04068901746838432,-0.0647430381512287,0.07496166462915965,0.017512259490674396,0.1301425280045506,0.13315382319189978,0.13369011423966123,0.06743415856991271,0.03681998870591057,0.05312827776148147
HALLMARK_ALLOGRAFT_REJECTION,0.020844176250288324,0.05838075737210122,0.007583832610342668,-0.057514802813484714,-0.03624653846868195,0.16312209993556392,0.022311824719266245,-0.04465719471738551,-0.0003960720871000346,0.009842829755046837,0.17359295393279264,0.10000380085902925,0.051798013591481375,0.03697744514491167,0.02845173907789917,0.007436401684607413
HALLMARK_ANDROGEN_RESPONSE,0.09240586961752988,0.09904906195933606,0.031748359596815996,0.056870716466569854,-0.039738041983445785,0.16046687334884338,0.02575872240236132,-0.01568008080837098,0.036357156462377235,-0.06523579828232842,0.11146894469370802,0.1424531926411668,0.1050343547646453,0.11075351023733737,0.009332510936200472,0.14737749387565127
HALLMARK_ANGIOGENESIS,-0.045162333295760415,0.05855355133334973,0.0477894876473162,0.07767430936673547,0.07429980709707432,0.17948803705560656,0.0718174229111065,0.010026082894349007,-0.054256993940123725,-0.010410613456797302,-0.041081385959523764,0.005771680551171637,-0.10688083552780456,0.08850154151245548,-0.015309338380072394,0.12315233555100027
HALLMARK_APICAL_JUNCTION,0.07114014853485748,0.09285919953229237,0.014371058506981723,0.026214168874562162,0.022676997973938007,0.14431623983466793,0.06592617279442012,0.02604348904302957,0.0608357475694447,0.01902422106808971,0.08630857831733425,0.1289235599047001,0.1352276297443416,0.0740936506332319,0.0036205429335292648,0.10192649224596957
HALLMARK_APICAL_SURFACE,0.13133418141847955,0.06754279173164003,-0.011976325400821712,-0.007054029417781915,-0.01581589857100178,-0.0813499063289246,0.01000672617628621,-0.05310035181932676,0.04154802266971569,-0.009074025259890185,0.0557237461568571,0.14658473753587856,0.0848386131245625,0.03521666758458099,0.00464503781546879,0.059848001552716364
HALLMARK_APOPTOSIS,-0.00893046074211298,0.05009203945405023,-0.04558689604932355,0.04931739149420775,-0.06741740279657801,0.005697097440188608,0.04222885456588104,-0.015764590999647363,-0.0019268220288221076,-0.01851807942754913,0.046911165051632495,0.03212053503413479,-0.04377123380505877,0.08053625828695687,0.03607356792226105,0.01907604903893478
HALLMARK_BILE_ACID_METABOLISM,0.10909354920929179,0.006971595570063561,0.06188091879304631,-0.007866293548598477,0.021937623750653695,0.17421726191033077,0.11405137922938484,0.013959386461700035,0.04386837067467453,0.06160448750479814,0.04883009639739903,0.13218447093017147,0.13301922059720916,0.046044347117386926,0.016488306488556995,0.022696313585444675
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12615810097823407,-0.0028321624690782594,0.005585298348489854,0.019568721391490997,0.04458015029958445,0.10384515090537257,0.04459136218271469,0.019179667864418985,0.052455281730746504,0.05215642194445268,0.09967712593376112,0.135923188196429,0.09064280478459953,0.061306849321616494,0.025053182502745925,0.028951348061416023
HALLMARK_COAGULATION,0.07804306965104883,0.11486742289545764,-0.04015917794916829,-0.031114785212576535,-0.03628960286104199,0.1689882781684851,0.03749728244383243,0.021707390269808047,0.028213432225634622,-0.030347460688393998,0.12728296729541824,0.10144404624734958,0.08773994766265757,0.07407643154269113,-0.002749133643753125,0.041440524149735175
HALLMARK_COMPLEMENT,0.07673207261341373,0.05856121729891712,-0.013809131735564781,0.01724338281388211,-0.03931686303826258,0.1692978628702706,0.11513364188332714,-0.032060225171734104,0.054009437206278106,0.023016547379601647,0.15155309301686515,0.07961960133679484,0.04731948228387088,0.06369701454990588,0.0452074382938689,0.06054991558141983
HALLMARK_DNA_REPAIR,0.0929520703816786,0.05197314175002809,0.02395509145160836,0.13629894798619094,-0.013901824688887192,0.19122493264650836,0.07591087226663068,-0.031224921689786054,0.04227814918696538,0.09903365495730954,0.10656467654617072,0.1484336744893737,0.14990943005539037,0.08080130368989716,0.016041972182755937,0.0506434687947206
HALLMARK_E2F_TARGETS,0.12232678058130428,0.06175311523346672,0.05072397219826568,-0.006088369240791796,0.016251606635886876,0.16754340809398652,0.06340558720841462,0.018350505820030463,0.015928750492268648,0.014411050823937016,0.0808435137686229,0.09384442331337951,0.008449848724018291,0.10140444293389392,0.030120735909976392,0.052852071125003654
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.010561623375342364,0.10325525548359923,-0.08935197843185984,0.09309663892009928,0.02359877963960209,0.1674567446279733,0.052490049183241586,0.0027227963158731774,0.047976719263914565,-0.024043297174650115,0.10046215780732062,0.04945436339793787,-0.00628677653176319,0.062342435431395817,-0.023469369553211182,0.10878620673598081
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005924737788817116,0.004103875058219264,-0.011864615731468737,0.03970832703513911,-0.02084391196949799,0.09448041241119089,0.006402473703784541,-0.05380239511276851,0.14702777040499773,0.013411821732747724,0.08575167140183967,0.12835168838183345,0.08630235950811738,0.08944210434458214,-0.013533749740234169,0.028542136295282756
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12520591481823487,0.06762009901709543,0.0523248388414312,-0.02771392822308626,0.028628358339940204,-0.015438863374224027,-0.008073463050055093,0.004837936980000128,-0.06627447417523909,0.06697144649299973,0.030346784799316566,0.12331197187435317,0.08088450660371918,0.005027657757623218,0.0036891384603410108,-0.01650193864209463
HALLMARK_FATTY_ACID_METABOLISM,0.027293413483878363,0.021154371012397206,-0.05488443273758766,0.05660979296068255,-0.04608341461155281,0.0987431118636933,0.014932053867296746,-0.004803867635530791,0.01495763106851913,0.03397429910635199,0.06536110293590479,0.056706549514177695,0.028637891310880473,0.0018309302399980992,-0.0006795904241626632,0.04190489690645897
HALLMARK_G2M_CHECKPOINT,0.014342892632093622,0.06874163541116605,0.047340505484905156,0.06503582842763836,0.058578744227321636,0.17482378983983976,0.10521271080550171,0.01825982445263415,0.031987749743541176,-0.05839132273166286,0.08203697776378213,0.10645306128262273,0.0674742320973914,0.06758622268399915,0.04711476685342454,0.13239872320029383
HALLMARK_GLYCOLYSIS,0.06667295935427307,0.009650642871964571,0.07478354636469013,0.060238195217609584,-0.015280029180210064,0.14339632700564922,0.029458953292275453,-0.02792009841352083,0.08035934979493074,0.08887977063245019,0.02382254586627444,0.10475226092220843,0.10156211356545951,0.09240180146854733,0.020791492240257847,0.08687887673860584
HALLMARK_HEDGEHOG_SIGNALING,0.0015298770861778756,-0.008468428143000098,0.0022068931826613935,0.06572092019461968,-0.011462441505954928,-0.07047084289934481,-0.005773594736868709,-0.06131749841123461,0.0024901899573830087,0.018827466670328124,0.10071856281838328,0.03221580373049643,0.0015651539131180067,0.07518595770037123,0.06382338690811451,0.10379323263456817
HALLMARK_HEME_METABOLISM,0.11023551954911517,0.06192879009132537,0.042622142080096424,0.05066561435285564,-0.0015275870635010156,0.16907450431015703,0.029141541882264047,-0.050109556695152435,0.10204387610496646,0.07600513224648478,0.11077476783393087,0.1464324047730467,0.14919716957225182,0.08604928455715755,0.04623355877643357,0.06048473378394494
HALLMARK_HYPOXIA,-0.06601348075657418,-0.08192546831328333,-0.06124729488418648,0.09955004806444896,0.0184074806699626,-0.04055177850172065,0.007701733291923505,0.0005224470291369819,0.07531826031692028,0.07085684810263256,-0.012205958671676901,0.0020505850023577457,-0.012575086248479268,0.016233978150044893,-0.03214621119513998,0.008466108090989102
HALLMARK_IL2_STAT5_SIGNALING,0.060202728679329735,0.0761214929238715,0.02825992301295775,0.030719960993669235,-0.003304267026241921,0.1564587526749457,-0.0010651876249097474,-0.06867958407133667,0.06265409125594006,0.019185049472181956,0.12773903658527813,0.10408093551078239,0.09858147612891546,-0.032194785968675865,0.047279514799671365,0.08776744325890723
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.004641198784476019,0.06655830295065342,0.022224919075869633,0.0016150523078335309,0.01639822564067518,0.13161733840832326,0.0857205174757383,-0.001660525591919926,0.03832438924318583,-0.057712750052437936,0.14739672600266232,0.029186740003031043,-0.004882887968006786,0.02011079736761123,0.006522365559040011,0.12030489414609802
