,UKF275,UKF296,UKF313,ZH1019inf,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.05112523198891384,0.009822865139355886,-0.04573766789617229,0.01812989970961396,0.013238593336751401,-0.06992961025981051
HALLMARK_ALLOGRAFT_REJECTION,-0.04512898220072839,-0.034975114722557245,0.0026749505797095245,0.03256297669597124,-0.013600430422512888,-0.06282222503726115
HALLMARK_ANDROGEN_RESPONSE,0.03863883242360046,-0.04565859755698016,0.12642640102936337,-0.008291548431617236,0.010930491672524845,-0.053088846312615796
HALLMARK_ANGIOGENESIS,0.026422625103020334,-0.018659031467503664,0.198062227585593,-0.09446907280451507,-0.010002182619249348,0.015049440592732116
HALLMARK_APICAL_JUNCTION,0.008051680960143439,0.020515769894467305,-0.006266985059296573,0.031253530346795656,0.06765545166210174,-0.04684763432131475
HALLMARK_APICAL_SURFACE,-0.04696804075275472,0.029935064394725517,0.006278994636713178,0.020065842854838676,0.09141667050881702,-0.07204998748368781
HALLMARK_APOPTOSIS,0.03702456809503043,0.005699264215512605,-0.060250645389207935,-0.053979288731343944,-0.06465544964992141,-0.009547560897258271
HALLMARK_BILE_ACID_METABOLISM,-0.025012699455764637,0.0006270442102306025,-0.09471460867987833,-0.0008704892403279396,0.023885949833593323,-0.08876915649632013
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.021676215469700753,-0.0034770243443680592,-0.009858640117658121,0.05069675411856089,0.030119867150294286,-0.056769137958377264
HALLMARK_COAGULATION,-0.0005043556149962489,-0.06791760939621257,0.06502948503590261,0.02216396207247956,-0.08836828943489707,-0.0339119222872285
HALLMARK_COMPLEMENT,0.038249713076779226,-0.016459167623321325,-0.05660544959920157,0.029262456238829664,0.031837029680785445,-0.0856653779600654
HALLMARK_DNA_REPAIR,-0.015149940952286606,-0.013215475967158392,0.004922141181264165,0.003520868968041686,0.10661083581867678,-0.07470890659131085
HALLMARK_E2F_TARGETS,-0.0023768199304717466,-0.005771348192066867,0.09835954799416359,0.011533458100112403,0.05129270703845716,-0.059194906085648764
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05432748507633377,-0.020670727794125834,0.10402908222455616,0.026047818694288714,-0.046293557523702136,-0.024118274125326432
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07115176765786022,0.012818375232547573,0.061211834156819696,-0.015154898083121747,0.08979843430169358,-0.02887886465472846
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03919816361062797,0.03185908140047033,-0.010716488710673754,0.01251779024955783,0.05090759705917711,-0.03301016795586849
HALLMARK_FATTY_ACID_METABOLISM,0.037124137249100714,0.01611311803201145,-0.050717738393642325,-0.018496778564054423,0.04922245293577914,-0.03863573304323246
HALLMARK_G2M_CHECKPOINT,0.008790176326288602,0.004150631850684024,0.023778362398903505,0.01047430294985787,0.03635290418665433,-0.0469362278306543
HALLMARK_GLYCOLYSIS,-0.01665085437372804,0.005466398070780592,0.14207553258431957,0.01595104313589497,0.040498558561562786,-0.05376358022760091
HALLMARK_HEDGEHOG_SIGNALING,0.00021213090491708218,0.05101641139684043,-0.1411061968450718,0.011257243546967803,0.14403535076566784,0.0171442286692688
HALLMARK_HEME_METABOLISM,0.025794607448245445,-0.001817862563332068,0.09236686656831411,0.026930871724657874,0.05843663922187444,-0.058952366099631025
HALLMARK_HYPOXIA,0.030163714238575726,-0.03559292438197806,0.016724359198672843,-0.045501765185412796,-0.02998024741682419,0.01911268308025408
HALLMARK_IL2_STAT5_SIGNALING,0.009737698767890464,-0.031239533490367434,0.02659023763112646,0.030260694204198333,0.051383063022936375,-0.03883182624463456
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.015038858174788316,-0.06589242921072787,0.05314678330879535,0.02113285458877438,0.017285655211750555,-0.019558524554469773
