,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06761126984986601,-0.013891070531661763,0.04548286874148377,0.13250199209596386,0.07546678870757144,0.11118880821033712,-0.013675198340180095,0.0699867284947892,0.07092614073468934,0.11511614242800199,-0.08013454695761865,-0.03813860292464832,0.24382548970742104,0.1344480853090592,0.12024698848679584
HALLMARK_ALLOGRAFT_REJECTION,-0.002027896335582572,0.009446504357261243,-0.1623243566369305,0.1702403751467952,0.2836976463927177,0.06439988248657492,-0.06218867427442898,0.1171697929733283,-0.09768448985595386,0.128961587850801,-0.05778498351693837,0.009338753159941541,0.20973519083509196,0.01580113370678149,0.06696129102408394
HALLMARK_ANDROGEN_RESPONSE,0.07669364223628522,-0.007760959075557663,-0.04374095165385084,0.15405952261627656,0.17024934905849431,0.01717397235632723,0.00105692966702843,0.08387376740402036,-0.09639594860617108,0.11664403222345414,-0.025512587249111124,0.020683097555874462,0.09196852445066699,0.020337752372209916,0.06733836953542544
HALLMARK_ANGIOGENESIS,-0.006938846537965484,-0.005679163529363617,-0.14433443774715865,0.1718532077294417,-0.11177470312178311,0.16247446832557247,-0.052291999832984284,0.012954188170760049,-0.13835158009085424,0.048978173911841796,-0.0836550730296014,0.09861689346895865,-0.038287085238221795,-0.16409279494775034,-0.00389080789570701
HALLMARK_APICAL_JUNCTION,0.05874545755790036,0.0011711992152547287,-0.1123363947301655,0.17879730698948065,-0.024979366707243843,0.05170103617991092,-0.027720920477748295,0.1573110229531973,-0.079828406133389,0.12701280271122373,-0.07650906543118674,-0.013388634085478683,0.2509058483330018,0.03917071531367175,0.10003240740644259
HALLMARK_APICAL_SURFACE,0.07070454981309487,-0.01789939912644865,0.08476862616124821,-0.02916640413753415,0.2041962400231004,-0.15398610280598352,-0.009640769405512497,0.15071881261820222,-0.007401726656517997,0.02776278521547138,-0.10124483330802729,0.09575613327499406,0.13643075184095022,-0.0106389094923006,0.12323024989415793
HALLMARK_APOPTOSIS,-0.03928464071347899,-0.013225066621006068,0.0344365495664194,0.0539954593079493,-0.005699560233011245,0.14092332888577855,-0.013127738894560308,-0.07736767938196405,0.07202166533739032,0.02145067222080415,0.036831241098875644,0.061486846353286835,0.23528339785005628,-0.06391843371077428,0.07189528262937304
HALLMARK_BILE_ACID_METABOLISM,0.044293716586885704,-0.028936988930236024,-0.11440650969555174,0.12745851046415882,0.06604241813550915,0.12158909836646499,-0.007680912924495827,-0.049843162179672974,-0.03343687893311906,0.0697804433842675,-0.05434766234152145,0.04684308035124291,0.185884083358696,0.19861904843485417,0.10817599865177971
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05311441451743273,-0.04701909570504744,-0.10473275319816035,0.0892978824151419,-0.10220035003961665,0.14769362704408512,-0.008177187293624034,0.0992398870780315,-0.10818740282060797,0.0451121612672656,0.006560833473173512,-0.06088192646627668,0.19736545797468727,0.08312062453505416,0.08648299243055178
HALLMARK_COAGULATION,-0.007911284129422673,-0.006137655305169583,-0.18829917499517987,0.1286228773440507,0.10067635988282507,0.2533077038658474,-0.0399941550287666,0.1667760353839638,-0.1311936916701093,0.12960435336520248,-0.13858950774177753,0.004458332097843777,0.2744217616696433,-0.03471956401007021,0.05104389697426613
HALLMARK_COMPLEMENT,0.026339975485680928,-0.012240960570405643,0.026979479919631497,0.1836969335085428,0.04872396248276512,-0.02088727498313803,-0.03886898763598303,0.014144841740179737,0.02889815149729684,0.0954037140229155,-0.030570973898507527,0.00283927033998694,0.23132855120777338,0.08971703991948266,0.08389678032888738
HALLMARK_DNA_REPAIR,0.04467638738449461,-0.00684604936895995,-0.036468110748454796,0.18541691745494268,0.16865568685547466,0.08244609905183188,-0.012495533908665648,0.10112031121678086,-0.040213548287882366,0.08495827594464904,-0.028148971168460858,-0.02638056490931698,0.303986687744651,0.15688561092628936,0.09033749416035423
