,UKF243,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11689347991070093,-0.0017273333753194376,0.018666924471618693,-0.03136323320067249,0.045953963749460466,-0.0039906734170451295,0.03352584575010986,0.21648539931726102,0.07267078293570402,0.0903532967164827,-0.03100185390322786,0.21435461791962448,0.09600783518755311
HALLMARK_ALLOGRAFT_REJECTION,0.1049704570883574,0.1076519251538761,-0.06175240583918333,-0.06613880028403478,-0.01698799007553809,0.04099393645676819,0.027443081150557366,0.11424961158923658,0.05752813694039326,0.03650001976297977,0.07344734825446493,0.1602609335602407,0.06040303364455185
HALLMARK_ANDROGEN_RESPONSE,0.04397431073858086,0.10435869569488665,-0.04499867902433334,-0.03970247268035655,0.004188248224868421,0.03763281227767237,0.014513649535908557,0.16002495038754266,0.08412211628128739,0.03786567512939738,0.046889874765368975,0.22123845980468348,0.07127001005269064
HALLMARK_ANGIOGENESIS,-0.15285114977188524,-0.10569946005585257,-0.038006266617929704,-0.06692345544531676,0.0305456854131839,0.005192076999337868,0.034853316935941916,0.15547410217325053,-0.014395881338988996,0.0936163520172092,0.11747120956573524,-0.0047576549137234156,-0.023632522288829068
HALLMARK_APICAL_JUNCTION,0.08480508938092914,0.05485223008555334,-0.055233952433890995,-0.050209336811600364,0.060291295637086476,0.043656437595487235,0.07751372743304716,0.20821024853904876,0.08920488832099219,0.06048982921462075,-0.019235922306490183,0.23552521991885136,0.07942968853658638
HALLMARK_APICAL_SURFACE,0.16739038836167694,-0.009562801010465811,0.032076830086609553,0.025232418192417404,0.0031210018966952016,0.062337789538900304,-0.012704849145298755,0.10693266371971019,0.04573643228523349,0.08857921441950782,0.05999025335093285,0.18903390485975197,0.09786817700422788
HALLMARK_APOPTOSIS,0.037075269273572665,0.11028758245278666,0.02966396795849649,0.013183007154811289,0.0044515432899315316,-0.011267396749295422,-0.00022990386331791536,0.06342965354106193,-0.053058903765275375,0.025908263504654146,0.005796074773062527,0.11885802781941711,0.02260451176731168
HALLMARK_BILE_ACID_METABOLISM,0.034980387684842844,-0.06361758266352319,-0.01059367414988424,-0.0408121294923138,0.06412779526208975,-0.005362468754011391,-0.0420040567159434,0.15566256570509387,0.03236948916531515,0.07179462977921869,-0.0544772306616454,0.12369139471776792,0.15839304946457136
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05646660084374097,0.007564292786196165,-0.025674842874888856,-0.0011072702867293569,0.0604174031890963,0.04270795556193126,0.013387773063975109,0.16015031568885418,0.08143345781337638,0.019686260293716853,-0.07153476547392242,0.1334822441478635,0.043337305675876917
HALLMARK_COAGULATION,0.04511562527244455,0.11647678409728626,-0.0511848410871333,-0.06030932363681872,0.00687815166029696,0.06927285804839486,0.023338430753740584,0.12428787746940577,0.047612571964529386,0.08897066481572523,0.07477911831853923,0.19408154067178793,0.03957991872741159
HALLMARK_COMPLEMENT,0.0961467572770236,0.10538879986406921,-0.05168518439799834,-0.074317991101468,0.014180983309605943,0.015619484427240322,0.041559058214741845,0.19332180041608257,0.0501331072782019,0.10542097713012431,0.022137112711644084,0.1568586315009788,0.04877493923147457
HALLMARK_DNA_REPAIR,0.08886764766396184,0.09804997580814885,-0.024812153596500696,-0.04794455466472622,0.07341230535704532,0.042872803492480425,0.0500505516184523,0.2130374612548627,0.09468830476240482,0.08006272577131412,-0.04404331003144223,0.20059639416487793,0.0999020065172869
HALLMARK_E2F_TARGETS,0.1541273402046619,0.004883009354585492,-0.06825113552000116,-0.023419604877595302,0.030930431641565143,0.0646499474038762,0.03296040642389984,0.10380376671657618,0.05820040752659408,0.058489357136501205,-0.023496465069040698,0.1314984063667997,0.05788375964016196
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.07915960010911359,-0.0024862861581042396,-0.05507202087299071,-0.060509869174974786,0.012045373731985155,0.06424177162824803,0.015791213798649523,0.19989226584613098,-0.013765919538530416,0.08863360135462234,0.09189323094266931,0.1606993072256996,0.009285876101081239
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.030243767753442362,0.060228684646872505,0.04075697861462807,-0.009671920271929766,0.04983352604469185,0.005709853141214431,-0.01785130623278193,0.09882231560787284,0.010315262535682369,0.024522739390536195,-0.04323566688122506,0.18229317539645595,0.07444998344144937
