,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10412941921930213,0.11299927962318701,0.08026109980537513,0.035058567631796,0.03511188290793486,0.010515746662403364,-0.04579952018211626,0.07237953258553861,0.04838955728630725,0.1393197902070454,0.05117294234018815,0.010742610160143471,0.12811207092644597,0.06519005927324996,0.17224810979203264,0.060067015792289825,0.13857591015171986
HALLMARK_ALLOGRAFT_REJECTION,-0.07550496635435545,-0.0951111916634421,-0.03981951615951788,-0.008257685942061029,-0.03334157555182794,-0.004647288368964844,-0.1538701518525022,0.06545865962660166,-0.05384776315649969,-0.180739864720467,-0.02266644415032445,-0.054087293394045874,0.1040677854352233,0.03646963529585123,0.11160005152326634,0.06793179829117733,0.02288681781572832
HALLMARK_ANDROGEN_RESPONSE,0.13758526043036742,0.008530553336633844,0.08898735228045655,0.037773613284256324,0.06006423095459919,0.030554505048317002,-0.1252814522537524,0.062318486074776684,0.031173101598382172,-0.07875886504602889,-0.03685855085585716,0.04554291961920056,0.022568008732618536,0.09771805744031693,0.1336576449740218,0.08129124907377332,0.09448675502238317
HALLMARK_ANGIOGENESIS,-0.03772960989869003,-0.04927864703385554,-0.06571370222120332,0.055011831863714104,-0.10066145831531478,0.012532829007870096,-0.21784878720451842,-0.09159208860976129,0.062061059960481176,-0.1910396686009309,-0.06641713773145383,0.12836808768708613,-0.029838087281026895,0.05853716096357127,-0.12157140143483874,-0.017267182287931837,0.030475217324096134
HALLMARK_APICAL_JUNCTION,0.08971231075500187,0.02224668816702556,0.07148851558255091,0.041499713253721676,0.009517623570570266,-0.005107360823693018,-0.11736886577856921,-0.015009202675849284,-0.0090652222088504,0.05070162832755347,-0.016083524836337716,0.04907775216464165,0.14545331040429735,0.06687218437303688,0.15206232364970043,0.06166651472470459,0.1234007124807452
HALLMARK_APICAL_SURFACE,0.07267434860784557,0.08924290629432925,0.08752479987085003,0.03681491772635987,0.054281402517074424,-0.03432812430944069,0.1844516359518269,0.057876373677218075,0.04726936439302578,0.03905414998858311,-0.011816281507427437,0.014373397083954428,0.11325683830850858,0.10279484394208628,0.1593035798544065,0.07505564942478239,0.09096200858648408
HALLMARK_APOPTOSIS,-0.009842205988300793,0.06269727330816488,-0.016011056918609455,0.004342184596914216,0.014075992973880147,-0.016711310437558823,-0.03594112133539808,-0.06960970525291675,0.013538199587035279,-0.02734528921418333,0.04027491838464075,-0.06108363625412926,0.05752986546500525,0.04233653312922334,-0.09933434530752891,0.026710993653949994,0.035944756693081184
HALLMARK_BILE_ACID_METABOLISM,0.07963882114678346,0.06939949355135065,0.05088827370265151,0.017988855788747614,-0.025386090283814746,0.04607643045195548,-0.17396133262059515,-0.04977818342510999,0.0040842775918019,-0.06116541452479267,-0.03909858229681927,-0.04492291504264045,0.01142072634804147,0.07435495826816167,0.18269823561813509,0.023481849028269643,0.09860852987669415
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11462415728543701,0.03558232303611207,0.12801530460566587,0.06934435547165389,-0.008082073839167023,-0.03221464310904251,-0.11202367410851748,-0.0292978902875011,0.02846550309522301,-0.13566330427985926,-0.037358818094542265,0.01958764782644305,0.022924730041163414,0.11152650974665237,0.18867173847749527,0.02659383061911308,0.08723791765534733
HALLMARK_COAGULATION,-0.1003553887770119,0.05978001015688854,0.012621826337636751,0.05513622899544255,0.009491117496584493,-0.008777199601723674,-0.1827392776678307,-0.00600048022255112,0.06181941340549331,-0.18294306762915988,-0.0441751531357289,0.00933571242853509,0.1418257109270835,0.05395674217539215,0.10496054915298819,0.0687670722764137,0.07634512733803005
HALLMARK_COMPLEMENT,-0.04162313331863299,0.03290840612302797,0.052430728962111234,0.03097269568170371,0.0852250124804133,0.010942400429427127,-0.10114454810502757,0.012877763817989748,0.03794254283618748,-0.12887754996415365,0.028104621162190754,0.015442431219450659,0.08577985847117084,0.09657794537893079,0.11784258886027713,0.03125612069970448,0.07043841442910136
HALLMARK_DNA_REPAIR,0.1303449227936109,0.0347168491991525,0.1252592410952862,0.05600300759851012,0.07261049720497328,0.0005348605743541598,-0.0734856938676188,0.046996479641847715,0.04488555861019741,0.10603006321596792,0.0024282148808661636,0.028004886039498352,0.16752149379573,0.08324566397538254,0.18971944439150398,0.034359662711644125,0.11848107094303456
HALLMARK_E2F_TARGETS,0.0997678068914871,0.08591132839263825,0.10752752480551844,0.0424727243168189,0.07205204589235485,-0.0005571911450095826,-0.13079663977977815,-0.03503958956196066,0.08947165425441085,0.19942718453708885,-0.025420249830862367,-0.03339058484626129,0.08701521577250279,0.06474534915294697,0.13760251923620764,0.009971218804123586,0.12213607041282641
