,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
HALLMARK_ADIPOGENESIS,-0.0292509387666418,0.021652491210580417,0.0013495585935603789,0.03564824306364269,0.03856820757528486,0.12185192954192246,0.014754995346686735,0.023750711577706394,0.03172199908267365,0.08914048347545846,0.06715022307241283,0.15855770088266424,0.10357354240628598,-0.018725862817863273
HALLMARK_ALLOGRAFT_REJECTION,0.013010759880189921,0.03172021084760016,-0.0396933466700476,-0.0576804243468897,0.03877915372779331,0.125417095580623,0.018606872401096288,0.027130706460474305,-0.005919495080037464,0.11610713336919185,0.02886957381955587,0.05467995251299606,0.10326133451416167,-0.020278078930526855
HALLMARK_ANDROGEN_RESPONSE,-0.03494796856576966,-0.00026438390762381826,0.059863942157716135,-0.011147817983283504,0.07620478857354876,0.17161635668092837,0.02523144324426812,0.03383720839192546,0.07926752052634142,0.000208482079974862,0.09485298517476133,0.12427846884156457,0.11747099721726927,0.017094118789293598
HALLMARK_ANGIOGENESIS,0.05996644571197811,-0.006605027916333559,0.05574714265588703,-0.016679989352547827,0.05329934533574612,0.1623099576361102,-0.029265936023642067,-0.0435445805424661,0.023216252323740652,0.008135022375988689,-0.07263233862144627,-0.028878823345277516,0.04006033660975962,0.009603654333893864
HALLMARK_APICAL_JUNCTION,-0.020146318715284176,0.08262869538976948,0.019725884632866036,-0.001096100805125853,0.04280923428899224,0.15689156883764566,0.038782845483787465,0.02289035824202883,0.08060282677095972,0.0600935941461751,-0.03131365606663485,0.1564198936841326,0.10304349987975159,-0.01544891686198102
HALLMARK_APICAL_SURFACE,-0.07926461863835389,-0.013444739873462973,-0.02762679994961242,0.1093173152484872,0.019882292463294884,-0.06487236756151676,-0.043348428495315304,0.03272255773554225,0.005238315881855523,0.05345343689808218,0.052827751361202345,0.11804361992553317,0.11139687428377333,-0.05821239422115319
HALLMARK_APOPTOSIS,0.047849834675557874,0.04552412261881475,0.016482178459804778,-0.07469210745088224,0.02940344921296549,0.022838336111753295,0.030826626102262732,0.047629057320054256,0.005658245893301785,0.030695340190598837,0.03893559144292598,-0.02576569809612658,0.008050028315287061,0.013330316465804569
HALLMARK_BILE_ACID_METABOLISM,-0.06996214160922246,0.052407175685033634,-0.0507966320834174,0.06978952567503444,0.02656867276671078,0.15659916122515505,0.004374471690312602,0.04295126106782806,0.0826890649346551,0.10710101160482725,0.07527718784853088,0.10803355381566193,0.0954755902365901,0.026228242636034075
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.018363805063728315,0.016972140561298907,-0.03796716322205685,0.09524594656397584,0.08274904823867092,0.13159851840307904,0.038239431641123575,0.027215078002633876,0.03283463527107058,0.0331175214466008,-0.0014153671542401268,0.1365802888666656,0.08373700861514574,0.0058010004770313525
HALLMARK_COAGULATION,0.029197798190228663,0.06438674726574146,-0.02317181601085876,-0.057138853383496155,0.07040551541293237,0.14319247808909763,0.011619706557976601,-0.0025497637648077744,0.04773135954037057,0.03142621782496422,-0.039064598708930205,0.09140967061493857,0.05679383353759323,-0.057208945467026096
