,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.01094571119238574,0.0932663893332478,0.012734811718572167,0.021499799853402033,0.13846193329508494,-0.0017965199705563526,0.04783598599161071,0.0020050635773529637,0.02613439636620983,0.054314905074664126,0.13141379161458625,0.013824538433809833,0.031056766701259092,0.08653860023998239,0.02050443590877598,0.10028481657897015,0.022865827089318076,-0.006080381871366623
HALLMARK_ALLOGRAFT_REJECTION,0.06681827318945215,0.04628927945041188,-0.023190501365907785,0.02017031434774474,0.16944762999923704,0.10590521133119107,0.03019578409610028,0.1250629705560257,0.01944756361372172,-0.0157379536692688,0.08418971883663935,-0.03264669326501198,0.051523221880054225,-0.009381503317737365,0.03583665165179544,-0.0388803200673115,0.008157087256598663,-0.06159641721290627
HALLMARK_ANDROGEN_RESPONSE,0.007572670241244669,0.09722740445596682,0.004344914280571869,0.03181480752816561,0.11969841752287695,0.10146055385265637,0.006933042027805755,0.10486387086681993,0.029235829898494933,0.0736860100430024,0.05552690452343057,0.05651888764448724,0.024874815564936037,0.06994586085623676,0.046279822782192566,0.027858798515883142,0.025414027292753254,-0.062487991453103596
HALLMARK_ANGIOGENESIS,-0.05194775074627954,-0.036530819050033074,-0.022597054582453854,-0.01948853824946219,0.16416697833786292,0.019046841705099113,0.06707774185167005,0.056808072551169014,0.036161084825879375,0.03390178984934098,-0.1803775685377253,0.07185606571741034,-0.04124499515800785,-0.014326510846405,-0.027917470162204912,0.04629829951079,0.01683087881137155,-0.07534073299423301
HALLMARK_APICAL_JUNCTION,0.057428142715820134,0.09319544570526452,-0.008644923915074343,0.04008445867743516,0.12534166612890357,0.061700722209032,0.02234601433408966,0.06375477362711744,0.034292957671330684,0.03056267617658129,0.16770809532242445,-0.0016587398980971646,0.02648133154674587,0.10809193810992028,0.028142941871479973,0.0229739009402578,0.02662100182145287,-0.041911822289170786
HALLMARK_APICAL_SURFACE,-0.009062220280962291,0.0906730857707629,0.004902822358794686,0.05418560238134013,-0.04237855727434342,0.053224698743734464,0.011968921598790743,-0.08404083002406205,0.03444201184542125,0.009323287956783088,0.09623158480480445,0.010962907495219722,0.06908061050366088,0.131878047648697,-0.05617581455428033,-0.044848136329607276,0.05442541322780537,-0.019876675394273062
HALLMARK_APOPTOSIS,0.008637398290750718,-0.016308726119338316,0.02773426145252929,0.005235450362972269,0.006521565667426212,0.09661186782772833,0.04994750319684524,0.10002375086192195,-0.001557104544418164,0.07090268673192077,0.017851440980191636,-0.1010140318643958,0.018109361052665137,-0.009597207814970464,-0.029243093793943648,0.08276010456792436,0.006531388044617693,-0.02825774003471321
HALLMARK_BILE_ACID_METABOLISM,-0.02318057361232918,0.06269879120754976,-0.037588635177143,0.031077632636005117,0.12622976539190434,0.04697989408020981,0.03858114505188185,0.005451963720869077,0.04396004618398582,0.009033294134312295,0.15432809297957362,-0.03930909271660112,-0.03264913723996844,0.08314755632783923,0.03692131426248164,0.05145745241371198,0.04080249803939658,0.03507740575997781
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01589396466832992,0.08112193908143937,0.008123591342209965,-0.028753819280354684,0.04223912584585529,-0.008569580520939523,0.07921661920774406,0.0795868845032273,0.062119212567804366,0.06405754269892684,0.09640609204567635,-0.004303259399253189,0.050483847352521066,0.09433456466652902,0.06286865953790426,0.10383659257013608,0.050473617808253685,0.05370831415127568
HALLMARK_COAGULATION,0.016785309208248864,0.04728190596740907,-0.045348327643466205,0.010815154638060466,0.13417386571602105,0.049221539340772294,0.05281424812707592,0.11545162524924968,0.0646210181530813,0.04348503475178099,0.03469994491087227,-0.00405308256299739,0.0734497823172949,0.061572038371775314,-0.03804949868731765,0.026169077204868316,0.02549592427355761,-0.08553652635405395
HALLMARK_COMPLEMENT,0.03772854714710553,0.062498084025057896,-0.006940294531376418,-0.05048613700299332,0.16028617085440275,0.07713554646316403,0.11457736872979156,0.12978134606998915,0.0020945011304695344,0.017896322498878195,0.035714159954939616,-0.02330065756878705,0.041295843331329324,0.04449440728636855,0.004380670346534326,0.022629234201985253,0.04470687616044414,-0.04838052236387137
HALLMARK_DNA_REPAIR,0.04306470815790798,0.09453377282026051,0.008368473829130068,0.03111934469923583,0.14098595498085326,0.10582098377532093,0.07601144309195317,0.0719695559568563,0.04627184454444267,0.05203400964413056,0.20453934914694546,0.00828473301903714,0.03642531637877384,0.11074635010605963,0.06600384746612699,0.03228081818805876,0.0454748229695492,0.05378126363599115
HALLMARK_E2F_TARGETS,0.026893676193222818,0.10824680020253351,-0.03170258129655646,-0.005312974284341254,0.13394754852807794,0.02220841010883357,0.060346195525350955,-0.04709752009606828,0.022375708996253265,0.025350088502539173,0.10208005265402531,0.018681442643645865,0.029531052137899718,0.0693608399611096,0.021584892481503696,0.015822294949712958,0.040162758496308744,0.06019549460259292
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10328700632294362,-0.007824104386252093,-0.011604461193617108,0.0016343790529329872,0.15808553606675518,0.013497411009951178,0.07522507755937345,0.1139076438770693,0.037114763376289224,0.07363427950215756,0.027249150957145668,0.0014360766180674554,0.08817263347765274,0.01590422940759406,-0.020469825659080374,0.042818901161623873,0.04823512416924561,-0.09837290802140232
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04649016618256409,0.01616436977451329,0.03977247885054311,0.01659732910895235,0.07608471206574598,-0.006958080575221541,0.012616109784208627,-0.12079156782014044,0.002113284998902216,0.14499874634897078,0.009771771198322964,0.026738656567521727,0.029913348514707772,0.110901923124522,-0.013028208604700999,-0.005194545061351855,0.03158574603145571,0.0026925032415478145
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.059042933688162116,0.07724946974405357,-0.015854042570973215,-0.032682922146533684,-0.009998004313503431,0.06238628534675693,0.025986591344646766,0.16372208168056165,0.003732479943506696,-0.10533406414269936,0.07473863563441867,-0.03533438284605609,0.07774846549471714,0.09833495670700407,0.0026986297795453572,0.019846813899982923,0.037948114461661256,0.09217745971055152
HALLMARK_FATTY_ACID_METABOLISM,0.04262366608800287,0.0025515859920011,0.02312583702243767,-0.056716301034792534,0.07744576130079102,0.052582750126089435,0.007600048360631523,-0.044214341673457565,0.023705723484036493,0.005623253321932319,0.022997037599400718,-0.0056959694120309505,-0.009127374096955843,0.06627069343478857,0.0470123494188676,0.0060055645079008175,-0.012508632739068038,0.028835132918246548
HALLMARK_G2M_CHECKPOINT,0.0602304142594101,0.10730502670880991,0.021406353425477004,0.05391072228853205,0.1258092097374236,0.06865768265004527,0.0386102119530078,0.043453975390658504,0.0562710636968449,0.04134565279368148,0.06725368281652137,0.03227475256533894,0.03498008769351283,0.059418546416634105,0.030984179934345237,0.016659468658933044,0.07022915147584904,-0.003443917926900268
HALLMARK_GLYCOLYSIS,-0.010297077531419657,0.04069142384175492,0.032525729920352096,0.033909132248482916,0.1273511050597038,-0.0775089784099553,-0.02285888927702544,-0.07380169553816272,0.05288538333470577,0.05963769131880194,0.0768443099294393,0.11099977411999411,0.007624093683018608,0.10385259217275919,0.07407867991816952,0.045749958358871204,0.06903319207319038,0.01277163903704883
HALLMARK_HEDGEHOG_SIGNALING,-0.08653297177750063,0.06740032004427915,-0.01591846313763696,-0.004355418134463147,-0.046835805748698944,0.0005550606687507711,-0.027150513041861724,-0.11212745391599913,0.005938219420245369,0.05372852730210012,0.0017314738391510092,0.09113563342087123,0.07207605045815113,0.10345847991829003,0.02109144086605953,-0.02148661667336558,0.06442374687315292,-0.03746870787378481
HALLMARK_HEME_METABOLISM,-0.0001274962441905666,0.0633794449155514,0.015799423389222033,0.00013392618640444752,0.12980373559271718,0.07062547856899266,0.04265315948313872,-0.02785022149924115,0.0456688019637301,0.06686468316260322,0.1291796193459236,-0.017715708631551728,-0.008793586277200189,0.10186518460028451,-0.0033209597718450562,0.04660848940507483,0.026537630656489224,0.03928328106968542
HALLMARK_HYPOXIA,0.06715628233431627,-0.08800305390810817,0.00200119435044876,0.021414368784625562,-0.015349950307207065,0.0328152087232648,0.040070094157738614,0.07364750931010636,0.03355432436163877,0.09816934163483713,-0.0696116964383028,0.11882010942645678,0.02429482161339179,0.01877583839539756,0.0487095925223187,-0.07811942644567912,0.015947263552633945,0.0072417863588496575
HALLMARK_IL2_STAT5_SIGNALING,0.04191827728442864,0.057156128446204074,-0.009837478254947766,-0.047776272124582984,0.12002447978079851,-0.010048951574697646,-0.005517812140849051,0.04583134882978802,0.031183555908611212,0.030317891687791962,0.00551860584657276,0.014742131911066715,0.07369770468075457,0.09402219310848726,0.04860327208122984,0.05677888717717401,0.042328929100517096,-0.010922731042061117
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0076153455796992816,0.021114081638448412,0.01099864228801983,0.02546470174560732,0.13332039477896143,0.10577428636066676,0.032468742641336194,0.112035567961455,0.0016976943061622284,0.08175142595472691,-0.15961456397248655,0.02485766281731489,-0.05286466857390611,0.054140486838583836,0.06840947554734851,-0.04409217135172701,0.04860451318937525,-0.07294778592053942
HALLMARK_INFLAMMATORY_RESPONSE,0.1084309481885014,0.025129436074554014,0.000387258324162838,-0.0539133751138172,0.056710301698618654,0.02149737565402454,0.04554432906489766,-0.09409109760081272,-0.004632247201477258,0.019285162667299578,0.027727514290035726,-0.07961618236539483,0.06143747665403151,0.02750402251195546,-0.030000992725936603,0.01298714236568221,0.014457681594808482,-0.09408513464519626
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.03655924529526026,0.12265746397811371,-0.029115490056128644,-0.002290041803318377,0.14646945767511213,0.13082707257723378,0.0466428715070236,0.1138757963016162,0.03878804891543306,0.057319136736146935,0.13837314966285752,-0.006036777212664833,-0.06442448937228942,0.09008849753418038,0.004093304256810068,0.10048228719473071,0.03508859049177348,0.008242409476182447
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09882121999539024,0.028283770125530048,-0.003837158937797804,0.01685362488170416,0.1501771157387176,0.09094046551065876,0.01793595492384272,0.1521812129299619,0.0287577338170603,0.0794629082488858,0.13939158815344596,-0.009148584987510741,0.06134952555296933,0.04411249486030765,0.023469639275901955,-0.048887995271917006,0.008836588516833575,-0.04407003956872206
HALLMARK_KRAS_SIGNALING_DN,-0.06907450201659532,0.037328531856043685,-0.018171571168936924,0.01431856673207211,0.07400001695532382,-0.0456987231981015,0.018487175439032884,-0.1142970492745843,0.026879414634961952,0.04930800741631625,0.06921291335781035,0.035000281474752315,0.049918060412926485,0.11428201687057782,0.02919538919388795,0.03298645782188812,0.03828593228782732,0.08268434237006182
HALLMARK_KRAS_SIGNALING_UP,0.04256744374383184,0.05042310439526376,0.00740090930960892,-0.07600379601930418,0.04928950353214867,0.05859234621565278,0.004129336966588782,-0.09225701743139518,-0.033130657180592674,0.007189712822348665,-0.06921032978429743,-0.08867430015969552,0.01386661317472837,0.07423244260905888,0.0456343380514429,0.012254721309286183,0.02766101124239514,-0.09388434785060444
HALLMARK_MITOTIC_SPINDLE,-0.011355975070755912,0.10020868406374704,-0.01728493096576668,0.021355036520686,0.1259923973209237,0.05322356969599138,0.040749480470387886,-0.03411244578278079,0.040416277753896834,0.08882628032929832,0.09808861722258279,0.012417654026440595,0.02756782933222475,0.10388335658698765,0.021096699274694763,0.082370384018777,0.030738497190714746,-0.0237332808575179
HALLMARK_MTORC1_SIGNALING,0.003504396956736875,0.015384340079585637,0.038367132515039,0.02838056650609239,0.1328604543560318,0.031695608138606536,0.03397884724169786,-0.0651789102956731,0.024005584256516384,-0.0013235035712235801,-0.03205029689213376,0.04057971132362562,0.05031570282539414,-8.865360117556756e-05,0.08846529238164685,-0.011279182566894133,0.03156709457646278,0.0353847261384967
HALLMARK_MYC_TARGETS_V1,0.10354106338679595,0.1108584996209251,-7.042214799006035e-05,0.019321519757186958,0.13959878871427503,0.12400142514262708,0.07257590719027968,0.013341627415617752,0.04789093123117542,0.022698519792066163,0.25830015685205204,0.001249819668686911,0.047854611216882885,0.08621103818438701,0.07265492142904287,0.007777528516569743,0.06042716210838851,0.00865046719815534
HALLMARK_MYC_TARGETS_V2,0.08704405565103945,0.04928308576845169,0.037250296928312186,0.01697187279368072,0.04039878990885502,0.14461908839173196,0.023793508399703227,-0.0004810133966003533,0.006043007401656793,-0.017140694823010328,0.012815452854030192,-0.07503802487207438,-0.02026734152052766,0.06017895315829394,-0.012948206042402299,-0.029069657821245477,0.02233702265456029,-0.011701673383406405
HALLMARK_MYOGENESIS,-0.01644797514322267,0.053971999901733375,-0.006394038026161669,0.011969486092441646,-0.018364587797581353,0.03825208405466848,0.03189090845266989,-0.051470850883713934,0.03927087564032541,0.05652512241670525,0.038771223593213715,-0.02382980221263523,0.04529683342683118,0.0735615216300747,-0.024647493529831595,0.07571921772434502,0.0166692631218788,-0.019990757848661448
HALLMARK_NOTCH_SIGNALING,0.011127680022243631,0.12517481710021178,0.014256331178915565,-0.012315495437477638,0.1648784215010038,-0.03379232051156687,0.03137766284467583,-0.056368120060961945,0.03778815440296662,0.03664585483790132,0.05733755638197718,-0.018072787097727645,0.0761193922257868,0.10810734587830924,0.05251195676280178,-0.00017021458570536688,0.02871042546321184,0.07066051406079576
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.019276835145182997,0.11869145084230996,-0.0036896374333719962,-0.0029094752241887916,0.025227350869888893,-0.007607281839026782,0.07490464927263386,-0.018063970807506168,-0.006779127098889292,0.00040087400617954067,0.24418193318651277,0.024889892983179736,0.07954519843608707,0.10084145412660935,0.0612044136806483,0.0002441516523103072,0.05214280682810546,0.09311505095586681
HALLMARK_P53_PATHWAY,0.09385126406492518,0.025529673090680802,-0.014092062746956442,0.03489178202109214,0.14598843822140573,0.10690646334871172,0.08362115438759428,0.07744974618206442,0.03296590110435546,0.0233855338822119,0.1545371613176182,0.05628304078543253,0.018915066405325195,0.13100548371373202,0.05186815565289749,0.0029837555787408615,0.02984788093239231,0.06347899604135414
HALLMARK_PANCREAS_BETA_CELLS,-0.060193451367835236,0.11502527977458862,-0.002266568464148899,0.014223085553186033,-0.008964306049628468,0.03972217077056447,0.06552703233176486,-0.01712076338389821,0.0112879727311332,0.08001593938622636,0.11077684068397732,0.06627191925889828,0.04314205453912633,0.093222661995686,0.030434277502320743,0.006219849788969056,0.04198037118266814,0.04929903805617468
