,UKF255,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.043576500591184224,0.06265430583639238,-0.011912198499366972,-0.01719161579472564
HALLMARK_ALLOGRAFT_REJECTION,0.018751462380563824,0.08750227893781538,-0.08180682170590456,0.008126822122715852
HALLMARK_ANDROGEN_RESPONSE,-0.00906992474658904,0.08295614145627442,-0.009930322896019363,0.01675444001023845
HALLMARK_ANGIOGENESIS,0.07167204653875082,0.0076335472971950395,-0.035399246996379335,0.028380701038039528
HALLMARK_APICAL_JUNCTION,0.07621654368780888,0.05608227861160949,-0.07178768724932946,-0.01937419990258447
HALLMARK_APICAL_SURFACE,0.03319069713917073,0.02900238953566502,0.028979439904778994,-0.05845179954490833
HALLMARK_APOPTOSIS,-0.04268489783534558,0.005976995694813154,-0.02278483161763296,-0.0025717618273774063
HALLMARK_BILE_ACID_METABOLISM,0.042435526776915033,0.07694875139662653,0.01595587571689321,0.002721721125025137
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.051729291419404584,0.062379486756908645,-0.022914527561869725,-0.008898869553153884
HALLMARK_COAGULATION,0.01014016599007928,0.04949831677267029,-0.06031908392522496,0.015828996927711118
HALLMARK_COMPLEMENT,0.04886689067015074,0.04495249490515683,-0.04820358001631878,-0.04560069192765723
HALLMARK_DNA_REPAIR,0.03616833161068736,0.04346935119130501,-0.07982033016543992,-0.04003249469005234
HALLMARK_E2F_TARGETS,0.05732368585948842,0.028705723359603013,-0.06583848606020888,-0.03239703185478712
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.024877972312057274,-0.012909846821574594,-0.08238284465380956,0.025982074566736818
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.059700742295486234,0.0702417624757802,-0.025120294206972194,-0.03802561700261047
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09907929318627326,0.06108850060677897,0.011309340571010604,-0.01963837895251372
HALLMARK_FATTY_ACID_METABOLISM,-0.04531722275286192,-0.006384493773556749,-0.019308994785350742,0.0010919800544046618
HALLMARK_G2M_CHECKPOINT,-0.01031646475725984,0.030196005088379194,-0.0672237065622331,-0.0020841963919641807
HALLMARK_GLYCOLYSIS,0.09223796712273057,0.020675269403238525,-0.1091374390513372,-0.0001119113392341409
HALLMARK_HEDGEHOG_SIGNALING,0.09109997022940113,0.02100867892399086,-0.05451663387017054,-0.02903767655866149
HALLMARK_HEME_METABOLISM,0.07500266020115932,0.05832009583445917,-0.02702906949373632,-0.04140387881444713
HALLMARK_HYPOXIA,-0.04162555205611974,-0.04255756061549904,-0.07293914387657134,0.04160192226832125
HALLMARK_IL2_STAT5_SIGNALING,0.08351798158979726,0.034939676581901516,-0.0011543202657220957,0.0031645818508729885
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.048745998474975745,0.055599858900639246,-0.05882024572353569,0.0005660441831546669
HALLMARK_INFLAMMATORY_RESPONSE,-0.047915659889201344,0.02293994317787046,-0.0043251795998610195,0.0688340477346012
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12240765701473083,0.07560166301814276,0.0411405681910239,-0.06975512496893778
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.10359622477755483,0.02968831423562532,-0.06337598698872327,0.03379209545259075
HALLMARK_KRAS_SIGNALING_DN,0.05614973692096362,0.04599935360501225,-0.06166931531376072,-0.06934844737730975
HALLMARK_KRAS_SIGNALING_UP,0.044227224976089316,0.06494187263781001,-0.03883730085849701,-0.027026510359243493
HALLMARK_MITOTIC_SPINDLE,0.07622142557264985,0.056021299045551295,-0.02816427471415183,-0.0339074752480914
HALLMARK_MTORC1_SIGNALING,0.0014349389492519181,-0.020160734130004486,-0.018455059341256283,-0.011265920961288364
HALLMARK_MYC_TARGETS_V1,0.0638356556120156,0.04536781727583807,-0.04966424498664269,-0.03039641256403311
HALLMARK_MYC_TARGETS_V2,0.011464889170759487,0.030263436392348454,0.022396035834695467,0.03749651764243083
HALLMARK_MYOGENESIS,0.04238087356171362,0.06458882898860249,-0.00523820472497826,-0.0876652262992026
HALLMARK_NOTCH_SIGNALING,0.04509164714943467,0.06384921320466101,-0.034334446447299244,0.028149598541181015
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07072791456927312,0.03940381680511086,-0.01943941180823009,-0.05577420237825207
HALLMARK_P53_PATHWAY,0.05452410245644129,0.036449790615382706,-0.0302385517642005,-0.034158984291389576
HALLMARK_PANCREAS_BETA_CELLS,-0.021204780428907603,0.057074180101443155,-0.06313060315129919,-0.05018581017441731
HALLMARK_PEROXISOME,-0.0035626575143436093,0.06415538083092309,-0.04590763460420206,-0.02845238295393857
