,MGH258,UKF266,UKF269,ZH1019T1,ZH881T1
HALLMARK_ADIPOGENESIS,0.08187177772353607,0.013714154322405402,0.05105528422141093,0.06873139520838968,0.04458914477175277
HALLMARK_ALLOGRAFT_REJECTION,-0.028304298066887074,0.01293736482688027,0.0326062131064649,0.11355579940259428,-0.018464677249368486
HALLMARK_ANDROGEN_RESPONSE,0.11548281876114823,0.029645538699089483,0.06268882519005578,0.1778466679788665,0.023356709197410938
HALLMARK_ANGIOGENESIS,-0.014589387034972173,0.015035108871029159,0.03884565339017743,-0.04789438409148018,0.025829725455375752
HALLMARK_APICAL_JUNCTION,0.10828968672394047,-0.006538071003998926,0.06882272404437142,0.09943090388356128,0.06746949533978024
HALLMARK_APICAL_SURFACE,0.09066716591955913,0.033567299604663585,-0.029754967034139386,0.03917482959411364,0.06700233149991011
HALLMARK_APOPTOSIS,0.013777845039535231,-0.005784371288661885,0.0061352989123330095,-0.009807040351869408,-0.01630787348899009
HALLMARK_BILE_ACID_METABOLISM,0.0982025224288418,0.009624280737062871,0.06298335516165902,0.09083983717060765,0.00112121709825847
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08713762845840489,0.030107465974720256,0.03790764599192078,0.02902029266593766,0.06173252713375067
HALLMARK_COAGULATION,-0.06679340379114376,0.013700882791765765,0.02952478693726954,0.06940043783051097,0.007160365234343876
HALLMARK_COMPLEMENT,-0.05014521496248619,0.036121532627818365,0.06181235536725179,0.1385007286942864,-0.0054618638419319555
HALLMARK_DNA_REPAIR,0.14396013541545669,0.010332459251368449,0.05554212497513245,0.15219431457728605,0.044817473564624254
HALLMARK_E2F_TARGETS,0.1089745151629525,0.014229714283069588,0.05853569471174357,0.07681262678872776,0.012546146476340014
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07148014758552011,0.02807582369315632,0.036850588990285205,0.07953772278795646,-0.002521373270684871
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04145921671531753,0.009238110747010487,0.04242235287501352,0.08890688033705986,0.060894945669001624
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.0060594921130032306,0.02409742152456217,0.04671064326897422,-0.029867806095844298,-0.0042254258031011165
HALLMARK_FATTY_ACID_METABOLISM,-0.06194834406117214,-0.0495478783306477,0.03696876343049445,0.015787377946080008,-0.007299832175496301
HALLMARK_G2M_CHECKPOINT,0.03945111188439673,0.009569885348939537,0.07937215308313773,0.003743428822017363,0.014471865602924463
HALLMARK_GLYCOLYSIS,0.10407997240992177,0.00042141705874385613,0.08040579997761983,0.004665310272386661,-0.006157998188950164
HALLMARK_HEDGEHOG_SIGNALING,0.05420384593597397,0.004173467831497998,0.01849090025948259,0.010561471934889974,0.06705874524575653
HALLMARK_HEME_METABOLISM,0.05473437531483301,-0.005381419346256311,0.06654548348430121,0.1385592962319406,0.06197821855513176
