,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.009282351906660203,0.011466147094906379,-0.03417908401866119,0.004293898281965599,-0.16470521499302024
HALLMARK_ALLOGRAFT_REJECTION,0.025321619387216183,0.03264886017263454,-0.05221997801658374,0.020938757312187382,-0.05937213804319008
HALLMARK_ANDROGEN_RESPONSE,0.051504933069141556,0.08068221440924958,0.03147482445496685,0.00310967951034362,0.035837418904723625
HALLMARK_ANGIOGENESIS,0.015935531956158103,-0.12699533061322796,0.048616180903265936,-0.051440092076384565,0.0198879356946788
HALLMARK_APICAL_JUNCTION,-0.004399145635808542,0.03029385709001222,-0.040471052315703165,-0.03126148596515143,-0.10899399175052533
HALLMARK_APICAL_SURFACE,0.013760719480098637,0.0342303961791256,-0.08231182774929702,-0.038158011663362516,-0.07809992182163818
HALLMARK_APOPTOSIS,-0.0570437501474218,-0.0023028572486635986,-0.07632761631016124,-0.005122415257891516,0.03823373969158416
HALLMARK_BILE_ACID_METABOLISM,-0.045834182210479274,-0.04365043797053803,-0.029803018030384612,0.015075313557292682,0.014885408277846405
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00764110370502675,0.017128124069590706,-0.021398477633998207,0.007009875684006991,-0.016050730862983874
HALLMARK_COAGULATION,0.02321957215550497,0.128121282904274,-0.08074941032213612,-0.028081835700962624,0.07898467470756168
HALLMARK_COMPLEMENT,0.004267771993324597,0.011038345029982861,-0.06948079201798087,-0.016068850824095055,-0.07661604813165213
HALLMARK_DNA_REPAIR,-0.04576113418558773,0.015757351507246935,-0.007721936271551106,0.016874152268170794,-0.12461482616199264
HALLMARK_E2F_TARGETS,-0.0008951329002682089,0.06708664652020783,-0.08183028176040515,-0.03810248308394564,-0.022549801462202184
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.027117366481845186,0.09338885786437233,-0.025618327850039604,-0.0208551719099669,-0.061326055315523896
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.008240712343765225,0.07039245670580578,-0.008603121347996673,0.0327056032615173,-0.11894595924530953
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03664237585904009,-0.07489066829459323,0.048598454385268997,-0.004586267980273579,-0.013477849329474026
HALLMARK_FATTY_ACID_METABOLISM,0.02496816695033709,0.07573652085888075,-0.015314026797639331,0.0019474323460590157,-0.008142179234281234
HALLMARK_G2M_CHECKPOINT,-0.07508389837715841,-0.04546381671168343,0.028195405307338973,0.003146101198409173,-0.03884580070369616
HALLMARK_GLYCOLYSIS,-0.06009691850274949,0.03741308916691931,0.03521917514280052,0.002381604167959985,-0.16294929914678163
HALLMARK_HEDGEHOG_SIGNALING,-0.02398081970227183,0.06570417797137729,-0.024640239584303513,0.017111573182385667,-0.10613101132693667
HALLMARK_HEME_METABOLISM,-0.027638802182558205,0.02877638386089022,0.006594590990644753,0.013218801024299766,-0.05160349226218503
HALLMARK_HYPOXIA,-0.0028553691758537374,-0.07816480798781512,0.039891204727010104,0.0009736581934971313,-0.025541101103686868
HALLMARK_IL2_STAT5_SIGNALING,0.010679293213713291,0.0033711692435852004,-0.031823894354816286,0.003873117096610293,-0.024655184140470222
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03923138745586637,-0.10630623530271924,-0.03821921850679079,0.008928874340301951,0.06284988663538645
HALLMARK_INFLAMMATORY_RESPONSE,-0.049284664201803746,0.04660323264460468,0.03276066957860911,-0.013170915201423423,-0.05649475554704429
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.008356999450579217,-0.004974712559662232,-0.05730654974893196,-0.016854547279927697,0.14795782447743386
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.015816144335003685,-0.004726077098817799,-0.045713613410965796,-0.0056874626969658105,-0.07599378113955137
HALLMARK_KRAS_SIGNALING_DN,-0.04772773573499159,-0.0369586396970152,-0.035736933304820626,-0.01858013939338136,-0.1182268572653577
HALLMARK_KRAS_SIGNALING_UP,-0.025174861708435917,-0.0364656406091817,-0.09677201838462055,0.0109072097771176,-0.12682879288730303
