,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.024980414000203528,0.03661765202782483,0.08170271474607708,0.06593346620248204,0.04951314822598648,-0.006852503235587515,0.08594996820542714,0.059303301352134415
HALLMARK_ALLOGRAFT_REJECTION,0.037479905622982396,-0.020640813501899877,0.09483799541199565,0.08702498821812288,0.09327261736993764,0.0028529870834986897,0.008600231964810696,-0.05595738185902158
HALLMARK_ANDROGEN_RESPONSE,-0.030390868396573494,0.039408816537665675,0.10042912312155482,0.06115241322455673,0.10623808293964289,0.12924858275918763,0.03744773031868867,0.013785923201892846
HALLMARK_ANGIOGENESIS,0.022477413376423915,-0.09626353397873559,-0.023395576640008374,0.04507498482686482,0.017097669533834854,0.03239460898345572,0.04947844802565561,-0.014574633961331364
HALLMARK_APICAL_JUNCTION,0.013391949399496757,0.054151359626610836,0.09662755862799008,0.05237705149844185,0.11669522863077972,-0.017146373817992822,0.07960549637740381,0.0689345269111871
HALLMARK_APICAL_SURFACE,0.00891420976977288,0.06639913718702903,0.041475197282519534,0.0677823702097371,0.016004447659359967,-0.05213579418350925,0.04911399188796524,0.09332991732395114
HALLMARK_APOPTOSIS,0.029688780822227284,-0.04968975920912281,0.035797977911240474,0.06771597019249613,0.03251982623731166,-0.051814195294177516,0.019987576610616557,0.07882475891135883
HALLMARK_BILE_ACID_METABOLISM,0.0175707586040094,0.04308919003130761,0.07982153596832071,0.035787280729549335,0.024094845587487333,-0.03629692678237804,0.01590533925514002,0.05965067909582972
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.031013353240835338,0.05216949899298552,0.05071589048051622,0.10041276189265967,0.04584094495355262,0.02216192729645639,0.05140766950712174,0.1434809680698396
HALLMARK_COAGULATION,-0.05924875142668131,-0.01241230568053599,0.14129450796598397,0.08698569933106812,0.07929469146253315,-0.03294848478721822,0.11475793139976585,0.03908088112516918
HALLMARK_COMPLEMENT,0.13752800259216252,-0.02021272425728255,0.049003958899150185,0.09850620346653495,0.05010101170033408,0.011682880055452004,0.04354156918416674,0.09316274723789296
HALLMARK_DNA_REPAIR,0.023702274819978445,0.08052469251561774,0.07283331720766502,0.0521401493991528,0.09363787054209782,0.0245431493776142,0.05553470854063765,0.10523259696465237
HALLMARK_E2F_TARGETS,0.021247489434135958,0.05370685661352614,0.09606447695351575,0.0209142724942942,0.08310814148824051,-0.04604193380173527,0.06742189548308274,0.07853955268490617
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0026897258270632356,-0.06470757648588751,0.047532360513871344,0.10459571124226415,0.07641702748657196,-0.03882663317972679,0.07308968678480288,0.1266838644019125
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04661484033753256,0.009870529660575457,0.035888879658216584,0.1080222708483843,0.06195210500880807,0.07301921114083491,0.03765427069711108,0.12332857181718652
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03391106676586257,0.05365365075438646,0.06796786076309211,0.010359418626486367,0.019848965187811058,-0.010746050718250917,0.04219341843033818,-0.05248048836767587
HALLMARK_FATTY_ACID_METABOLISM,0.10615883669034719,-0.03077183928274046,0.00040975767980996213,0.06956562940947947,-0.028488782370868118,0.06944977308782582,0.03982501754611302,0.08462435934700378
HALLMARK_G2M_CHECKPOINT,0.05381075703720153,0.020739316752463315,0.08777878396076547,0.08246852472373799,0.09699710103084165,0.052551973701525034,0.000613790606004892,0.00844326098238962
HALLMARK_GLYCOLYSIS,0.06248502461700503,0.036069355105913505,0.04306026267085851,0.03446020192041045,0.05123388641401588,0.05449864246867951,0.05977405100325765,0.014225835296833
HALLMARK_HEDGEHOG_SIGNALING,0.06994813999982412,0.01645127090976319,0.055091251646103095,0.05299583124072247,0.03556278987900135,0.04616591493498034,-0.010590185254655323,0.045663034996772725
HALLMARK_HEME_METABOLISM,0.08823483717471438,0.048198402451797136,0.08612503528262974,0.0777351443599106,0.06125919271409206,0.025155722321312867,0.010466871827681365,0.0783338432381194
HALLMARK_HYPOXIA,0.10565975531521131,-0.032301329715083454,-0.06748623328695776,0.12114604253168583,-0.05913726720341518,0.17375592005897655,-0.006485987750240201,0.020525201000192585
HALLMARK_IL2_STAT5_SIGNALING,0.09154601509629783,0.02401610211558389,0.0670830367935998,0.06813578363844595,0.06526746489696722,0.0708057190100222,0.056169431018725215,0.088472113167948
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.055598082340034424,0.011136422848840406,0.05708077164579948,0.013866594623452801,0.07916846468233334,0.05018252972305133,0.024426751169313293,0.020477861901859084
HALLMARK_INFLAMMATORY_RESPONSE,0.059908071011727564,-0.029935007127753016,0.025222538152233583,0.07059189874372127,-0.007635656340943161,0.02268918385885853,0.04795024545029595,0.021451865719703568
