,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.07492812755419297,0.06910084774902282,0.1411498786644816,0.02488455724670504,0.08906778348599534,0.06646615414710928,0.05653245882066796,0.13804568447174362,0.3890825187944989,0.5510765445833188,0.03759195918001911,0.04991355333899464
HALLMARK_ALLOGRAFT_REJECTION,-0.06178121536408103,0.03244821416702419,0.10395024158340496,0.010676095327393642,0.18370810144274283,0.08728049802319916,0.13797901239565308,0.11802828111371091,0.2716102770876931,0.36511127238564317,0.06774077819498807,-0.016137183295459517
HALLMARK_ANDROGEN_RESPONSE,0.02266385511269506,0.03587562287136496,0.038260100758168214,0.03881450663962696,0.19657061539525045,0.08757154866200884,0.06882560913261497,0.14355762359581717,0.3775159901658887,0.44789392234229103,0.08252444838222461,0.023232363829720375
HALLMARK_ANGIOGENESIS,-0.0675236455427546,0.013577951728425056,0.046601933283661565,-0.0338434521969463,0.23838302705349626,0.1084135741251644,-0.020449727237793508,-0.03939317446974629,-0.1423979633788894,-0.37252538895964693,0.0032168032550657305,-0.06312128950937329
HALLMARK_APICAL_JUNCTION,0.05206833615154333,0.13524651641260832,0.12126214117927085,0.04029380362297119,0.26018354549939154,0.10409325559952907,-0.009651879743360597,0.1217834271610026,0.3386060312673426,0.5176695091575624,0.059102661135634296,0.05359089388422025
HALLMARK_APICAL_SURFACE,0.1542706287715446,0.0026909366003383555,0.12008825042023764,0.02458533930903346,-0.0393322510096885,-0.02473541066872484,0.013662020379747931,0.10609753195445311,0.26317003881536155,0.4344846941618332,0.016282804547638197,0.0010027425272515673
HALLMARK_APOPTOSIS,-0.08605970552869072,-0.0024387627345489643,-0.0729552132872035,-0.007608544830840941,-0.0721504460508903,0.012671450622578701,-0.06311060537997461,0.035149886653883106,-0.32766119739763727,-0.19801380769727944,0.009007096829988043,-0.07863977949878555
HALLMARK_BILE_ACID_METABOLISM,0.13155230289415715,0.06371988124772696,0.09667200686596651,0.00783017597896373,0.20334962103484275,0.10738868274474596,0.007932783396983516,0.14093431239711748,0.3411570337095365,0.5196573806864873,-0.030762301876581893,0.013979879126728987
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.17910196688685825,0.029176204032398585,0.10196107543001183,0.08658124139333766,0.1978248877302675,0.06750580665531389,-0.04834323035845602,0.03999206523326412,0.3445276228066042,0.5516497966973584,-0.010664103160770879,0.09469051272802005
HALLMARK_COAGULATION,-0.009516824570743682,0.003761752034896143,0.09303984643881226,0.024359173512266963,0.1784972770466836,0.09751387229162005,0.08864400660017029,0.12775587414719752,0.1768818515111405,0.3226159658058899,0.039536986184636594,-0.08475331469519193
HALLMARK_COMPLEMENT,0.040258376411701484,-0.012753186939609794,0.06713000400790098,0.07294802008153135,0.14555419806187336,0.08564783459911213,-0.028126673649544884,0.17067154423337816,0.15277738439424488,0.32075577807011885,0.06503173458726552,0.0153701813963033
HALLMARK_DNA_REPAIR,0.13122366768351806,0.14134517906260094,0.12205584069068363,0.07032323933625591,0.25602421200799447,0.08672431319913161,0.05498950500447544,0.1619694657643449,0.41370188736811014,0.5934192295301296,0.06674275020571085,0.12380406604047615
HALLMARK_E2F_TARGETS,0.20981855720026749,0.14798968940274929,0.142384578496507,0.06560725796669747,0.2784799270143998,0.11337337189909291,0.0330599416262302,0.10243039807776115,0.1952277988896544,0.33294088458512383,0.02987236749957949,0.08194849777913214
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.11472456950691466,0.003892634263810648,-0.050484337102336366,-0.022851094214982173,0.24956562505805907,0.11063580724988695,-0.05971902927244383,0.1269861059226082,-0.1575927901920462,-0.2502500464424082,0.010442180419619692,-0.08736206093840393
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.055493430619831925,-0.07973975969430931,0.005223187963650331,-0.029219102714107943,0.03828350530893887,0.05525580153680447,0.06162072482323405,0.15066010480317815,0.16971080217731463,0.27930616260248564,0.004686380753329532,0.08035915759823849
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09812035481456097,0.0990127016975701,0.1330227231642335,0.03593175703248547,0.08956152834044855,-0.04464890195879549,0.06267917694435476,-0.014857866796892525,0.35275621289779274,0.4864070407640833,0.04654221455849445,-0.010402716942604907
HALLMARK_FATTY_ACID_METABOLISM,-0.053199586410754465,-0.005397773631277338,-0.0919991343542352,0.0198365283042217,-0.01922834018596922,0.0771241591109763,-0.017598146257188117,0.07009672394280117,-0.054418347078305424,-0.021208057216997638,0.045901058454586995,-0.025751356614248457
