,MGH258,UKF248,UKF259,UKF260,UKF275,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.061732039189620086,0.11838923124507099,-0.005234158012331924,0.018886371358520875,-0.014625254425570599,-0.0009253225824117263,0.155750727813009,0.08399599113699335
HALLMARK_ALLOGRAFT_REJECTION,0.01306344738921149,0.15875582430979596,0.001979405754816093,0.01478446758878137,0.06933496710967857,0.026645908097609798,0.22294860423330007,0.07922416031872313
HALLMARK_ANDROGEN_RESPONSE,-0.014960045239031484,0.13979265071925132,-0.014162141749862205,0.07273074260111166,0.0433473393093626,-0.02524915695053609,0.1806441065917054,0.11906432459014595
HALLMARK_ANGIOGENESIS,-0.007989308193473302,0.11682442874680107,-0.029409455268515024,0.07429763285912647,0.0780091148646747,-0.013119719235967565,-0.008095502833428438,0.024803331951915395
HALLMARK_APICAL_JUNCTION,0.027814910325443032,0.20214044335776668,0.05083728670118133,0.026787739455209937,0.04316966358185046,0.006565651672860331,0.23853395989975154,0.06351988147060969
HALLMARK_APICAL_SURFACE,0.003184253814762129,0.12935113295299985,-0.029524943500680266,-0.005251869663554896,0.019663178288717924,-0.025237926610554393,0.17662716908307824,0.09857661965041174
HALLMARK_APOPTOSIS,0.029602120488191316,0.09835757725562567,0.014514886405969327,0.023524861981448843,0.06682954918031912,0.008302898083762899,0.16661178233078544,0.11150473268218042
HALLMARK_BILE_ACID_METABOLISM,0.04191915837868022,0.018416624338778474,0.037238276507640174,-0.011376912164179267,0.07542664132201497,-0.029222614651050857,0.08455746343057147,0.041566595358259156
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.019556481537824508,-0.03096231624198948,-0.022415787625967392,0.006604324430563295,0.039225234375081,-0.045165996904438156,0.03939927116501339,0.03803915041752695
HALLMARK_COAGULATION,0.009951364540227728,0.24777735779447393,0.006631373996479443,0.023997903955651143,0.0618240560218527,-0.0073974443366713665,0.2164939001163922,0.05857337877852955
HALLMARK_COMPLEMENT,-0.0018728793241232263,0.10768917254189869,0.0395752633127874,-0.03435111589831217,0.08894363424094355,0.02210730688780129,0.06343174896100617,0.03250192481222123
HALLMARK_DNA_REPAIR,0.015542569981296633,0.07286820281988085,-0.010475607380399026,0.03887484130572205,0.05693872886911225,-0.027201708532438737,0.13998270538762564,0.03785840588809192
HALLMARK_E2F_TARGETS,-0.007103258898729324,0.052113408885728275,0.008220321574296379,-0.04104237559375796,0.06079218363982555,0.0338160427743854,0.08556382883064391,0.04884967683897543
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0260542450807296,0.19735107747295771,0.030131270224837293,0.06283836146759093,0.062384083613161764,0.0041658181634541816,0.21769361262645012,0.029912734817204134
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.026633139297333224,0.07915214066373731,-0.06223495871776894,-0.018076501948583693,-0.04490243641224163,0.011984303295798878,0.13761198951921677,0.02384432827195391
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03927957370777912,0.12186275645157385,0.027509697708741506,-0.054132245889638816,0.01361584080798837,-0.03943152804959046,-0.003982501908811372,0.007004252295313301
