,UKF243,UKF248,UKF259,UKF260,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.014083240614500806,0.010584051110556453,-0.039752310950202416,-0.03680228372024619,0.030513028805376936,-0.01885326195077965,0.1502841655506858,0.0724905920592852,0.13191447961403882,0.030355381620629562
HALLMARK_ALLOGRAFT_REJECTION,-0.05819905457987738,-0.015010888791140152,-0.012018986445061863,-0.117349883700027,0.01258889149864706,0.03527147650159765,0.02819581045149583,-0.00766123887590783,0.11110590563433714,0.07054662423692915
HALLMARK_ANDROGEN_RESPONSE,-0.001941237898332549,-0.0026681077623844913,0.037612455356506015,0.03539796966932679,0.06396828034193229,-0.012658823860233228,0.10052166897750076,0.06025523068077177,0.15100293712297683,0.04445135216251102
HALLMARK_ANGIOGENESIS,0.09388348387324247,0.08105419751535183,0.09309738058397012,-0.00418278639629213,0.02787997716922518,0.025697997759127813,-0.07341880691345798,-0.033316099118008556,-0.06567714247658327,0.002353163585534733
HALLMARK_APICAL_JUNCTION,-0.018644654190467073,0.004242717337779925,-0.009054962793152243,-0.0040656874986788865,0.05623979714187354,0.029412564945324838,0.1350069968134319,0.08108637095066888,0.11855956874097347,0.03255993634589133
HALLMARK_APICAL_SURFACE,-0.06622558592248495,-0.055138671104499146,-0.10035844824763357,0.00834306372949306,0.06634539743816485,-0.09969155527792804,0.1255923865206968,0.058754824735742665,0.1089335748590641,-0.08993833747679494
HALLMARK_APOPTOSIS,-0.016012614863577256,0.055102650159036745,0.019352669358552208,0.0004256489121628261,-0.009278801268052504,-0.03270304760378966,-0.005649779875843028,-0.02659593827977914,-0.0031891528317238202,0.031467868567166275
HALLMARK_BILE_ACID_METABOLISM,0.009762946331839096,-0.013956439687675912,-0.06291340631777986,-0.0422245789272334,0.027104416726556016,-0.03573669652386291,0.08004650047783668,0.05998094672720861,0.1406307877119137,0.10625394673726223
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0069051981385335505,0.013859754822434869,0.013991643288134339,0.0039031988265872267,0.021339948816441648,-0.023656029980229174,0.12766652140019463,0.08444048858129416,0.12206479614639604,0.0738067553599604
HALLMARK_COAGULATION,0.02532325046963711,0.028079036043062267,-0.03521026447442747,-0.06264909166095918,0.03237998702147498,0.05495100823344402,0.1211459962211662,0.015523608813181352,0.12142997345484566,0.007548529219423559
