,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.10467971727298633,0.03913004554350986,0.04680543476963965
HALLMARK_ALLOGRAFT_REJECTION,0.042133851747400954,-0.013090136908591107,0.003782877206411166
HALLMARK_ANDROGEN_RESPONSE,0.044431782262855345,0.04413747847636477,0.07432945060748192
HALLMARK_ANGIOGENESIS,-0.068438219516196,-0.064403460839503,0.042837771401909024
HALLMARK_APICAL_JUNCTION,0.07038685762428008,0.07551396671145542,0.07962915633965037
HALLMARK_APICAL_SURFACE,0.05045189047451053,0.03725983162966154,0.08513321576038319
HALLMARK_APOPTOSIS,-0.024195941023135575,-0.03838929776881992,0.037120079948109744
HALLMARK_BILE_ACID_METABOLISM,0.06117797174172862,0.015521073349295993,0.01470119169929692
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07656568790054888,0.06052761256409578,0.018321997841114754
HALLMARK_COAGULATION,0.0841553038293624,-0.04937533268391763,0.07878873885176903
HALLMARK_COMPLEMENT,0.03444659692729606,0.007493524059216772,0.07004308966612942
HALLMARK_DNA_REPAIR,0.05597256705524069,0.12532946923282287,0.04817310712751312
HALLMARK_E2F_TARGETS,-0.032941489369529564,0.06657119464223288,0.05534330327853299
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10025206764169839,-0.036302124093895924,0.07786272884131075
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.058823589176039075,0.06989316553843103,0.05092231594173218
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0451644546005436,0.032033160270270755,0.03330493399086821
HALLMARK_FATTY_ACID_METABOLISM,-0.07964034040315127,0.005504787512004217,0.03915111284689782
HALLMARK_G2M_CHECKPOINT,-0.013265386736980155,0.029091708203391117,0.041059033044345175
HALLMARK_GLYCOLYSIS,-0.003966527141944629,0.07280111786758127,0.04607768876371026
HALLMARK_HEDGEHOG_SIGNALING,0.03844302720123184,0.11409906498704767,0.08443228573152231
HALLMARK_HEME_METABOLISM,0.07108464576672115,0.09025127218032507,0.03179020110536605
HALLMARK_HYPOXIA,-0.11837517861623402,-0.017073454612148382,0.04506183331368671
HALLMARK_IL2_STAT5_SIGNALING,0.006887513098544539,0.0707333509793477,0.07412431619019508
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0112489179390181,-0.0030861457983907773,0.03097632017585252
HALLMARK_INFLAMMATORY_RESPONSE,-0.03258839043212989,-0.011052919999720108,0.04557157109660512
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08072581199543492,-0.026701731308157114,0.031030437003617194
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.010781693833324515,0.004430108482615328,0.042984170364672857
HALLMARK_KRAS_SIGNALING_DN,0.10200540004644156,0.1134964662628182,0.013346528747399382
HALLMARK_KRAS_SIGNALING_UP,0.07362432165187481,0.03443556153554407,0.043493747892748215
HALLMARK_MITOTIC_SPINDLE,0.047634797659030205,0.0702504615027583,0.0494639804336841
HALLMARK_MTORC1_SIGNALING,-0.10408162298963734,0.030471771110358186,0.04133573973999233
HALLMARK_MYC_TARGETS_V1,0.04855229983159712,0.09843323994821676,0.07056975693503038
HALLMARK_MYC_TARGETS_V2,0.01337809166937557,0.047663777334882695,0.04789142020443613
HALLMARK_MYOGENESIS,0.11676696900549585,0.04888581006403077,0.053556757633744165
HALLMARK_NOTCH_SIGNALING,0.06401779391573642,0.0674951675577518,0.050099879869059505
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08258020451503621,0.11543829799149172,0.04904778216991794
HALLMARK_P53_PATHWAY,0.06829745794461585,0.06803039465500156,0.020940533212680492
HALLMARK_PANCREAS_BETA_CELLS,0.11580767690349643,0.10320473034200564,0.042624242096306046
HALLMARK_PEROXISOME,0.09056725568382627,0.02093043907603509,0.050533545910716904
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0771812661626587,0.08261359888997821,0.06894899287081603
HALLMARK_PROTEIN_SECRETION,0.057670811804130875,0.11242778588888779,0.06167821420574729
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07623179286061278,0.08062011283524019,0.0836189266575233
HALLMARK_SPERMATOGENESIS,0.0744794786328506,0.09703284292617921,0.0442491933319321
HALLMARK_TGF_BETA_SIGNALING,0.05918979411731984,0.010991923755353268,0.06643920479209707
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.05919461137879468,0.033072985174427826,0.018351229968124463
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.036171615821879416,0.12343554286120374,0.058467307079634635
HALLMARK_UV_RESPONSE_DN,0.06988882947679866,0.013143470492133305,0.056929698842563305
HALLMARK_UV_RESPONSE_UP,0.040864905407701414,0.0713922986295657,0.03351734973076699
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.04311937819376909,0.04116545202674413,0.026989134480960922
HALLMARK_XENOBIOTIC_METABOLISM,0.06689961077140325,0.04455768024942044,0.02637740887229316
