,UKF313,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.024001032089213916,0.06632330680660663
HALLMARK_ALLOGRAFT_REJECTION,0.08227784329479201,0.05460171705883209
HALLMARK_ANDROGEN_RESPONSE,0.08462291589638653,0.09423000867102665
HALLMARK_ANGIOGENESIS,0.022918559205985727,0.09623599531397757
HALLMARK_APICAL_JUNCTION,0.04760573115130213,0.07204095438957338
HALLMARK_APICAL_SURFACE,0.12824832315080484,0.044749351200388296
HALLMARK_APOPTOSIS,-0.032981661193474246,0.018889494652059306
HALLMARK_BILE_ACID_METABOLISM,-0.00710175696812502,0.055648701760118276
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05145865717501304,0.07737674800933489
HALLMARK_COAGULATION,0.05816520700132122,0.0481836442518429
HALLMARK_COMPLEMENT,0.04690171375084352,0.06234756748070716
HALLMARK_DNA_REPAIR,0.06608462994485415,0.11385070477110966
HALLMARK_E2F_TARGETS,0.062278228991691616,0.11592192741143845
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.005128935957883255,0.0860175910988209
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03688693429992279,0.0603997674002745
HALLMARK_ESTROGEN_RESPONSE_LATE,0.033201366847693765,0.10157761333497617
HALLMARK_FATTY_ACID_METABOLISM,0.05160790281968386,0.11147561803224032
HALLMARK_G2M_CHECKPOINT,0.06648233905402402,0.12218697746680791
HALLMARK_GLYCOLYSIS,0.05383881328460924,0.11424086868652959
HALLMARK_HEDGEHOG_SIGNALING,-0.007773166491436516,0.02815070997531261
HALLMARK_HEME_METABOLISM,0.08393848462062117,0.08530686207475674
HALLMARK_HYPOXIA,-0.05812493849518658,0.04766021864441096
HALLMARK_IL2_STAT5_SIGNALING,-0.054404814264924925,0.11658163251784774
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04321639484931865,0.04169473070744002
HALLMARK_INFLAMMATORY_RESPONSE,-0.003608488751412866,0.0326628247813104
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06305172701316271,0.06000305420165327
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009195380204708378,0.0763745995386336
HALLMARK_KRAS_SIGNALING_DN,0.0003645777941160004,0.07483815223103688
HALLMARK_KRAS_SIGNALING_UP,0.03923270317269515,0.08218967700257851
HALLMARK_MITOTIC_SPINDLE,0.06615766928522009,0.08535874605049973
HALLMARK_MTORC1_SIGNALING,0.02248884466707085,0.12029366519220419
HALLMARK_MYC_TARGETS_V1,0.10733968320519423,0.12207830600142872
HALLMARK_MYC_TARGETS_V2,0.008624908603780302,0.08596370144734006
HALLMARK_MYOGENESIS,0.06284210165372607,0.06205842744145872
HALLMARK_NOTCH_SIGNALING,0.056557770340460584,0.062346626316944743
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.09693013774880575,0.0870625904007878
HALLMARK_P53_PATHWAY,0.054248917008363554,0.11716295236943004
HALLMARK_PANCREAS_BETA_CELLS,0.10661004697586547,0.07625523733155812
HALLMARK_PEROXISOME,0.03676774518411144,0.028891314612452767
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08492828759594905,0.061853475092154206
HALLMARK_PROTEIN_SECRETION,0.10735516412819114,0.11740641301702096
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.12140598892259762,0.09990423768300755
HALLMARK_SPERMATOGENESIS,0.10212174140475791,0.08561880632610142
HALLMARK_TGF_BETA_SIGNALING,0.05978992698929164,0.03927950003918548
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.014501857082787905,-8.346449768123823e-05
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.0893740449077746,0.07841343228998247
HALLMARK_UV_RESPONSE_DN,0.025596607449583787,0.0846019371755111
HALLMARK_UV_RESPONSE_UP,0.018836046403041967,0.06875944753152173
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.03331592896993315,-0.006567515081028016
HALLMARK_XENOBIOTIC_METABOLISM,0.06260455795989811,0.09668404333533857
