,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10577323055244338,0.018489076915000277,0.01909966423570312,0.10089393439353447,0.05963173459077884,0.06718078228337847,0.0725183486624605,-0.0670611176365932,0.026584657239795667,0.049373957635308156,0.17746117563926025,0.09776827357890139,0.25857563444300896,0.31164751132828544,-0.0018385674786443428,0.04024584790864022,-0.0005403591380916018,0.26551770476696196,0.1237836558167861,0.1291853575701993
HALLMARK_ALLOGRAFT_REJECTION,0.1057262580791587,-0.026206874825019433,-0.002199679049027087,0.035643016696443694,0.057984926037604696,0.04159645517920264,-0.22019628940628058,-0.24176426055155098,0.012859303456136005,-0.03824452444037577,-0.28317430280081957,-0.08537857911983925,0.16561289934986262,0.19824257808164591,-0.036484148184214166,0.02179201361004596,0.025726594228373485,0.14490410201354148,-0.06366701963729755,0.015458258792605971
HALLMARK_ANDROGEN_RESPONSE,0.10608731771149779,0.005449198646474386,0.014230640323933823,0.015344481589744073,0.0618352701117096,0.00882552696659238,-0.05733169850035803,-0.20059538616469202,-0.0116571074693692,0.006026880511405661,-0.08230089638491653,-0.03183412816003565,0.21305168179743897,0.24354147642866886,-0.006064631636690483,0.017160271806622926,-0.014797638200689831,0.08671261276635021,-0.02271248845670977,-0.022731418631139397
HALLMARK_ANGIOGENESIS,-0.17220295843543434,-0.04862203371608721,0.019518747503793354,0.012255450940439262,-0.012869671439939346,-0.12016067697342796,-0.16058502871704156,-0.24454195588726851,-0.2021186598207019,-0.02717783375832586,-0.262053016076023,-0.17510609531670418,-0.03849096208240227,-0.19269842772223394,0.030226165177859175,0.016331931427208242,0.001279291485530086,-0.2317735961278977,-0.17910097760166932,-0.10528368222151216
HALLMARK_APICAL_JUNCTION,0.07899816496958628,0.0128058349383719,0.019673189578075297,0.026941579786039897,0.030196252216559027,0.010759022010349825,-0.09322945109247253,-0.18058276170557042,-0.11107634157319417,0.03409486729044636,0.07609789410248259,-0.07871655227472639,0.2403825129361671,0.30173865044110143,0.03581654101884615,0.11875692647785165,0.04452286740861399,0.1688853568185973,0.04824197262450747,0.182642114011602
HALLMARK_APICAL_SURFACE,0.1505355057281108,0.029671280518488982,-0.04483464354408893,0.07319569365279553,0.03452539583966607,0.05418457123408398,0.18275010682374646,0.20078905401176247,0.11827480214599233,0.09670279229378864,0.20562893925513198,0.016963641514666446,0.22594495769320538,0.2634112152378353,-0.0071696716526576006,0.09181626934504546,0.004327076086715142,0.08409446696415929,0.07528493904671174,0.1554750417506557
HALLMARK_APOPTOSIS,0.03927620252170453,-0.030592342385322272,0.008428082562841957,0.046527031854404176,0.04003822795918676,-0.10139098289216006,0.0479770162485722,-0.055970736111884155,-0.15477876113008357,-0.02133349046555098,-0.04624422678574627,0.09044391874447337,-0.06678350604769218,-0.1850234555847722,0.054588668534322045,-0.06439775709347659,0.05799639646741673,0.07141486987685404,0.03370436399708959,0.08814169393863333
HALLMARK_BILE_ACID_METABOLISM,0.06187226920921043,-0.029269174963635406,0.02338652559743781,0.07474217887341623,0.013616079952570186,0.04057424744975543,-0.02219549756006228,-0.2511638072202896,-0.08335644347611819,-0.024417936180490773,-0.0478767893692627,-0.004611007063285557,0.1587869007668586,0.2523239630996465,0.03106871361402244,0.034546573859727536,0.024782267670525892,0.2553603759548645,0.08955201937114857,0.07060658205400555
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026940868644122463,0.016612411886732684,0.0037958626244262977,0.05868207064531677,0.0071294491306102105,0.028725502879702783,-0.11157827575128022,-0.21149716210510977,-0.1833068617940218,-0.03006378201942882,-0.17158559942882115,-0.0913281397965518,0.28345533121200406,0.3242960302625688,0.03167826619064157,0.004752575851463474,0.02997878081794897,0.2114508268610787,0.09696418875876707,-0.05963490971319779
HALLMARK_COAGULATION,0.033444216151640824,-0.04383484302862284,-0.05432199930870917,0.06539290247966012,0.04931768192806862,0.010958993047467575,-0.22173554784532826,-0.23503505749878573,-0.09210628262405748,-0.041850993387524585,-0.27420144354276527,-0.07580244599798182,0.16859978457934052,0.16719182854379752,0.03717930044005572,-0.17016844267473197,0.07626298070624805,0.08143019347897693,0.055114865055137324,-0.06754870741877643
