,UKF248,UKF251,UKF259,UKF260,UKF266,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.01199971112129235,0.02038993922125253,-0.004621903372170559,-0.010435942607329494,0.06193318596156514,0.08944888938864017,0.03471750907970916,-0.020894198736904616,0.07306916002991395,0.1374533578655134,0.10294384050953166,0.031964474424018056,0.06199117056472144
HALLMARK_ALLOGRAFT_REJECTION,-0.00462298067769932,0.05537272588790798,-0.017761318631401474,-0.04123660682014584,0.12069285842380446,0.08435758952780519,0.0114515000513145,-0.10815277151409183,0.005521773779226381,0.12838292134081594,0.04098901969456288,-0.006837481001304142,0.007292663794090682
HALLMARK_ANDROGEN_RESPONSE,0.016734519115474814,-0.015232807501463705,0.05395998362178673,-0.02441957266003091,0.11107130479870397,0.08360889892904969,0.0445037397727117,-0.02419881130457535,0.019148471289599928,0.11285921836075963,0.08457947795981596,0.043176700467028206,0.03229396899985348
HALLMARK_ANGIOGENESIS,0.11481062183828249,-0.004444160089147844,0.028024005067541907,0.08206483707704902,0.09897067571407277,-0.030850050529798653,0.02137653515759769,-0.021114794612606687,0.0751426922657398,0.01097760152934708,0.01301793883868206,-0.020934818975422896,0.0029466632190809955
HALLMARK_APICAL_JUNCTION,-0.024196647489852546,0.03381954090559389,-0.00015839620350571984,0.01673516222195975,0.13664556040635756,0.09812972209317238,0.036679825267482556,-0.04757175446960138,0.042453932011056544,0.1354477937536641,0.10009349303443894,0.05844844639095265,0.05182267201637941
HALLMARK_APICAL_SURFACE,-0.05351673081867289,0.03294715958783753,0.041572044701495954,0.025559570148135424,0.01357516367870453,0.0854210661064634,0.057962781047208416,0.01853441146752842,0.04744287867412086,0.10534824171966721,0.11407250814278447,0.017245003299323085,0.05761987371928773
HALLMARK_APOPTOSIS,0.03980259147085276,-0.009025563317523614,0.019755102961435813,0.024264437792389855,0.016899407370742654,0.028299294298517932,-0.036827102809806306,0.01282991725474455,-0.04585757944631936,-0.01204104121332036,-0.02223135220233276,-0.016230424770087484,0.010525576583459317
HALLMARK_BILE_ACID_METABOLISM,-0.07183263630042529,-0.027070240272031674,0.0307865463351405,0.018788984723498804,0.0781362204178326,0.034916067184032416,0.002249619417450156,-0.031727401526637326,-0.008547181322139231,0.10107328549994234,0.0731178678594996,0.004090968969936612,0.048260282336789896
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.023450127112845026,0.003940117870774626,0.028123306666997437,-0.04982251597806608,0.13225545644545886,0.06415455157739762,0.06459103831870888,0.03683852485106996,-0.017345880235453828,0.11714999017161824,0.09551431718597932,0.015427032173660524,0.07217287571608304
HALLMARK_COAGULATION,-4.89415805145553e-07,0.05303914052915323,0.05061903374706461,0.0651451139175383,0.14916464760215828,0.05141532164319111,-0.0026772109383223813,-0.02501667512228971,0.05527824253248283,0.11719074576884879,0.07923701704006497,-0.06443804196840305,0.02494788209336187
