,UKF275,UKF296,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03017071880546131,-0.09014405081220554,-0.002973281587224278,0.09992167069307879,0.1385385670880753,0.046477250940845795,-0.051205664532324044,-0.014896123562507661,-0.026218342643306487
HALLMARK_ALLOGRAFT_REJECTION,-0.004066161461072942,-0.01276261527135963,0.012965975395002974,0.07383654498117634,0.14935309816177894,0.10746163534302826,-0.017106636101923815,-0.009954182365929792,-0.009242148271164473
HALLMARK_ANDROGEN_RESPONSE,-0.061200897688917566,-0.03245138156877913,-0.006323979411889171,0.07182712530829248,0.1524803362318444,0.08037564345054507,-0.03670525704999839,0.011025803915438948,-0.015677643464385486
HALLMARK_ANGIOGENESIS,-0.10032237108259294,-0.07675985641268983,-0.08741936939739828,0.1352159881394695,0.09207077960066049,0.02086851934270157,-0.020723690113718093,0.073295346238831,-0.0377430788656465
HALLMARK_APICAL_JUNCTION,-0.08057223796385612,-0.03882175442698091,-0.006551065599900427,0.09548766255696016,0.11298115003925818,0.07832103491649325,-0.05558250328010637,0.014598301440468303,-0.047787213047455486
HALLMARK_APICAL_SURFACE,0.05724631786801635,-0.0367954973340655,-0.0624174874825274,0.003667693043891572,0.10529275356549077,0.05237213518274627,0.018793940145262155,0.03082819877019419,-0.03499296984171859
HALLMARK_APOPTOSIS,-0.04741298365963169,-0.0105285974063615,0.02214459435081901,-0.010471700053959684,-0.0017537106938408343,-0.024592829420007345,-0.03219211336571954,0.01783526133964739,-0.0363028470566182
HALLMARK_BILE_ACID_METABOLISM,-0.05979278916025636,-0.04941055650356934,-0.028518484290526176,0.11529779642924279,0.10721331291487148,0.06374787576154577,0.002825684415177555,-0.016447119551192994,-0.054944509454408895
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07469523929813249,-0.05229513798258053,0.014977867428634231,0.13036860687332755,0.1165865382249397,0.0631133744058496,0.07346190337989006,-0.035776900161971145,-0.0551206238388838
HALLMARK_COAGULATION,-0.07684856919618355,-0.052222884911892246,0.02387823806910521,0.07486067749799756,0.16533962724503423,0.07804649201447587,-0.04112321629643225,0.009857851161763777,-0.029157818671577164
HALLMARK_COMPLEMENT,-0.04152300814081416,-0.044428860939862064,-0.012004515828563473,0.08118791774951353,0.12311900939772455,0.04965547070409293,-0.042276464908274046,0.024239557563332452,-0.01847830318822355
HALLMARK_DNA_REPAIR,-4.9179251810281785e-05,-0.08256450527347993,-0.058976792459575475,0.05448132687848002,0.1449066150053569,0.058526871444508174,-0.05012997865209868,-0.0032868152345776787,0.0201305374626063
