,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05261700078921093,0.03382550128490414,0.03200003963406401,0.06339874722523094,0.06443778122771199,0.1086183325346278,0.02788979724360875,0.05061072963716906,0.008072846048587911,0.10987341297717798,0.01426921683326881,0.1331671099197862,-0.005638282570724973,0.1354682318384015,0.21830803048163433,0.02475180253974774,0.07809043812469206
HALLMARK_ALLOGRAFT_REJECTION,0.029777731453186258,-0.04121870981882639,-0.011368032739071166,0.00012588470243791577,0.018567647759540604,-0.15891365668211505,-0.036196783185936145,0.04677696893193934,-0.03804336453339338,-0.1365236894551571,-0.01052672358423962,0.128514466365417,-0.024217160663781132,0.06318638429559235,0.09972686791280284,-7.605089478671306e-05,-0.007167330304599925
HALLMARK_ANDROGEN_RESPONSE,0.0018335251513500227,0.02449318605071764,-0.014314090654496429,-0.01836249956333779,0.052652051200376866,-0.00804608548952369,-0.05527743469382873,0.0019167030979827992,-0.021792429728710698,-0.02633132116977551,-0.013765571639917736,0.0462801241953646,-0.02891934458589464,0.07469675942269163,0.1523895994855375,0.033170619534841655,0.04586776894604772
HALLMARK_ANGIOGENESIS,-0.0770977381353195,-0.04668330473097659,-0.01725162347255451,-0.007365964122182638,-0.12111333836971881,-0.12192034283860474,-0.007243516035255871,-0.12914599289874965,-0.04177201935883753,-0.1017740362501423,-0.08420948456145823,-0.033951509958311074,-0.034258311137995254,-0.09172814665639098,-0.14623466288588724,-0.04075378448912294,-0.007453216620869613
HALLMARK_APICAL_JUNCTION,0.03572364927348879,-0.0032964191123275007,0.04751578687617038,0.055203301950827156,0.0384356953777734,-0.049503524498040415,0.009271252397373428,-0.02155829777244233,0.0017563070744009218,0.07683654900029108,-0.03470616850169142,0.09898725955645991,-0.08151337450582766,0.11611461677259385,0.19965766317498762,0.07523853072556544,0.0970703695274396
HALLMARK_APICAL_SURFACE,0.10080790462685311,-0.01605725410236589,-0.0713606669091433,0.06581498060505225,0.033022101746395915,0.15189990862945196,0.034568172402080516,-0.015348606753906542,0.035221432997901786,0.003931685959244462,-0.02595459285467214,0.03920441247987772,0.019162431928230927,0.12972250232097654,0.146245852943623,-0.027573172967447285,0.029954413121041232
HALLMARK_APOPTOSIS,0.02303647386162985,0.06333530517653448,0.0015072005228759524,0.016845865000005733,-0.02095575520940283,-0.010131632275116433,0.013491863199223433,-0.12258236391633537,-0.028176949780371923,-0.03156959232362274,0.008088414145517147,-0.06852829931894658,-0.0549406368012456,-0.10449047327273432,-0.07232013127452373,-0.08348038594707427,0.011615986627006188
HALLMARK_BILE_ACID_METABOLISM,-0.0003666442649916024,-0.035146160069168424,-0.09379866760923299,0.06278197459914378,0.06493034280623845,-0.04227141873593234,-0.04543057536954864,-0.08390478445656084,-0.010068459618453155,-0.00853153921008292,0.04086819158293146,0.047482009941604064,0.01911623231707634,0.06667259658161419,0.20511429453808416,0.041393384629987165,0.04207531908528531
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05048201626541573,0.011128787840062337,0.04661913983518891,0.03567844234677116,0.0631523093470146,-0.04479062234396132,-0.0826664838438327,-0.11049387410521762,-0.006174675982024486,-0.11063731119168384,-0.046019106150078364,-0.01564303276916323,-0.02598781312376421,0.12919993800300422,0.21462780746681617,0.07117731678939701,0.06648799091112019
HALLMARK_COAGULATION,-0.04479436147691748,0.020906046984143764,0.00761147777767659,0.032239919051087335,0.003422152696134253,-0.17004245874376744,-0.05052824415203473,-0.00693557081129095,-0.02775747350728331,-0.14184207304578206,-0.03718232645748922,0.08537746857269717,-0.09965458996399403,0.08601349429867595,0.1446925141880493,-0.08243747234767049,0.1143696265086343
