,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.13728737351846274,0.13228241778995423,0.0630772951315839,0.005762634920495172,0.02239666816118214,0.09883624551817323,0.051295893900520334,0.23618240832519702,0.10285280856038662,0.056586824337427816,0.008889878518515797,0.0974414831097753,0.11645263753658552,0.19417638840331983,0.108546033756371,0.0013275192167197555,0.31027166552187013,0.19581554118462333
HALLMARK_ALLOGRAFT_REJECTION,-0.02631830723251335,0.08886766098483782,0.002805987648728849,-0.021401679000297155,0.0011084396154838303,0.012696585893368936,-0.041387466185140935,0.3412196415040009,0.011529166377891364,0.06294194554296396,-0.022832486912580344,0.03376299122417987,-0.05399324822975352,0.1352528258498186,0.09533151454116508,0.0293067438564952,0.07644428893237094,-0.03120380239771371
HALLMARK_ANDROGEN_RESPONSE,0.06838982328266528,0.14527063113131186,0.01977652616405634,0.0056085596150631635,0.010246585595758107,0.09522495104722373,0.006724245412025381,0.31633072166372367,0.05362651752470384,0.08750889225324161,-0.04411254341156724,0.11131886818052274,0.15374487307178789,0.20637105747706427,0.0074680298578608285,0.0398862532977448,0.13355494361710124,0.23131708982828095
HALLMARK_ANGIOGENESIS,0.03665159953352842,0.02876576986573571,0.0742202788674277,0.015941655956557388,0.047554721624711256,-0.10757206449631758,-0.015298893191842305,0.35590004440465767,0.06618182060346704,0.0787555292883732,-0.019515046754682713,-0.050293640768111256,0.027677428477325156,-0.030265425850495582,0.03226126181834448,0.09128614729623184,-0.2500419288620926,0.2178915425909699
HALLMARK_APICAL_JUNCTION,0.1884113586322239,0.15164801667437738,0.06339750329089913,0.0612306049925237,0.02115129127924267,0.08631492759657092,-0.03675962632417336,0.32145228018330835,0.1003946937065401,0.046456552438791925,-0.03650527493805302,0.12360477944423118,0.14699995172685773,0.20151156711994653,0.11115641873312265,0.07797649165528775,0.192413539256887,0.2188945073111656
HALLMARK_APICAL_SURFACE,0.1429214199930624,0.08552959604845674,0.0011592810699636701,0.0007653823022906676,-0.0037245943650169064,0.09366553408523194,0.017257272348713347,-0.13028345546511516,-0.022068512680975042,-0.03667548137778075,-0.01521979341705506,0.04850524854667356,0.1666243893422797,0.1787831195895802,0.06669754768772679,0.04991270736086611,0.11781271336488167,0.08777443148933141
HALLMARK_APOPTOSIS,0.12007946491096984,0.05827833033071226,0.01555887017117694,0.028656588311762307,-0.007346001866277106,-0.03329168352483926,-0.027745819236437177,0.06934984805006851,0.0061809881062276145,0.052824600451180946,0.043573079065995134,0.11622395880437109,-0.017689728957841294,0.005126075170905052,0.009345623594417181,-0.044559340781204965,0.13572642934806983,0.025741009905894327
HALLMARK_BILE_ACID_METABOLISM,0.20013882172699332,0.034871648640182745,-0.026397738931523557,0.03669990191488127,-0.009327561534570773,0.04311218390564523,0.00045110919261966115,0.3045453576651268,0.08955015236922029,0.08885054175243516,0.019677715098929013,0.027437643472336085,0.0922484085710297,0.15099554272865653,0.04802152871328134,-0.020243970994195056,0.37589723256356267,0.23877475438805
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1419838856670834,0.07614701104763746,0.0030322925440105473,0.011879349979594061,0.07192432498952024,0.09514600975605107,-0.023177703714665543,0.1849760438132594,0.07399390317814054,0.05363884429650693,0.04088741094394303,0.09907666698806716,0.15346667865231187,0.2096592849936787,0.03045968669043088,0.034041800469742395,0.42644482217789403,0.27533223078332386
HALLMARK_COAGULATION,0.2133047851298994,0.14649413774111847,0.02688738322269975,0.03536184502602361,0.019328839031303936,0.07815418878364529,-0.03521291128861644,0.3197165802204489,0.10759045560948928,0.12729632877094232,0.0109585483821499,0.0023081903075567096,0.06540420935991036,0.1717787163026132,0.06669213014451746,-0.0511896123973901,0.08956273432339557,0.17031978995747854
