,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06711066445634349,-0.037036460698485804,0.04910857123180763,0.004346224688095042,0.02895674293222855,0.07198009676820084,0.04845846565253004,-0.010488347406168302,-0.046335827535035234,-0.021129683647769532,-0.01717802263083801,0.05495395644120089,0.08095271809921989,-0.028884618715247324
HALLMARK_ALLOGRAFT_REJECTION,0.0864745264373041,0.013523637368874361,0.010576268836195701,0.018495411840824885,0.009896585934114067,-0.015500567007722904,0.0046493376927414344,-0.012016209464093975,0.09107731916348878,-0.030130875753511845,-0.05784490931425778,0.10263276962687143,0.08590929048703716,0.047989150452042294
HALLMARK_ANDROGEN_RESPONSE,0.06573694622780588,-0.01356576564903194,0.06322004059308002,0.01417245224742465,-0.02722106878818112,0.04744751621346511,-0.005872823928266777,-0.01650830264332497,-0.016447191595100604,-0.03551725439635264,-0.0316712716699653,0.07781439610388735,0.12815105018350476,-0.06771487552708189
HALLMARK_ANGIOGENESIS,0.040479150534847616,-0.01775518851872681,0.04355943006530585,-0.02122149424008732,0.04509935253922402,0.0299641961561049,0.04256064402281451,0.0318178544768309,0.003674488379618686,-0.020668085819938148,0.13410745491425907,0.07602759623696069,0.08212322908464194,-0.09032062865164643
HALLMARK_APICAL_JUNCTION,0.07777861039014518,-0.07600342540961856,0.0522621942490404,0.021716607612161355,-0.0011416829999899725,0.054180022980618844,0.047864054625600276,-0.02030014330964579,-0.07413189074010468,-0.054917073130845276,0.019848391000021344,0.04111249319813439,0.12645473838991425,-0.07507724564614263
HALLMARK_APICAL_SURFACE,0.03293122165991037,-0.0234204926122217,0.05760741142162637,-0.03562901874773422,-0.05231523308217851,0.04975135753860616,0.02278114126498628,0.059868278807488504,-0.010499861132704446,0.010248478098341498,-0.016143367765974904,0.08375852247390976,0.1189778422546397,0.00034213635030874365
HALLMARK_APOPTOSIS,0.05577774047651574,0.017104017045892827,-0.006905263647531814,0.017223067954799075,-0.03413816082383468,0.08948748542957133,0.03847586609822885,-0.0639070204822634,0.004897818337916332,-0.01713532193957366,0.02696774182831491,0.0689345995628866,0.03938942245214304,-0.00884980809906575
HALLMARK_BILE_ACID_METABOLISM,-0.02601779108172546,-0.036127193008788604,-0.02439448971568272,0.028695717738987093,-0.02014906833238432,0.09882577104738165,0.029411239029332625,0.016894917981799887,0.03585782255212028,0.0393345312696576,0.09716385818190565,0.0247064636841352,-0.02494002541957043,0.0070673500419684504
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029833835764708088,-0.021073889834339592,-0.004950125056679977,-0.0016715211304360953,0.04025765907309375,0.08128694106867172,-0.0033746069217356583,0.031264571877611703,-0.012557345530708777,0.018800134436857248,0.0001811750965083107,0.07082072403423405,0.056243806075170516,-0.07079970461468038
HALLMARK_COAGULATION,0.08465048575377138,0.01847179514221087,-0.059205704267737344,0.007526558914909584,0.015906907486414375,0.029359462006008988,0.0049774095733263165,-0.07052249949900527,0.01807433367029201,-0.03827181548213038,0.029524018111609072,0.10422029718649164,0.13121651787280023,-0.10842792808136824
HALLMARK_COMPLEMENT,0.07869805535054694,0.07010404610556478,0.04806780073368943,-0.01671596149972213,0.013101895874297184,0.10253341400650025,0.018122540426403964,0.019648247276958655,0.004102570478105995,-0.024759054294669552,-0.022565126483173683,0.08835755535136618,0.07436256717001642,-0.07083990940987242
HALLMARK_DNA_REPAIR,0.054745739630785606,-0.054769447946887546,0.09092674435323196,0.041511011342775295,0.02065681335297748,0.09148022998031233,0.047413287825791364,0.051237563538000075,-0.02707296697227502,-0.015177394476986848,-0.018941239376226857,0.06603190620087947,0.04382173289477118,-0.06956732139322645
HALLMARK_E2F_TARGETS,0.019740944588797885,-0.02523790273633459,0.03450437558859353,-0.00994686439650584,0.003333413384319862,0.1003135402592335,0.0018200554023634482,-0.003776180768620645,-0.01512285374776579,0.09279845005010665,0.07082323084052008,0.11430984210612177,-0.011237287197798677,-0.003841208510920719
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0962365133594056,0.01239175012427903,0.0166667105720934,0.021658331392056442,-0.012849121685276618,0.05847261965928052,0.014163641956639283,-0.09194479188586877,-0.035611633652031634,-0.038069352071726924,0.13334053681866614,0.08329764633982183,0.12836041311515078,-0.09489122544539402
