,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.084180668115297,0.07177514862559227,0.07255096688246802,0.07005284148593426,0.05736326284391132,0.10375468606851979,0.09380602159385386,-0.1734441849510679,0.09356065770755324,-0.003961333477223545,0.2184042774863714,0.1857995694170157,0.03292701364667074,0.009213928791541936,0.10108439688594979,0.2517667981560874,0.0857830771608174,-0.01032687643398788,0.10918445337623885,0.02130739955805198,0.2532749834716583
HALLMARK_ALLOGRAFT_REJECTION,0.14896085407796866,-0.050465128633929004,0.034107650904634204,0.03148680347510781,0.03712273747794692,0.03604118890795235,-0.20837251612191293,-0.4082474294436699,0.045329018472705235,-0.02602130299211064,-0.4778072822395638,-0.11077508437731279,0.024866837857135993,0.017423309408582836,-0.01235379582615385,0.18595406947430507,-0.07950193471426777,-0.047761960133976496,0.11351458473790778,0.08036824788843741,-0.023249804890498053
HALLMARK_ANDROGEN_RESPONSE,-0.010427727148369136,0.051897444867028256,0.00680972430191045,0.08867708687628961,0.0009467933659355926,0.20093205501522327,-0.04648068304074183,-0.4153563494535872,-0.028567217707320097,0.02663313480960054,-0.24970144465916969,-0.08129836652508467,-0.05788758765938123,-0.021296635624658163,0.06026305239702791,0.2328135316626167,0.005029177765971693,-0.03299404527552642,0.15011380959874568,0.019767842764806153,0.10566807920084949
HALLMARK_ANGIOGENESIS,-0.1902758081862615,0.029262555725510262,0.02890293469364462,-0.021220413292763543,-0.010693459474574648,-0.2935152299374299,-0.1484210525648786,-0.5085642669173048,-0.22499196964103974,-0.11251126897819413,-0.49630029565467143,-0.38071297996983006,-0.00079298520436276,0.03459340803206612,-0.10288390173270201,-0.1630784755910124,-0.09116140395486749,-0.007888266011882137,0.011318439259884547,-0.1597999410331471,-0.17158191933508807
HALLMARK_APICAL_JUNCTION,-0.023974293329138616,0.05133731967505419,0.026919613352283017,0.00767425320695415,0.05380382104182278,-0.05197519688458037,-0.06552680502936654,-0.3592967581715861,-0.1619357296497934,0.05469226460697527,0.020200244494316507,-0.19542878596707905,0.012349992577427523,0.029430353640757228,0.13994374069441143,0.26707466442398675,0.13018779029450206,-0.003474549229724487,0.2163989097489173,-0.005551311044837523,0.323278331484341
HALLMARK_APICAL_SURFACE,0.2119069361482484,0.11838020207856433,-0.019869056463239648,-0.007884819237804859,-0.01175404405120488,0.030622529332920024,0.24312718171900194,0.38218027337880117,0.1576593872157958,0.11470322971710752,0.3977991556046832,-0.05887188660134293,0.05108765109241594,-0.05837801209421673,0.13292346144183334,0.23161962874996647,0.1095845214094976,0.08603295263134389,0.17170819479199706,0.09612029649120053,0.1924344887878264
HALLMARK_APOPTOSIS,-0.03425448052816766,-0.06310022913255248,-9.27840937496738e-05,0.04532951232351316,0.0613224650769541,-0.0063078783340272246,0.08824183148790038,-0.10836797909906452,-0.12952368547809898,0.01074648547701792,-0.1879841114167751,0.23214081246912735,0.02153914570028272,0.016368684432279457,-0.1340887854052048,-0.13662605216665438,-0.06551275753252922,-0.02744965735909463,0.05728679073298625,0.06995720016004695,0.12909834570637999
HALLMARK_BILE_ACID_METABOLISM,-0.025417824193482094,0.13363511462135882,0.005354168272913618,0.02504289688080537,-0.03957785901476559,-0.06690167337285377,-0.0893641562647199,-0.48240924399155105,-0.12620469684763141,-0.0605948178486865,-0.07274762549866377,-0.08750728888767753,0.03373913306627692,-0.01758455149706981,0.06168183609072506,0.2354955974831041,0.06515040977898114,-0.03488625992296916,0.03697165248289924,-0.09748232230404634,0.05052912241948912
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.10381633940454743,0.14130386141368298,0.08074481744979138,0.06753336558707383,-0.002848472927522986,-0.004063544918118769,-0.12502599157443262,-0.33669580934370086,-0.2256607670432911,-0.06247709660903405,-0.36219186432121286,-0.2525033846334904,-0.04505761749467298,-0.024213040209253713,0.13681792483042354,0.2728268891872779,0.06563293209510565,-0.05496636951683303,0.045432792164854206,-0.11374810059427448,0.11574247729765481
HALLMARK_COAGULATION,-0.053657918026465426,-0.054649530923781144,0.03189518274358807,0.01012989724289419,-0.007955235374244637,0.054952919340621416,-0.18774355937979106,-0.4958214367933302,-0.09416012161625552,-0.015565144262753006,-0.5329710117247786,-0.17695308304901852,-0.0016676279687735224,0.03628372745142258,0.0009489338778537542,0.16972606598568468,-0.10704495133552629,-0.15340595016867162,0.14240143903462887,0.0003914246994205354,-0.07690633737350891
