,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03519629841509368,0.0533165321860674,-0.016763644805866115,-0.0515130811541569,0.017082853036181095,0.05552084020242246,0.11923054723941978,0.09890919042653391,0.04662188414708153
HALLMARK_ALLOGRAFT_REJECTION,-0.0051601827698150565,0.03869405557024698,0.03397825893723084,0.016035872897976516,0.04736891362432418,-0.008091967913882255,0.03488541615462581,0.0056214926974448454,0.04518265465629841
HALLMARK_ANDROGEN_RESPONSE,0.061565912325162,0.02872888555492838,-0.00610242169834903,0.010403456805238147,0.03504918947926396,0.0335722317523223,0.10514136932942611,0.020342013347815782,0.03500280110531412
HALLMARK_ANGIOGENESIS,-0.0025599050164392084,-0.09945498630807764,-0.03649645037545569,-0.05553915574635232,0.0122693929958174,-0.07041431274175344,-0.11753735358665904,-0.09286232128046311,0.0010489844372792423
HALLMARK_APICAL_JUNCTION,0.07407171219058094,0.04221507378500502,-0.07596781826444914,-0.010710189081581261,0.044400188977531646,0.009559995765034714,0.10201797241503657,0.05033693077640981,0.028256212722275333
HALLMARK_APICAL_SURFACE,0.020051019399038944,0.03992990615427125,0.017357568465532953,0.028776063067724768,0.015557112427398193,0.06565003326477897,0.04283410785793284,0.028562749443937434,0.025268047266785037
HALLMARK_APOPTOSIS,0.06494536086192328,-0.022169961691467028,-0.04085136740934607,-0.025033160566763538,-0.032926039507730265,-0.04592236591012155,-0.06550828929084228,0.02294026648065209,-0.05210945458636694
HALLMARK_BILE_ACID_METABOLISM,0.006666651715413385,0.02958519123751867,-0.013614965627703614,-0.009303579633345903,-0.02206935460451612,0.08482736217119542,0.08121765879639249,0.12424170864741706,0.0722741301688983
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05709689444571845,0.01746505851620569,-0.040125961983734484,-0.027008766900734674,0.007304242348982367,0.05777088705807749,0.10224908949578343,0.10067689614491944,0.049128015140230644
HALLMARK_COAGULATION,0.03068464655204638,-0.0323624119260445,0.021674564515037343,-0.03213546356276122,0.024102235858822468,-0.013622402299136782,0.022533867932212816,-0.01379265460671694,-0.03983898953342408
HALLMARK_COMPLEMENT,0.03460877747275016,0.043879773470661035,-0.07996454849699805,-0.01287570360855819,0.03402736008182783,0.05609843899560087,0.022432473801515092,0.07737769091931498,-0.01247959133024832
HALLMARK_DNA_REPAIR,0.043194477335437145,0.043941907282561615,-0.046710436204495095,-0.03294041149040784,0.0413531227120048,0.11024091586623457,0.11098353996569865,0.1202875408993959,0.10587194897355227
HALLMARK_E2F_TARGETS,0.027426867882890622,0.02348584646192905,-0.03784337115271932,-0.007924101929627034,0.028821339349329993,0.049229447209793394,-0.023877995860912774,0.1102714455850706,0.04706345448211249
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.028211868054917225,-0.11889838767364772,-0.04190273877060526,-0.06578814085488686,0.014947795686118797,-0.05772313289087712,-0.09681348485781023,-0.025942434986022073,0.04457802765306363
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05816061238628613,0.02922718980648231,-0.05129794847119129,-0.041377460081219605,-0.006332545741146732,0.00013178531361972688,0.02963153614873126,0.053726992066021634,0.048517998797576914
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.008331755009707795,0.09953693414999233,-0.043279321359686006,-0.018258261561424925,-0.00906908172662211,0.06844795801497518,0.08784078088447421,0.09734958117270023,-0.02648685419732228
HALLMARK_FATTY_ACID_METABOLISM,0.05449404163190877,0.05442041810643366,-0.05898227646152835,-0.025636351390220816,0.009796365615183022,0.09673561649778505,-0.06211908943507417,0.06096058680610714,0.017240394418000397
HALLMARK_G2M_CHECKPOINT,0.048216106361840406,-0.029326356911865106,-0.04322158004324724,-0.007594989580221893,0.04018910193096832,0.03045848198447215,-0.02565487474366186,0.09358147756168747,0.07946956947214617
HALLMARK_GLYCOLYSIS,0.0285807407449253,-0.01245082668863428,-0.003748406126090566,-0.0027347790407147013,0.025007882185760038,0.00714739048665898,0.0073063300768224804,0.09732185372916634,0.0374396300282991
HALLMARK_HEDGEHOG_SIGNALING,-0.0013654324983359474,0.06073718032213635,0.01587869380940516,-0.016208313903385466,0.011096071351552246,0.02593674511331569,0.003220830883976969,0.03220952446627609,-0.067346351410452
HALLMARK_HEME_METABOLISM,0.0569666244919745,0.042295528515109954,-0.069382101523226,-0.05639944022387801,0.036181886836782876,0.1324036896153384,0.09461708417301534,0.10344200689706419,-0.008853396343040078
HALLMARK_HYPOXIA,0.00900566908064391,-0.07731822817525617,-0.08002723466359873,0.029010981830199345,-0.014997684876158554,-0.046614963213059774,-0.08461141295039126,0.008619228929499456,0.09904179312376601
HALLMARK_IL2_STAT5_SIGNALING,0.04120814344494581,0.05768332188873211,-0.019986995763177303,-0.06516078640889712,0.059734105047397755,0.00790554859541465,0.0432441686475828,0.038701289752057166,0.03229947432502446
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.030379139415875972,-0.11846004785888116,-0.036093556387039774,-0.024066482488673505,-0.04733502196543765,-0.012275799535499564,-0.05429065515126744,0.022974392230414552,0.032698672223114546
HALLMARK_INFLAMMATORY_RESPONSE,-0.039984238969234656,0.007034902942412088,-0.03601295796471029,-0.009875171236281968,0.016840027194044913,0.08193901207253101,-0.006678085419407061,0.0007925374447956646,-0.0010533556323646936
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.023736340525977447,0.05095866503827293,-0.0012265162830955671,-0.019032221989697746,-0.006224634615732189,0.021225173286647813,0.10348631340619412,0.08036218977637144,0.0017169354676920708
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.025075197665755982,-0.06601324481839485,0.019399122662314992,-0.0257903585611781,0.03830503796831447,-0.03145722396879794,-0.010594517585821916,0.023988470847139693,0.05487557925779638
HALLMARK_KRAS_SIGNALING_DN,-0.018954455783068817,0.0973871294666134,-0.007617994443046612,-0.08069151782520423,0.035813252261505134,0.08220645159670635,0.10297258133673108,0.14844038842957652,0.018721646536358418
HALLMARK_KRAS_SIGNALING_UP,-0.016968774843690186,0.08686129233091491,-0.05329463624091179,0.01905399480207906,0.030793950592315288,-0.01872259591969593,0.07022698503679844,0.011102870752781754,0.008541155934171048
HALLMARK_MITOTIC_SPINDLE,0.04303268995285082,0.08817866294153826,0.003492752494593487,-0.0616805200104837,0.04298450665029154,0.05120862271637596,0.04666930815144194,0.09851162116466475,0.04014700094613692
HALLMARK_MTORC1_SIGNALING,0.023014496367583515,-0.05509793698116359,-0.07136223001640363,0.01785089478423658,0.014352726039149022,-0.01811179583942329,-0.09748973940907384,0.02650580490702734,0.06534111045766394
HALLMARK_MYC_TARGETS_V1,0.055734947663588726,0.04873810721572813,-0.06577507919889598,-0.016680913094431395,0.05698086161204927,0.06818008141876104,0.14428935335230275,0.07979956944166125,0.11901379484510728
HALLMARK_MYC_TARGETS_V2,0.07786384420257923,0.03309782524164379,0.015035309495907449,-0.052248926894479,0.033198215616942015,0.03613133710295678,-0.028811129925791924,0.0810834686772012,0.03776856743544184
HALLMARK_MYOGENESIS,0.10111231554644941,0.09718672162410556,-0.015223281647265765,-0.06990775525703656,0.005474560248267092,0.1042154893031316,0.0787834699779365,0.052179250053629334,-0.02777980649355426
HALLMARK_NOTCH_SIGNALING,0.05748972075901772,0.10048534131958005,0.010525467654313676,0.007156033777864792,0.052522505931361006,0.1036676599721503,0.10668829229675102,0.10595643975351578,0.0406558996301939
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06129601560340204,0.09226907425478499,-0.05598148357149986,0.03870045874008787,0.051424427551417115,0.08087166596596958,0.12603239164690724,0.10988217976751843,0.06277954178995354
