,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.008387004787863386,-0.03811027270074069,0.019848374103271723,0.0579468579864482,0.08580196566632795,0.013634828756100401,0.011341216248852828,-0.01675235957177985,-0.004630006182470599,0.11261101124915834,0.11274535358294885,0.07674874081672403
HALLMARK_ALLOGRAFT_REJECTION,0.07833354627200387,0.048949395845611345,0.009117711414086684,0.06929066570248235,0.029187888900613346,0.01666768112067232,0.06932054330028699,-0.0008498546162696378,-0.006480976000808925,0.06893781954642411,-0.020995042852167516,0.08753966942977977
HALLMARK_ANDROGEN_RESPONSE,0.009864638193019299,0.02641511247817513,-0.028445983653708807,0.05423145583688807,0.1132361924984361,0.045631624545547866,0.024929840613606733,0.06308338069267658,0.004135610317200901,0.09656732627952423,0.013592244065963075,0.01088762607170357
HALLMARK_ANGIOGENESIS,0.0271464332775393,-0.07685822940645755,0.004431583835110745,0.0631970808604945,-0.003006283718331998,-0.0024360098567511924,-0.02219713991168331,0.11588799288658021,-0.0147596399390914,-0.04621293923280826,0.05001602363011495,-0.018526022853439805
HALLMARK_APICAL_JUNCTION,-0.010979384770838011,-0.03368670760035568,0.015898707123930454,0.06076982437355849,0.09826015437296262,0.057762706498145085,0.007883696538524705,0.012163068321744795,0.014507281500234444,0.15612377147906062,0.0675971817630782,0.07594115246267648
HALLMARK_APICAL_SURFACE,0.024743546791299195,-0.06776319458929257,-0.08642874637756645,0.04062048804409087,0.11830464057430613,0.0065143360254087766,0.00013522251605935454,0.07043664961316813,-0.015519587430170859,0.055984379257209255,0.012205419034259132,0.005806463628353335
HALLMARK_APOPTOSIS,-0.02940238112768416,-0.05607884257020119,0.007150618315002583,0.006269921970519417,0.0413246897456568,-0.009756565111470895,0.062468193762502275,0.016429744576620314,-0.03862307140650873,0.04170825584807348,0.009852595348647545,0.0024011696977787795
HALLMARK_BILE_ACID_METABOLISM,-0.06399020877156857,-0.05410176221064088,0.044710232963183445,0.0762090861377422,0.05093261887152544,0.012483865932394925,0.012849108724019818,-0.05394742845713101,-0.060732893683968905,0.09007015874254437,0.09616441542963018,0.07041559916640378
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.032784009712513926,-0.05097244527311246,-0.06034600115559564,0.053067443917338426,0.14186360806567191,0.034612002758547006,0.09222204729788915,-0.07175982477037975,0.04060771632167804,0.07990010746189763,0.05217725838042496,0.007939537715377063
HALLMARK_COAGULATION,0.1446109212340236,-0.0626090496591344,0.040053895204434566,0.08026073093602926,0.0867743907319203,-0.02160047526851805,0.011987068277577248,-0.047087538075545554,-0.06202734233639482,0.08327572268059556,0.01430093752965739,0.010294817263882641
