,UKF251,UKF266,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.026059318548498397,0.017844420484890055,-0.05398376514014914,0.030437623939015952,0.06579682503262853,0.03187903307319781,0.03454524557846751,0.02940257273427236,0.07405226974778338,-0.020009621004957675
HALLMARK_ALLOGRAFT_REJECTION,-0.04565404194370889,-0.06271193919378946,0.042979915829769635,0.03202422982272166,-0.07659452993036216,-0.07783604064357875,-0.0609981436583449,0.08953784543185186,0.07988377664287585,0.04157192693397683
HALLMARK_ANDROGEN_RESPONSE,-0.046921931024268504,-0.024940563230577306,0.049572579508748195,0.005994947892987176,0.006704554031008273,-0.031187261952463696,0.07008893903823675,0.018310849179912977,0.028536387290269846,-0.07939271170136507
HALLMARK_ANGIOGENESIS,0.06625477494030202,-0.045260567044355784,-0.07296043396752046,0.022600453819837715,-0.018658186540740893,-0.1380085384363528,0.08312984920749798,0.08529062375349618,-0.037825166674003534,-0.010225342616972511
HALLMARK_APICAL_JUNCTION,-0.03338657988811374,-0.050205225997150923,0.039286574817340894,0.004143023632467974,0.014911218296284206,-0.027140393337489847,0.0413159829459314,0.04057153857796222,-0.03240027895148934,-0.005588113548690044
HALLMARK_APICAL_SURFACE,0.019336329561795547,0.05896673001742518,0.003093900401635889,-0.005798815376014187,0.09943326232969517,0.019441333932126423,0.07527825738327769,0.028767276080310752,-0.031088081077258873,-0.0404976677077006
HALLMARK_APOPTOSIS,-0.01219685110942913,-0.021574627240153393,0.02449644883811617,0.03460672455313111,-0.05160090944581104,0.04461512433688251,0.08249552678191689,0.009039335861115569,0.09616188431822362,0.04345115421528761
HALLMARK_BILE_ACID_METABOLISM,-0.034586509925911293,-0.0009545080401325045,0.023751549913339453,-0.00228420660862246,0.06796083210147104,-0.04767375855682793,0.013057631162684553,0.015242681483321122,0.052083528003856475,-0.07205603851354313
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01952220388220071,0.016065861669561407,-0.007087132610698136,0.00971838390810962,0.012765361079108941,-0.049615772433046955,0.06545050963868267,0.023218646947564696,0.000668214837546372,-0.003670081819097513
HALLMARK_COAGULATION,-0.016170541521621257,-0.04719956970385268,0.07241866984392047,0.025481144308875478,-0.06510877745158522,-0.06963025845893969,0.053432420700330656,0.07442801248660712,0.10507633610683526,0.0034027796195768194
HALLMARK_COMPLEMENT,0.0038287317468817727,-0.011827301491360397,-0.05261466235283959,-0.01504998479914789,-0.02414350680974455,0.05542908619554978,0.06769954377894918,0.050504177202674014,0.08379435444796805,-0.014059300106100072
HALLMARK_DNA_REPAIR,-0.045244563949923974,-0.033380701072700684,0.01956485284627159,-0.01312445880918147,0.04253276067946552,-0.0207470051556573,0.03878743101176777,0.026847653769106035,-0.01318160010066751,-0.039863809719838064
HALLMARK_E2F_TARGETS,-0.0689059631339547,0.005743622494848528,0.04037535414934193,-0.017574604253984192,0.027751187817320607,-0.04252636206592495,0.022029573931142944,0.013140011461578942,-0.06758257568410678,-0.024578074551084503
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01615601431441363,-0.0618972938481506,0.005591320223215425,0.018417767365617184,-0.06767265302932507,-0.14417759214001702,0.1030971787155676,0.0854133407920532,-0.0025170289862878202,0.011543933369364457
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05860997830332787,-0.010930761335584117,0.0651627515706978,0.0519706529953218,0.09258324122235628,0.12625411145284385,0.12648417128559142,0.04044061423191138,0.06808660413818624,-0.01288387631817274
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.015153034311768239,0.04663619360485641,0.0035669752787692156,-0.03349469488841351,-0.03193134400923003,-0.07967790320634138,0.04182839625609298,-0.053860362602914796,-0.032384301507477835,0.024949076276214406
HALLMARK_FATTY_ACID_METABOLISM,-0.005963582293676153,0.018987733544091438,-0.03186245858072611,0.022177677722184024,0.011573153345015793,0.08922905115734867,0.069975237089956,0.046514951964646285,0.012516722642470285,0.008662576336246883
HALLMARK_G2M_CHECKPOINT,-0.0019117993532904586,-0.051300245675978254,0.017116935909057954,-0.011964892038213028,0.06108231049882341,-0.08780257403450474,0.04717671938572264,0.03673010095680207,-0.06339280691171963,-0.04268066167008327
HALLMARK_GLYCOLYSIS,-0.049581884562278376,0.01465691249397298,-0.017386652992790574,-0.020570062472106708,0.07289568454215474,-0.011449069003671397,0.1095911622564353,-0.011641531934270031,-0.04792673293297201,-0.05481270667772786
HALLMARK_HEDGEHOG_SIGNALING,-0.04319880128536097,0.043858386125454604,0.016327503839387043,-0.053216180596989064,0.11284570507694092,0.13471357874438064,0.060507801736702976,0.05719120475039718,-0.007694005064368686,-0.04589712143873944
