,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,-0.013178358813949492,0.0016343533913438998,0.08716351913255989,0.053204502954924515,0.15355131715858916,0.03355275316613344
HALLMARK_ALLOGRAFT_REJECTION,-0.04563105484831119,0.014553533213534631,0.05706783390693908,0.09194259601251313,0.03212677865273394,0.07455390790503845
HALLMARK_ANDROGEN_RESPONSE,-0.011517737190916798,0.010965085596200947,0.03113856987708121,0.11990818423145917,0.11940112688008732,0.038947047868025664
HALLMARK_ANGIOGENESIS,0.02059932531123393,-0.06937771486244118,-0.06013531059268532,0.028707199277526053,-0.16171719928750392,0.03561306391899921
HALLMARK_APICAL_JUNCTION,-0.05880661802381845,-0.01182672338692956,0.025384916204695,-0.008777732964830233,0.1506987565688222,0.027374636990953376
HALLMARK_APICAL_SURFACE,-0.07423728411875434,0.024794942772091398,0.05965927913910651,0.004694409963210256,0.09206701362080301,0.01684289834505123
HALLMARK_APOPTOSIS,0.022523042527221974,-0.019574356320447798,-0.02162741047106869,-0.05975497677696172,-0.06803601385530847,0.07104943695253217
HALLMARK_BILE_ACID_METABOLISM,0.046377070484848515,-0.01817050226541295,-0.011227773206584146,0.07922676877770546,0.13662427517224637,0.06642316429844555
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.012136792851226536,-0.02163344115037887,-0.025110036171969132,0.05496041009422099,0.1477743132791036,0.015416171594604183
HALLMARK_COAGULATION,-0.032051372569419014,-0.052115541490245394,0.08559499433475616,0.050353029838634544,0.03724008463298381,0.02125329831106372
HALLMARK_COMPLEMENT,-0.018725469841642244,-0.03187729187180566,0.08724119285343716,0.07249416324667587,0.060837038935731745,-0.013122659003856648
HALLMARK_DNA_REPAIR,-0.04516446403113988,0.054946136789754664,0.04793675276059021,0.03333868665050004,0.17401372901582174,0.041983345918149624
HALLMARK_E2F_TARGETS,-0.05584498115049074,0.025038142335483706,0.05224919212788213,0.08504117554562438,0.08498450721117165,0.020697614361034865
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05091009704735594,-0.022340018747667657,0.059658584182182256,-0.005514809138888762,-0.09926132339393212,0.10022949244915837
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0031480568169549262,-0.023262170596882983,0.03752486600284486,-0.0007235856024626989,0.06369612717160882,0.04575084446994312
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.033119397302273125,0.059660465203164724,0.01605471235013065,0.05948276615789159,0.12298356787103,0.01879680054673525
HALLMARK_FATTY_ACID_METABOLISM,-0.027734380997847693,-0.055356952569956215,0.030974602161559204,-0.0662811667432141,0.027367086621143497,-0.0298006175275778
HALLMARK_G2M_CHECKPOINT,-0.03058964596199868,0.04817161111776388,0.059153497913356175,0.05340253367805441,0.033363508086265856,-0.028526372616265182
HALLMARK_GLYCOLYSIS,0.0056756498307510795,-0.029270511036442404,0.020536391277895215,0.006043554611393323,0.10505321095901678,0.031133841810103757
HALLMARK_HEDGEHOG_SIGNALING,-0.07785927804651235,-0.04849971576781253,0.0639585494236722,0.03806081105480632,0.07550557171749217,-0.07187335574525901
HALLMARK_HEME_METABOLISM,-0.0325496651832239,-0.008757676946319458,0.026913547667139905,0.04687797342586526,0.16161771570680553,0.03060799134736077
HALLMARK_HYPOXIA,0.013097010002380406,0.033188762847595,0.007984725130610954,-0.09663157359551258,-0.05438356806099635,-0.06236771059415292
HALLMARK_IL2_STAT5_SIGNALING,-0.06914235762958382,-0.030317708106088147,0.0717384517953354,0.05909100038488753,0.10920116230727465,-0.0109833627124004
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05916030689302923,0.09504824198444263,-0.021690707709310923,0.0509607085397638,0.020830780480766052,-0.01763249877690176
HALLMARK_INFLAMMATORY_RESPONSE,-0.06692742188168767,0.04045295283046236,0.05384268623659056,-0.05312553437862036,-0.0030652251312453314,-0.012571081359277083
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.059881733024331786,0.018901584193789372,0.014022138840866257,0.07436196811629406,0.11513562896674505,0.0836991021046173
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02074233508767634,-0.015219702870152205,0.032245348446971314,0.034747189354507074,-0.00813158603640353,0.06871128422465196
HALLMARK_KRAS_SIGNALING_DN,0.01180838448207968,-0.09585187898141148,0.05747224969848538,0.001957898662929389,0.17324436243549574,0.02655957978308137
HALLMARK_KRAS_SIGNALING_UP,-0.045801096012113685,0.02254447901336319,0.006567722001594892,0.05061767977510991,0.0937621626468207,0.032406290454216065
HALLMARK_MITOTIC_SPINDLE,-0.05121639495845387,-0.024934789473721037,0.06358781447376793,0.02137456316695853,0.12278782597775892,0.0218538348599371
