,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.04224811796183465,-0.06415230162698432,0.06018962540523635,0.05037311846700052,0.1124567627347133,0.051610781365847486,-0.03513017285864942,0.10868982302982468,-0.03574992251267282,0.015726225549017633,0.02703163351688492,-0.007402692840525095,0.17562550696437632,0.02765966102361198,0.1282845861362657,0.0878376084834031,0.11537454852040072,0.11574875382314236,0.06650000288974109,0.2353846352830541,0.0853922376044148,-0.03680787205342877
HALLMARK_ALLOGRAFT_REJECTION,0.06238923226718681,0.04156956167409129,0.06538386365055857,0.014298923928936497,-0.014175134445756906,0.027081940753293825,-0.030938336056757786,0.13325064795706013,-0.04072799801314373,0.08601092779608671,0.06922698232328904,0.02432695051998219,0.09678810175361634,-0.07601736171124353,0.051372650092118485,0.020452048723915983,0.09000694434476153,0.030210484323533782,0.043259467367305966,0.16217635964788843,0.00803844454261179,0.02553999008886366
HALLMARK_ANDROGEN_RESPONSE,0.12331791526629121,-0.08347003631114129,0.09041417166680805,0.01738667851285404,0.10722612371985851,0.059805736750864785,-0.011000266960246296,0.14640462780683727,0.03006462851965409,0.028636540546210693,0.06889362812327898,0.07015830710924387,0.1868939920998715,0.022891178689420286,0.1615907911693488,0.08471909627597629,0.10380178829886999,0.0881473439354749,0.02350189008942916,0.19508903286817975,0.14578529537613047,0.027437259908498754
HALLMARK_ANGIOGENESIS,0.05580166583261552,-0.05001651836790826,0.034239726568678734,0.1071782801705708,0.022093441185497435,0.00817880762727819,-0.009916138050488708,0.11125123566048115,0.09054950074296245,-0.009847494578114712,0.01970371359706051,0.06805656943680499,0.17518881060769004,0.09355363024492967,-0.0194920247387101,0.01009553264457368,-0.04312539890702342,-0.0404807518315011,-0.029238839139517248,-0.057498092085554266,0.06572906963480263,0.07193538438258822
HALLMARK_APICAL_JUNCTION,0.06494251577263153,-0.034855954835120016,0.07787499701261198,0.07912255054665385,0.10229354030735165,0.028257554552219538,0.03018466547614483,0.1606819909755971,0.05165066267213376,-0.012828070903949749,0.03097582118350305,0.03583356579389823,0.16076962289145003,-0.023871218066186216,0.13752665123081836,0.09745073256256724,0.08422547774197706,0.12354933966275443,0.1318736602788685,0.23624810244685063,0.14905289978085395,-0.04245326936699016
HALLMARK_APICAL_SURFACE,0.07521390079275095,-0.08886395314553319,0.04060416558916264,0.018965527651737216,0.04198705277203634,0.011087738954183055,-0.04366099264932305,-0.042642820263647505,-0.05591114516617942,-0.03554992803555437,0.10235498251630364,0.038287609441175124,0.15400075255048795,-0.06549550350786731,0.03254099394343022,0.04892216711637901,0.0976121054987959,0.07441833057793758,0.0572509570797605,0.20869064236298768,0.1080475678826057,0.02530662235345353
HALLMARK_APOPTOSIS,-0.030113516783363426,0.008342535913439402,0.013475235781155002,0.0025089085930880073,0.038295113086293346,0.025216344852785514,-0.0011619838617551884,0.048506752466626946,0.08591030940052617,0.029589583557615668,0.03335879862596981,-0.03599597357436489,-0.03135138940593203,0.0360269707594913,-0.024876408780086078,0.1622217026837613,-0.0765538711636816,-0.021164000481756096,-0.003197017772102936,0.1428257053612656,0.04144987593149383,0.011019363597801332
HALLMARK_BILE_ACID_METABOLISM,0.05382024481799547,-0.0748417472285426,0.03100840696593551,0.019335742333152564,0.11266066842656881,0.008033287802128931,0.040596558590924606,0.12085136424921718,0.03214147421911924,0.03769553748860965,0.03617112224924581,0.03288242438290322,0.15939784986662822,-0.04808969047652903,0.056450450477350554,0.04755503028258991,0.10620961380018956,0.11194681182746201,0.11766357692511727,0.1762936882579709,0.06930859075616097,-0.07607436082233286
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11995840034889747,-0.0659186975876201,0.012019325677321469,0.048052027088192784,0.06784489008098196,0.05345228822716632,-0.0017981840230716956,0.10745680578097469,0.10348599560047246,0.02139519103975027,0.03794196464110671,0.040130970368599014,0.20495326469308275,0.12387066985136719,0.07001173825698942,0.09271113165001879,0.12017827309912252,0.09468381587653622,0.05464100934720471,0.158649811217507,0.11381206733397833,0.027602343108230537
HALLMARK_COAGULATION,0.07156751607710271,-0.08713535926236518,0.06460577170498506,0.03963967182136148,0.08011969403483803,0.0372538565977145,-0.01970409267429455,0.15699594139991022,-0.013095096675183352,0.05864359173793658,0.03935443642840695,0.021292324096943573,0.0396298926065723,-0.030365702542662146,0.07396827116640416,0.06229364342077634,0.04720139945258253,0.0663139210376342,-0.052203971829826896,0.17570266337116897,0.15273844750105178,0.007617086607627204
HALLMARK_COMPLEMENT,0.08002823597775577,0.02684792080053634,0.0935447916912089,0.03400326005513055,0.08296191731476568,0.05846667013023445,0.03232889342492518,0.13337004213485887,0.09205757266063105,0.035533258887977835,0.06242724632021148,-0.027855169466955584,0.1928705177036019,0.03176891833210223,0.14977930792227026,0.07038525881933878,0.0806814230624347,0.06412059230491318,0.06833893191544474,0.1918014231246035,0.04243461716026244,-0.07524990507495695
