,UKF296,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.01407158266414807,0.0057162794916162515,0.07400203143762593,0.019381591311587006
HALLMARK_ALLOGRAFT_REJECTION,-0.0027882133428923906,-0.09308283423278738,0.039850764015236156,0.10896249225351536
HALLMARK_ANDROGEN_RESPONSE,0.01211613641190828,0.018051588530299232,0.09228216127324194,0.05883262142319151
HALLMARK_ANGIOGENESIS,0.04830266337524249,0.018095132939119577,0.027754247378543654,0.004168328307056246
HALLMARK_APICAL_JUNCTION,-0.022496952689733007,0.011366984456425559,0.12917222123751515,0.0469588148744963
HALLMARK_APICAL_SURFACE,-0.10185090035402725,0.03553602271794354,0.1278695420203601,0.11297987640070933
HALLMARK_APOPTOSIS,-0.02517665734949958,-0.025339349771626312,0.06287367142585416,0.0272486302848973
HALLMARK_BILE_ACID_METABOLISM,1.0892779973663817e-05,-0.003757449759528556,0.05230581508248561,0.0022388282372924127
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.027108486684427377,-0.0018765338084089712,0.09141831646035445,0.037453556111273205
HALLMARK_COAGULATION,0.042353278788043035,-0.008005035613995414,0.091363791571956,0.03291607086059752
HALLMARK_COMPLEMENT,-0.03409753193642595,-0.00348766260622967,0.06133702343219947,0.004984877199356857
HALLMARK_DNA_REPAIR,-0.02696219190546697,0.05183119352378936,0.08154627079894541,0.012417970554420815
HALLMARK_E2F_TARGETS,0.008677386058501522,0.01093857806553448,0.07590712494610062,0.032645253006186134
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0023654698548507486,-0.003980962918656563,0.09791425761936644,-0.03710376381738532
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012724812784232438,-0.03870247784561823,0.06902778113368897,0.013232832967460037
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.018839076631297576,0.012126606805490247,0.07380902116548074,0.004017321579666573
HALLMARK_FATTY_ACID_METABOLISM,-0.019195467885692694,-0.018928114984057477,0.06088563220287506,0.02491782493834242
HALLMARK_G2M_CHECKPOINT,-0.029843099264703583,0.06368397969421602,0.11277962380585504,-0.0009397699495658496
HALLMARK_GLYCOLYSIS,-0.06297156678122301,0.02268054736928903,0.09601793683036589,0.01175203307649582
HALLMARK_HEDGEHOG_SIGNALING,-0.08878553284913489,0.02552516695108836,0.06999373065378962,0.0445610167699628
HALLMARK_HEME_METABOLISM,-0.005049263634942012,0.008037150630438103,0.06403017520477101,0.019397073930640992
HALLMARK_HYPOXIA,-0.0257541696684401,-0.011951027362159208,0.05317181304100596,-0.07733784075434408
HALLMARK_IL2_STAT5_SIGNALING,-0.03343983410602035,-0.0009083931089791871,0.11189079937051243,0.04843764104436877
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.03759885639982807,-0.02957322083285772,0.1177814402919968,-0.0067386137087286435
HALLMARK_INFLAMMATORY_RESPONSE,-0.01140008114906138,0.005439863004167685,0.03451651019835413,-0.054032241642256604
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05377680191878755,0.034255992861951585,0.03917928370486587,0.09822362652418737
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05359383808087269,-0.013808260637932116,0.09173779488306193,0.035026001459502035
HALLMARK_KRAS_SIGNALING_DN,-0.017803055599443427,0.042699488720141454,0.04792180169974108,0.027726950499965698
HALLMARK_KRAS_SIGNALING_UP,-0.024107195671425052,-0.01480517541775437,0.08541797999244524,0.04101187662194664
HALLMARK_MITOTIC_SPINDLE,-0.03970496960691912,0.01751171093644029,0.07508626123677968,0.04507686896953806
HALLMARK_MTORC1_SIGNALING,-0.02857850721869287,-0.006846401857486482,0.09225629741636365,-0.011968041776901263
HALLMARK_MYC_TARGETS_V1,-0.03147959413161738,0.04290848707632934,0.07998545779250109,0.027068054712852178
HALLMARK_MYC_TARGETS_V2,0.00807163742829932,0.03683125037023541,0.07576900335171301,0.03673785469723385
HALLMARK_MYOGENESIS,-0.011908815824751028,-0.05292310885901812,0.08805263652480874,0.03157559855768651
HALLMARK_NOTCH_SIGNALING,0.03374062559379029,-0.0062441545518165855,0.10416847902572432,0.0337240366257297
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.017332826199395922,0.04942559061084474,0.08164453396015073,0.019409669911498836
HALLMARK_P53_PATHWAY,-0.01982831999747661,0.004607282158126451,0.04479696076366417,0.007880968780093247
HALLMARK_PANCREAS_BETA_CELLS,-0.0506785983896408,0.010956825451066795,0.07156219193987075,0.05820303567868827
HALLMARK_PEROXISOME,0.02104592117501453,0.041354443150091486,0.0708293652554633,0.047783042508796496
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.04948026260564688,0.024308187412178495,0.12524640490416328,-0.002941117448639159
