,UKF243,UKF248,UKF260,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH881T1
HALLMARK_ADIPOGENESIS,0.046707100510629575,0.011800719477565048,0.020972882276107368,0.08607633020012177,0.04880983227562294,0.05165813300803225,-0.0005622476093371606,0.0076487983176838125
HALLMARK_ALLOGRAFT_REJECTION,-0.08603328615411043,0.07496768744690316,-0.011556582494391933,0.11146592655030468,0.014979616694800513,0.029074296673439196,-0.04964737238355279,-0.10277833032823949
HALLMARK_ANDROGEN_RESPONSE,0.06231427969861966,0.0364585279482768,0.055267435835473555,0.10626170437195392,0.01523766637218784,-0.03911402234861006,-0.02885606056522804,-0.022159977245708472
HALLMARK_ANGIOGENESIS,0.016330789046450273,0.010149644183640132,0.011199391998257719,0.16017222454344793,0.06588008931751703,-0.039961834485651535,-0.016546147066770607,-0.005900307093837861
HALLMARK_APICAL_JUNCTION,0.056921735649396045,0.04489490465065784,0.029041084637275994,0.1169421837796056,0.02142266084598466,0.08956914502386838,-0.05099971152259819,0.06823386205701448
HALLMARK_APICAL_SURFACE,0.014940011756456616,0.025184308998856555,0.020267014239478888,-0.0761317804516242,-0.015739085258063584,0.0990463037669837,-0.07349562853541639,0.01835736753750379
HALLMARK_APOPTOSIS,-0.02696237312977708,0.02199323836154767,-0.09380782018185725,-0.023866306788114938,-0.0032068204088514817,-0.04057250824791304,0.014378656419488245,-0.017264276589639756
HALLMARK_BILE_ACID_METABOLISM,0.07132399215056172,-0.06981171485840544,0.052265715409169425,0.08575235229766108,0.037392984365868416,0.05406811541253824,-0.013064016967931772,0.003136046463643964
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08329351652234689,-0.08894192453415112,0.07743255893905346,0.041727602852576214,0.03678652182382299,-0.023457343178591585,-0.0824764489667857,0.006205185297699542
HALLMARK_COAGULATION,0.07571156562413196,0.025046225269660438,-0.03257609419309671,0.09588138061202833,0.08001156944675894,0.020500753990404262,-0.04265715250584055,-0.08191962104507737
HALLMARK_COMPLEMENT,0.014798060821064501,-0.006793204416801703,-0.022716715921780734,0.10723778516007379,0.024521013183697524,0.011126487267658865,-0.04827177266899037,-0.01638663997801248
HALLMARK_DNA_REPAIR,0.029420922855693324,-0.008774213807884169,0.035715524326762164,0.1277747858398529,-0.0052924792631511815,0.0915175282434805,-0.001804954828304171,0.04123133883478119
HALLMARK_E2F_TARGETS,-0.0004987996327149445,-0.02505996092698266,0.046793925595462756,0.12112418346942896,0.05170706463038426,0.042385173610073525,-0.0190828006026596,0.08788603272578756
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1402983963594703,0.09725169359072425,-0.0745481015574854,0.10370101296943819,0.03790925908460603,0.02730136189340175,-0.0530451719241728,-0.02861354298065414
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0739380991175025,0.02580992385647119,0.001892745312820605,0.08077797587169089,0.06240434730793376,-0.022792336996332756,0.004451701106994058,0.059619752408582666
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01970950817096641,-0.04492738025051443,-0.010485841728113784,-0.004100181330302751,0.024461894330339566,0.12051406164079854,-0.002848345247817219,-0.015789294966619755
HALLMARK_FATTY_ACID_METABOLISM,0.018724670343093573,0.08002555668375254,-0.005889065873946252,0.04300160538306019,0.04873355344824881,-0.01659663003597206,-0.010050763017274464,0.006635757906918789
HALLMARK_G2M_CHECKPOINT,0.02836020408579534,-0.03044707780814887,0.039657935803942376,0.11666268930548436,0.04034946340339658,0.013704334211448227,0.003936808518379307,0.026064752882516494
HALLMARK_GLYCOLYSIS,0.09477473661870998,0.011997674238444554,0.025680219794124458,0.07047050263678267,0.03922735180012241,0.10749940958569125,-0.011374509203585246,0.08246328771209624
HALLMARK_HEDGEHOG_SIGNALING,0.06419994337578537,-0.0444340032721031,0.0361303549278963,-0.06696608635942115,-0.04669919401316396,-0.03482006328069712,-0.05305331312560377,0.07122115666696328
HALLMARK_HEME_METABOLISM,0.06579740224941087,0.004391866970355127,0.03684088479470671,0.09661677105264681,0.051187116261448305,-0.015406750038030822,-0.06625919766025026,0.02529496153352466
HALLMARK_HYPOXIA,0.05825609343524024,0.0342696267544201,-0.012271594034778965,-0.08912713623735014,0.011002885537404573,0.04363221584155361,0.015061464030608965,0.012189359743427957
HALLMARK_IL2_STAT5_SIGNALING,0.027505335130183686,0.009615522268827996,0.04081869259651972,0.12002669167559575,0.06089620373697375,-0.0009690413491604784,-0.048830553135939134,0.02083294038471272
