,UKF248,UKF259,UKF275,ZH1007nec,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02308105868551543,-0.0298041032407295,0.006171450124218733,-0.08463376346798113,0.09040457336745555,0.008977543829595813,0.03822521912256341,0.13725945362031905,0.02547656069105716
HALLMARK_ALLOGRAFT_REJECTION,0.08628015083881206,-0.04027571015322227,0.022938464690289727,0.02567580355737034,0.12571206003457308,-0.05091031749705769,-0.01605810086468278,0.09825804853169717,-0.05965763383408346
HALLMARK_ANDROGEN_RESPONSE,0.03345679705155026,0.023782539837444862,0.0628626638897125,-0.006257064307114784,0.13265635352610294,0.026685573429289084,-0.011011405138439349,0.1157139106194238,0.029130303927003214
HALLMARK_ANGIOGENESIS,0.05359107137284755,0.06843732367724259,0.03642274473243608,0.058309296876722025,0.008977256444160883,-0.04082439996337477,-0.020168959334128697,-0.045727197947435676,0.07444806473282818
HALLMARK_APICAL_JUNCTION,0.0431658532987152,0.03336537874359504,0.030246108128640075,-0.06675161026686864,0.06415963256267865,0.036589760805322835,0.043840841387950504,0.10662817567860731,0.02670408272170133
HALLMARK_APICAL_SURFACE,-0.027040499063500024,-0.04089208456332517,0.07053468982097746,-0.12763714552685598,0.035936064018170795,-0.0059283859242492696,-0.014126031925847162,0.0715321959302249,0.0434455803244932
HALLMARK_APOPTOSIS,0.04709279282606639,0.03604883506919948,0.08168784319285487,-0.042194222384060134,0.018024749287367876,-0.007567221160129845,0.08453328178017358,0.04026715522664242,-0.0641131665743207
HALLMARK_BILE_ACID_METABOLISM,-0.05991039602799414,-0.006813433681704246,0.04613015129185531,-0.04832650084985102,0.047765721687860925,-0.01409523060072222,-0.01861381056013982,0.09702841663103445,0.02958275365477819
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03529211794726165,0.01202701816595978,0.037822721175230806,-0.05529084332233707,0.06148521801750738,0.027607882750447267,0.0688009178028205,0.07926725936454607,-0.003712264025140567
HALLMARK_COAGULATION,0.08039461187460795,-0.0016022543535870448,0.02540476771844516,-0.10770343896417577,0.1400619526055403,-0.021493091108848984,-0.017946447555657385,0.10067704903195615,-0.039059412370156796
HALLMARK_COMPLEMENT,0.09065081630191553,-0.014479752909747155,0.06262509519894485,0.04088028829970121,0.1072883609974094,-0.011624490166357674,0.015103027661055967,0.10956146871595326,0.04431705282458396
HALLMARK_DNA_REPAIR,0.003474341613135051,0.08082432124030717,0.08086047048983386,-0.08013812306538795,0.06778313626808304,0.03343656602493513,-0.037183008461472024,0.11689736001810351,0.05571128416615
HALLMARK_E2F_TARGETS,-0.0471245686466745,0.012339792615793363,0.007624841193476805,-0.04535226406064195,0.12709106482190471,0.04003344148941684,0.007667789218624644,0.10128920377647575,0.05195522401767725
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12151116667278446,0.06701743599292277,0.027802329399147008,-0.039338427601515125,0.03975389912695727,0.0035237241212137077,0.05610087900796548,0.06388918412306527,0.0024066289223944096
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06831770358027414,-0.003233445741963377,-0.0028250898750755613,-0.004907086787628599,-0.009987886346225433,-0.009437871965891843,0.007081023756723077,0.12192439465143413,0.09200131330135143
HALLMARK_ESTROGEN_RESPONSE_LATE,0.005388581157668653,-0.003221812409739832,0.07560952254072392,-0.025315749360983738,0.09784839443189383,0.010052846250142236,0.015782887122616652,0.07679886393792988,0.004816827762090574
HALLMARK_FATTY_ACID_METABOLISM,0.046220881092382426,0.03236611152924808,0.03885506402352752,0.027863856282686297,-0.07454959092488096,0.010567693021244294,0.0199287326014991,0.0348954260845939,0.029231753220352825
HALLMARK_G2M_CHECKPOINT,-0.021543672208300873,0.03121378296995686,0.0957528186053825,-0.05328170099023683,0.0828781902475702,0.009993302471441793,-0.04210751831316286,0.08416560225485424,0.07025624098814687
HALLMARK_GLYCOLYSIS,-0.006773115580186428,0.02310075699141398,-0.0457305374169101,-0.03287489167195086,0.025766203050359173,0.06624198408270586,-0.0074970298917433195,0.11011833430346246,0.08685229677908506
