,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.04462489821951918,0.016940042217445255,-0.04255159422559794
HALLMARK_ALLOGRAFT_REJECTION,0.066347460611135,0.021772167572131417,-0.06888383359616465
HALLMARK_ANDROGEN_RESPONSE,0.047490744170530064,0.06359983262534323,-0.017426065811812497
HALLMARK_ANGIOGENESIS,0.11366077449403172,0.01936107979206732,-0.02009943738568255
HALLMARK_APICAL_JUNCTION,0.06864927178744515,0.016001693534422524,-0.02097011964940391
HALLMARK_APICAL_SURFACE,0.016034444951783952,-0.03627249304356981,-0.0016826068286639807
HALLMARK_APOPTOSIS,0.046398769142476134,0.03507126299121238,-0.08301034086684855
HALLMARK_BILE_ACID_METABOLISM,0.011015544487604305,0.022296777694054748,0.07898307885770292
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05071521397406566,0.03692511142529169,0.05909437572531905
HALLMARK_COAGULATION,0.08515158439747508,0.03748423224861197,0.0007065185430822544
HALLMARK_COMPLEMENT,0.02342723997730847,-0.051177607346079325,-0.04694978689715748
HALLMARK_DNA_REPAIR,0.05356763207946803,0.040286175757316786,-0.028241397838343597
HALLMARK_E2F_TARGETS,0.05094719158268169,-0.03568840450750015,-0.034878839668524425
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07755649845833525,0.07052780508004407,0.03775760388671329
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04792478273197108,-0.03610658403312116,-0.09588997139283935
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02522824005836826,-0.011420109769789633,0.02104988076213269
HALLMARK_FATTY_ACID_METABOLISM,0.0035805299040059025,9.414166775968227e-05,0.027010857082278288
HALLMARK_G2M_CHECKPOINT,0.04735385845629508,0.02500749497735757,0.09094457496252967
HALLMARK_GLYCOLYSIS,0.020410322217361623,-0.016052866327898666,0.039324614148230026
HALLMARK_HEDGEHOG_SIGNALING,0.07285770652187773,-0.11291128565855436,-0.09687832463496225
HALLMARK_HEME_METABOLISM,0.062289417126002104,-0.03153996733594089,-0.044279475079887554
HALLMARK_HYPOXIA,0.0467915017738481,0.03757869597105071,-0.0736162917112179
HALLMARK_IL2_STAT5_SIGNALING,-0.06252597530495532,0.023656916305153087,0.09147139763070607
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0031958427927173505,-0.008904099965340868,0.17456850074826674
HALLMARK_INFLAMMATORY_RESPONSE,0.04511354936108609,0.04771636705862395,-0.032646098975213575
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.038045912677936285,0.005094413465401561,0.02676140912894576
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07000721200741071,0.044720309329684384,-0.020517301602725545
HALLMARK_KRAS_SIGNALING_DN,0.029495578938486887,-0.002449937744505077,0.021290434677212297
HALLMARK_KRAS_SIGNALING_UP,0.06560004764403472,-0.01299105859369445,0.01814085606977137
HALLMARK_MITOTIC_SPINDLE,0.020741487508489236,0.003730003392244264,0.05843103086646742
HALLMARK_MTORC1_SIGNALING,0.01778464234364958,-0.006108241595045442,-0.0935007163703897
HALLMARK_MYC_TARGETS_V1,0.052264413204867036,0.005197318410480609,0.0004898981478494158
HALLMARK_MYC_TARGETS_V2,0.016122491966277356,0.006168635322490122,0.1280953098367903
HALLMARK_MYOGENESIS,0.030417448240837412,0.004087128130816239,-0.1459935894405091
HALLMARK_NOTCH_SIGNALING,0.09254893202513254,-0.05884201715028589,-0.1486963657939092
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04969642862890266,-0.046600006889318875,-0.06793191220169578
HALLMARK_P53_PATHWAY,0.03755530065449505,-0.04780494904560849,-0.019133539645387696
HALLMARK_PANCREAS_BETA_CELLS,0.05006150070629143,-0.00917704978095739,-0.08233867243283895
HALLMARK_PEROXISOME,0.06460541750459146,0.004407216581297665,-0.021473942282797982
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0555656743744827,-0.052530745505469933,0.03548965006236028
HALLMARK_PROTEIN_SECRETION,0.0524894609139906,-0.0010263882621267628,0.017136400210286756
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.09442968188676426,-0.009055194460553294,0.048686328418433907
HALLMARK_SPERMATOGENESIS,0.04150134701957915,-0.0006348545236354231,0.07065348790708821
HALLMARK_TGF_BETA_SIGNALING,0.04504141936237764,0.055107471092042414,-0.03688142443316796
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.024365859126414348,0.007889220920428512,0.009439608412803753
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.025847540004626936,-0.03624479634117166,0.02036778841157011
HALLMARK_UV_RESPONSE_DN,-0.003040672088072619,-0.04020896738557654,0.0037064543086643463
HALLMARK_UV_RESPONSE_UP,-0.046870266452115485,-0.014023735397185787,-0.06883863736096105
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.05942358360530421,0.016441552425017367,0.021747583057384067
HALLMARK_XENOBIOTIC_METABOLISM,0.019661175221599103,0.030806004722389934,-0.05227671941741878
