,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.02473160362224055,-0.04578760375340762,-0.08959534815574345,-0.045226340587370795,-0.031161922813110827,0.04209756883855958,-0.022866898986611706,-0.0003923483684047258,0.003080494884158908,0.041943539651482294,0.07596134080967822,0.1260622013395289,0.03440497447385317,-0.06331096847468616,0.07950227473925583,-0.05341125028186721,-0.005101970026051343
HALLMARK_ALLOGRAFT_REJECTION,0.04105253752511963,0.011530918509928509,-0.08313109611359748,-0.10207558650894018,0.03738138405969897,0.06125693891286997,-0.005406797543347232,-0.014133130819484786,0.0757408409549234,0.020374529706435118,-0.02502795803171759,0.0736901601306934,0.03281399883437706,-0.01740902244864905,0.03890568974381323,-0.10601251268660777,-0.01803543966419199
HALLMARK_ANDROGEN_RESPONSE,0.12200886024290503,0.02113629255965974,-0.005233583454725646,0.16026032080752428,0.08197120084376769,0.0889449770561868,0.01732157095724802,0.004723514875624613,0.1071211419562585,0.021050567338990963,0.06261430165417356,0.10531764155953713,-0.017334836298604432,-0.02957607285913706,0.09763929875441459,-0.09876790460695474,0.06173289777214147
HALLMARK_ANGIOGENESIS,0.07220767340593069,0.034595176455894994,-0.18491207363982146,0.09206551588716766,-0.014386484026222104,0.0024169765687647943,0.055352061961456894,0.025554358703555314,0.06881588275333067,0.0019261165817342893,-0.06106464511245885,-0.11412402249035578,0.047687742712426956,-0.03252614236007321,-0.06946272846181459,-0.0484768585038939,-0.07620876652856348
HALLMARK_APICAL_JUNCTION,0.0393180308750039,-0.05535381023654145,-0.07172241159965695,-0.024644433719951623,0.01866702667391893,0.05006999313407943,0.038978009766077015,0.004968775507177661,0.018773399477523683,0.03724706448602397,0.04609394397825253,0.11611316997010972,0.03127731161198709,-0.013758325940183837,0.053423975325841415,-0.08617725511509561,0.037364268142669306
HALLMARK_APICAL_SURFACE,-0.08485704597831799,-0.03458577555662396,-0.04052298323832105,-0.14554813816285483,-0.017788647710825275,0.01144074283382347,0.024503710057959947,0.06587401931729153,0.023709236892769284,0.04486215991671918,0.030893466562801522,0.06952196839914973,0.033405953448835284,-0.011231914669174472,0.011317763230107,0.013637884194492713,0.0654204892714953
HALLMARK_APOPTOSIS,0.0015796419486001172,-0.041979144390377754,0.13146539159516807,0.05575890020690004,0.03693040397255752,0.03716419643048062,0.09419458743510059,0.0007156711597091526,0.010458690463396491,-0.0038281098422722837,-0.028042250992484998,-0.062019445339234196,-0.018122876864188477,0.008800455862296674,0.007418080022727573,-0.09416417521572021,-0.0376397488697372
HALLMARK_BILE_ACID_METABOLISM,0.04006787381746699,-0.03165620252734063,-0.11272309682565507,-0.09604891676670214,-0.026290839208622366,0.08759411975328137,0.05088392878579305,0.007185371602408001,0.08935509955574043,0.0300939591921919,0.05618781642391494,0.13518513539336077,-0.012960397776651674,-0.002937659000330739,0.04754259933495233,-0.04384020185835792,0.09242025802907354
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03655527890926517,-0.03677097976348439,-0.0451529628128531,-0.03424155894697792,-0.019471367666310354,0.04813984740574451,0.03515252375085527,-0.004500734137950484,0.044028232566748045,0.03391518096554403,0.03540882515210531,0.13593239997894707,-0.03637360482526433,-0.023424202460782407,0.06281129417267227,-0.1257755761554889,0.045476626267383385
HALLMARK_COAGULATION,-0.02690595769478348,-0.054770767526644205,-0.032077562825326374,-0.11379444260135323,0.05508541976735868,0.06114326348112666,0.04759201956811299,0.051593084899983745,0.06720035573549464,0.05790970292902015,-0.0004623662763676739,0.010492456402958419,0.013529749132951262,-0.03737985559852358,-0.007186885393369984,-0.0919402872757751,0.03548763023567124
HALLMARK_COMPLEMENT,-0.01708147210975275,0.009770061557897709,-0.11531041812022269,-0.07891725930804498,0.057609243975785894,0.050581804473512085,0.05637825138504884,0.033465676084938466,0.05545093362662855,-0.002141767194848277,-0.0014844897688531503,0.03566853098053425,0.00953809732523498,-0.03644272361296006,0.12453400787635485,-0.08747721558868674,0.013558276248814415
HALLMARK_DNA_REPAIR,0.05431272559920301,-0.041927399585940765,0.023078809440875692,0.17245018260391262,0.0282228711010325,0.04187765406352329,0.003205069293721847,0.020688706688056082,0.01040220811736561,0.05268166557860916,0.06876411744231245,0.1664378723373909,0.011204376561067812,-0.04639168255788362,0.11614035387007841,-0.0761783756638111,0.018385100351567946
HALLMARK_E2F_TARGETS,0.008227557027697919,-0.06578560646552696,-0.13634609597328817,-0.03910109350937701,-0.02080814649641571,0.03708987944594733,0.05304854700652229,0.03804911540731694,-0.002600926379625728,0.039730659931022476,-0.026896653287667657,0.0485203402819414,0.08664209274712913,0.03643398082452552,0.06005460461080051,-0.10055678902235907,0.015436085969007762
