,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf
HALLMARK_ADIPOGENESIS,-0.027076754286597605,-0.03442807009712633,-0.0021188470528522778,0.0416123443371006,0.0721538694422224,0.01390003436739434,0.045627998238711644,0.06419499773123592,0.025656315347745547,0.022946029451607022
HALLMARK_ALLOGRAFT_REJECTION,0.006333423329033754,-0.031166454849060506,0.03837008196091429,0.0538426579389821,0.066625676809167,0.058681979918361486,0.045108840314800905,0.061470309171655975,-0.041734299608178316,0.027010587031758966
HALLMARK_ANDROGEN_RESPONSE,0.004292669141081929,-0.0287581753396458,0.04824199400841546,0.05987668615564941,0.07080465897624348,-0.01682992010427017,0.015054914488153895,0.07244936149046168,0.027592065702087273,0.0017127862613366671
HALLMARK_ANGIOGENESIS,0.09678861307271439,-0.054287013122611895,0.02009095335475032,0.06858162532044253,0.006084882844052584,0.0646330784499931,0.04369527284839481,-0.06052201379664557,0.03736925275136409,0.0028275183166274406
HALLMARK_APICAL_JUNCTION,0.0544603942570286,0.0006787197019244975,0.030795222929227786,0.1015909428209292,0.07343213916326288,0.115871545143457,0.07830510013934128,0.07644869032949106,0.01618740744402796,0.07545874794690893
HALLMARK_APICAL_SURFACE,-0.04572216346220645,0.026357628659986625,0.030466866855720982,0.07919295899487908,0.005768133289410409,-0.05208645351835985,0.04457048191459995,0.04039743215251249,0.056909290167567586,0.0005566380085487572
HALLMARK_APOPTOSIS,-0.029514978227367906,-0.06517911972840357,-0.05907326451949635,-0.03404122288264271,-0.010052320987934257,-0.007568542143260353,-0.051061511260423784,-0.02604025646934667,-0.00820620833369527,0.01606991604761299
HALLMARK_BILE_ACID_METABOLISM,0.07679881807192017,-0.0146473893709669,-0.058573157009604096,0.010277332363981423,0.12236093251104115,0.021616377525540322,0.058770774838127156,0.083589773315794,-0.01979861748312558,-0.03827726676495359
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07444795874223564,-0.08231122872352443,0.027481784303406965,0.08416929841746751,0.02347832177175813,-0.0571038329147275,0.03247066273711213,0.07819426710721235,-0.0028475313978360605,0.018111173739880724
HALLMARK_COAGULATION,0.050849795708764085,-0.060018509702547816,0.020570598312760834,0.047196085793838015,0.0867403411261509,0.06432365451576637,0.04991547432100206,0.041339264779820174,0.050726769520667604,-0.00507357407230007
HALLMARK_COMPLEMENT,0.03217559548989889,0.006501829519707047,0.0019918505386719884,0.04658495977903985,0.05222986200854354,0.01635485794884936,0.03914879459657254,0.044152171130018014,0.021265424117934063,0.042570745905490086
HALLMARK_DNA_REPAIR,0.03181134353494827,0.027831155672613142,0.048235119351639974,0.10216898795273097,0.06189167482127925,0.019592188048059372,0.06762137931170975,0.0962421965287031,0.026925867979747106,0.05413255199741213
HALLMARK_E2F_TARGETS,0.10314585988240198,0.022804869199543623,0.06825618957588772,0.0666461348741596,-0.03657166798134368,0.033348352465319246,0.03909652533644672,0.032580920467629004,0.04267941929636495,0.012043251412046097
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0836106006682433,-0.015603437108130166,0.011584552901052309,0.08691858258693608,0.03276603980851322,0.05679771528674685,0.031160727263910944,-0.018126131971631227,0.03529390401201716,0.019234677975891377
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.046312979688810534,0.029362999641089703,0.03433297459609205,-0.010843301742601244,0.03779831538307393,0.03314319300385891,0.07441316164997736,0.03626600416325053,0.017129719443159996,-0.01971292360714629
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.003488709821417174,0.011670489583466913,0.027727615749857503,0.09767483747795562,-0.05907959473102016,-0.05221379193726393,0.08779125594082614,0.06316055073650861,0.012921811572015267,0.12154445992982636
HALLMARK_FATTY_ACID_METABOLISM,0.024346998023127203,0.020576277532697924,0.036596955626039034,0.016787927457231813,-0.01557759406944733,-0.014945543156519787,0.025619074903141373,0.010262428649774804,0.018185095248492926,-0.011236426495179133
HALLMARK_G2M_CHECKPOINT,0.07344193527631114,0.026877472898424338,0.0441086104917744,0.09387211738555833,0.07832270754953134,0.012996366818201401,0.07183635851964278,0.0023043640735558248,0.023213770728254424,0.03836876348598675
HALLMARK_GLYCOLYSIS,0.08578450914668534,0.04777218864241777,0.06032115403057617,0.10521307377369789,0.004256967601059758,-0.007681504096788713,0.09753287728915837,0.05098120359138344,0.0847231057878175,0.06936574940574596
HALLMARK_HEDGEHOG_SIGNALING,-0.11430200321552605,0.0552669642560386,0.002453521663424362,0.02918233629612825,-0.03197424581013406,-0.08647965491550703,0.06761631754480935,-0.04480120201813534,0.0053791956467650415,0.031100616292402856
HALLMARK_HEME_METABOLISM,0.00023002176123892786,-0.0032186723138172496,0.059083912608818435,0.10759753223320102,0.053721055640323694,0.04820392337734656,0.06193416905449245,0.08335258570419428,0.020871949290765947,0.0568955552390321
HALLMARK_HYPOXIA,0.04514835856677372,-0.0003906911784734311,0.012163183850662382,0.0864931415021526,-0.012977333979892008,0.036329819387537265,0.010303317956644012,-0.01716627998531141,0.0110484950195037,0.05672516281886052
HALLMARK_IL2_STAT5_SIGNALING,-0.010619843344914866,-0.08131762354156859,5.018344661295207e-05,0.03372167211330979,0.02159140544237302,-0.015573341217040652,0.06781680786774981,0.049195459423766436,0.03178755199896997,0.055002435951093324
