,UKF269,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.08630145102434422,-0.05646702401281719,0.06102047802129346,0.1196375267400771,-0.014246086397759887
HALLMARK_ALLOGRAFT_REJECTION,0.1273001084987208,-0.006141662312119342,0.025962233210339223,0.0858339686633801,-0.018221307554375937
HALLMARK_ANDROGEN_RESPONSE,0.09955275189951909,-0.017339380569535198,-0.029710876630889844,0.09653566156143721,0.03590855703730603
HALLMARK_ANGIOGENESIS,0.10302586652864386,0.014671272346198824,0.025903811221612293,-0.1137249435220806,0.05330323276804936
HALLMARK_APICAL_JUNCTION,0.10591203390314449,-0.03762327085334942,0.017888205180593145,0.11812621413760653,0.05532301484426762
HALLMARK_APICAL_SURFACE,-0.07647165384588321,-0.10471101540603346,0.05588502603496969,0.08888470454601932,0.020032845347266296
HALLMARK_APOPTOSIS,-0.0007203177471549526,-7.827464267509493e-05,0.03220190156454433,-0.06521767398803503,0.002734556887651547
HALLMARK_BILE_ACID_METABOLISM,0.06443285833978572,-0.05029007684585439,-0.024005833275978234,0.1054003262276948,-0.012489709161065178
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.052241300076024115,-0.018226756248023248,0.04719350876206817,0.13361517241396847,0.008329291446824195
HALLMARK_COAGULATION,0.0941270913549704,-0.1242956051411197,0.039412195812520895,0.06912231058690248,-0.029051484223895065
HALLMARK_COMPLEMENT,0.12885776145308314,0.046335680941773864,0.003853581993861751,0.0882458393603975,-0.05407143579889911
HALLMARK_DNA_REPAIR,0.10079608657237474,-0.04438321769374688,0.07336609928173816,0.12103423185507776,0.027228621641862245
HALLMARK_E2F_TARGETS,0.10989871162367487,-0.08113246670125354,-0.0014461645696317185,0.0722698644569416,0.0549902585253436
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1144543449017398,-0.006393785995344508,0.056615774479193484,-0.062405583526195796,0.021565465053387543
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07188188032118467,0.046277218983925526,0.029352221397911542,0.0352385505191179,0.005120476384200947
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0013853382668079378,0.04948843152686828,0.020980472756169634,0.12384009504931917,0.02425525936062535
HALLMARK_FATTY_ACID_METABOLISM,0.08394106809799866,0.04555434673993719,0.03562865837596078,-0.011722719715040417,0.05190399903881851
HALLMARK_G2M_CHECKPOINT,0.09532483753800311,-0.04296877060203219,-0.01524596845918327,0.048023870817465675,0.033664028653813856
HALLMARK_GLYCOLYSIS,0.09335072847697815,-0.022974303353590776,0.09798691574618765,0.0506376297185188,0.026541525986196825
HALLMARK_HEDGEHOG_SIGNALING,-0.0775532089040093,-0.011964660225934981,0.06756883837650551,0.05466680224360949,0.009816768882278733
HALLMARK_HEME_METABOLISM,0.10356189193033458,-0.02051711507480422,0.06541278941897084,0.10383279855365003,0.016007249313684767
HALLMARK_HYPOXIA,0.0035651459552772913,0.13591821618561165,0.07785880415092411,-0.06451015490519836,0.04281258356029892
HALLMARK_IL2_STAT5_SIGNALING,0.09467324566475328,-0.006020667865787397,0.012364794880928712,0.1302321511661037,0.04756109928858756
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07495719721112516,0.05687440936455894,0.03996864519355229,0.041201410596902605,0.07582978613753426
HALLMARK_INFLAMMATORY_RESPONSE,0.061223058906287695,-0.011027960515514496,0.04675796829758467,-0.0019737751951160428,-0.004275246330017384
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10343346264186197,-0.04410557012199752,-0.016928320460835547,0.11080354126375837,0.015277450369880409
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12949239804959575,-0.008294973018175205,0.02453981367327947,-0.021860225939028966,-0.010909473924157167
HALLMARK_KRAS_SIGNALING_DN,-0.025938825493440846,-0.046426977128879124,0.1195505099352112,0.10274643726842116,0.008163134773343083
HALLMARK_KRAS_SIGNALING_UP,0.0177795670536656,0.027890382888266403,-0.016254106242361357,0.10219462658177327,0.008844110560417198
HALLMARK_MITOTIC_SPINDLE,0.09386491061945908,-0.003491913012668556,0.054289030967565995,0.09854377941471565,0.018488933811225933
HALLMARK_MTORC1_SIGNALING,0.09691146544405382,0.059781121294367634,0.05520931870779915,-0.023201215546304083,0.06795258581042668
HALLMARK_MYC_TARGETS_V1,0.09771937191552663,0.03036975140541247,0.06658826061728214,0.1251162576069749,0.0492771304807972
HALLMARK_MYC_TARGETS_V2,0.11466995955093368,0.044539787747110524,0.05571410784345097,0.09509089463390188,-0.03488023322394715
HALLMARK_MYOGENESIS,-0.023870052038341156,-0.06987283899575743,0.01948828491980493,0.11350616283356474,-0.03459788869631876
HALLMARK_NOTCH_SIGNALING,0.09630568895264999,-0.08615618684961582,-0.0047770335459140535,0.11766909436461297,0.04205356165070506
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03335864843226444,-0.016778810350621388,0.05015390918722837,0.13683694136368868,-0.01971844204227152
HALLMARK_P53_PATHWAY,0.10995909291317553,0.06031153635775896,0.09475657837041225,0.11503001008996137,0.03830984344214933
HALLMARK_PANCREAS_BETA_CELLS,-0.026756407088959655,-0.035750702153046265,0.05313456853214525,0.10916904375679365,-0.0015168981565841287
HALLMARK_PEROXISOME,0.0307522277176794,-0.013632518617708448,0.01744346927136295,0.09034033463082985,0.03511902543384315
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06474631667251354,0.002325352929436198,-0.022587814134151347,0.118136678272185,0.027354015666275162
HALLMARK_PROTEIN_SECRETION,0.09210141337857583,-0.047514265704791024,0.10385702983168821,0.10588703180559995,0.0337517924737456
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.08030104497396827,0.08239077986788695,-0.05153342322637483,0.14492520369039194,-0.043010404818835175
HALLMARK_SPERMATOGENESIS,0.005631429200395257,-0.07768699096664854,0.0696940977225528,0.13367523161364858,0.04393115368229214
HALLMARK_TGF_BETA_SIGNALING,0.12240872824808038,-0.01785203898143085,0.02506436183326542,0.08843573489015429,0.029206503316622327
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0640785034201814,0.12402879847238876,0.06657143518976992,0.000590908627105586,0.031446674490787856
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09767001029539393,-0.013969957300166643,0.07876762060672361,0.1094583257861911,0.07655711841306323
HALLMARK_UV_RESPONSE_DN,0.0687645772024297,-0.05064886504613429,0.06260951401820931,0.07281442989682836,-0.02151450745735327
HALLMARK_UV_RESPONSE_UP,-0.01030405472828781,-0.017519709230280185,0.011227118407592083,0.10688692141634498,-0.0001121417798890502
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.0721269461152018,0.020619376773008565,0.03429010945117947,0.05399437359375273,0.05630314436287774
HALLMARK_XENOBIOTIC_METABOLISM,0.07563827944510347,-0.022185305754792814,0.020837410579316363,0.11176064433053418,-0.008214891300951321
