,UKF243,UKF259,UKF260,UKF313,UKF334,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07810383473468302,-0.024258924128416792,-0.08421956885052082,-0.04245215160280166,-0.007978124342096824,-0.03807438286769775,-0.0010960220378426358,0.048961935231734637
HALLMARK_ALLOGRAFT_REJECTION,-0.007000895432370917,-0.023884272880767648,-0.06229526068353244,-0.0534949503429033,-0.028546472519561533,-0.05338786152277587,-0.04535692205440997,0.014060097388406518
HALLMARK_ANDROGEN_RESPONSE,0.03477410565902337,0.04832197400272056,0.02230249277206148,0.0424902076175503,-0.0003475109930334468,-0.08325799915693179,0.011501873985485085,0.1357572712019965
HALLMARK_ANGIOGENESIS,-0.001864693407465425,0.09703730127683587,0.05517736436249988,0.054013455183569044,0.07799527643988403,-0.05320365442539747,-0.033088178365914524,0.15198631201189144
HALLMARK_APICAL_JUNCTION,0.07189985049448737,-0.062335683088684216,-0.019382209035603736,-0.05957270490537139,-0.001782771926949081,-0.0029809785014824016,-0.02650364870147987,0.07739233402507596
HALLMARK_APICAL_SURFACE,0.04710184586866494,-0.06795896077719073,-0.07137699048409663,-0.07449628247003409,-0.03043336860019123,0.034751758706211416,-0.05238398533103512,0.1044160585482184
HALLMARK_APOPTOSIS,0.07587684881856809,0.031280387517564526,0.1364938963303134,-0.026369923890333487,-0.08421325322878595,0.04391013197453683,0.04412612228040442,0.05878059256720089
HALLMARK_BILE_ACID_METABOLISM,0.06685062268147864,-0.0760937615913541,-0.12007141920139074,-0.03077157351605541,-0.016046308242534436,-0.025659825877402946,0.005217141149769361,0.019699862360506876
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07652404991037352,-0.07596542992480369,-0.05262769742541837,-0.0366485876168951,0.029250605236634947,0.04458910372971575,0.05457416246969737,0.03024966637636115
HALLMARK_COAGULATION,0.1267095309586793,-0.06798499770014103,0.06882912324501257,-0.04930352174135919,-0.023367099052168574,0.026857900803935884,-0.018170237436547672,0.08397650985768551
HALLMARK_COMPLEMENT,0.04551362009170685,-0.03351946224194376,-0.01921737787195395,-0.04581025882093452,-0.05584818420470532,-0.0014163661566356002,0.016338016372018573,0.0465395140761448
HALLMARK_DNA_REPAIR,0.07731077057062394,0.05986030308051809,-0.04459409056565766,-0.06566775188016508,0.03804438075126279,-0.038226793286633226,0.01002136118074409,0.06333756715993044
