,MGH258,UKF248,UKF260,UKF266,UKF269,UKF296,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04703133134102286,0.05572307466665979,-0.06973355519659909,0.007347590095814073,0.08437051326412016,0.048366568643996063,-0.04501739183654605,0.11081745193177704,0.05703578174385356,0.10844825363720884,0.07938668968936426,0.10995370729733447
HALLMARK_ALLOGRAFT_REJECTION,0.05003599566552442,0.02331016398000569,-0.04401321503974173,0.016434982256444457,0.14699729942628273,-0.03251403482049923,-0.02724695389706801,0.12888953965785183,0.050120676626910575,0.011435204855742568,-0.01344296433293135,-0.002562943034958244
HALLMARK_ANDROGEN_RESPONSE,0.07041434825081262,0.10336165500628658,0.06721529638533179,0.046570188184345884,0.11866505294719028,0.020092408059589527,-0.05500404899472406,0.0937248373080259,0.03157603434533368,0.07447096259732301,0.03570759078018549,0.07114571901712345
HALLMARK_ANGIOGENESIS,-0.0035389363037081818,-0.007704807833580914,0.004707813523054961,0.028816021563816543,0.13570590607288258,0.022892102468239552,0.022669519362203037,0.1323786986940686,-0.06773507310527849,0.00886003352901668,-0.06476556629504032,0.0627874883393922
HALLMARK_APICAL_JUNCTION,0.053464164262593594,0.06609739126288906,0.0018745932705094444,0.04334554980319616,0.12095420432326606,-0.015353698441342324,0.018859341553746745,0.08657453583593486,-0.029039304674144777,0.09628614146111804,0.04156708331439882,0.14661229262287134
HALLMARK_APICAL_SURFACE,0.07053238775562014,0.035948554768315044,-0.007767945268667031,-0.0065299143693638645,-0.10958306697355794,0.025574325706155,-0.02263834386224904,0.05863542452371591,0.07956723658891354,0.1054152473664337,0.05032086563258279,0.05929709287380781
HALLMARK_APOPTOSIS,-0.026302553592526375,0.029482972203887188,0.06067845835701415,-0.008068210437903841,0.04641177982381489,-0.001461387927118169,-0.05065898856048159,0.06384498455700126,0.052281132302414865,0.011161444231155815,0.034493713427186525,-0.02384446811320556
HALLMARK_BILE_ACID_METABOLISM,0.07580984192800698,-0.01231384804344452,-0.05361121475572622,0.04050011613471572,0.0927105901144334,0.0006124907254992854,-0.00625368323062148,0.06562024285180589,0.09245972844550136,0.09690951887526587,0.11972221643878236,0.11220504228657852
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009881438062025443,0.03498103202912375,-0.012894922769188497,0.042341489152488844,0.07427282593355174,0.004963983796177847,-0.04017890575403734,0.08098237196971304,0.07958448328991129,0.07149132120687343,0.10960515266987632,0.11855785557339729
HALLMARK_COAGULATION,-0.012193541581724655,0.03207723153414284,0.01904193558336451,0.017967998473145442,0.1316524029831342,-0.0015845517407847046,0.0030821793048108107,0.13076333453840158,0.020467529881639215,0.06532231527318033,-0.016330123406199624,0.0618767693661762
