,MGH258
HALLMARK_ADIPOGENESIS,0.06101363940702281
HALLMARK_ALLOGRAFT_REJECTION,0.0009700560708613038
HALLMARK_ANDROGEN_RESPONSE,0.04139356474372226
HALLMARK_ANGIOGENESIS,0.00015700615722930508
HALLMARK_APICAL_JUNCTION,0.03634536096447266
HALLMARK_APICAL_SURFACE,0.06487058851246442
HALLMARK_APOPTOSIS,0.020122241130696862
HALLMARK_BILE_ACID_METABOLISM,0.026624282533663994
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.033045800599577575
HALLMARK_COAGULATION,-0.03766889473261154
HALLMARK_COMPLEMENT,-0.008185017976866138
HALLMARK_DNA_REPAIR,0.06302152868701315
HALLMARK_E2F_TARGETS,0.05883262692197862
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03616353770497163
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05724026934986685
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02363360786640903
HALLMARK_FATTY_ACID_METABOLISM,0.020693417150283243
HALLMARK_G2M_CHECKPOINT,0.01817797029541897
HALLMARK_GLYCOLYSIS,0.03408160229534605
HALLMARK_HEDGEHOG_SIGNALING,0.058281304584209624
HALLMARK_HEME_METABOLISM,0.0563737698132469
HALLMARK_HYPOXIA,0.050030642276731305
HALLMARK_IL2_STAT5_SIGNALING,0.021359235806152146
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.014495720084064323
HALLMARK_INFLAMMATORY_RESPONSE,0.027821980650125294
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.012206063840186123
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.00467560959752371
HALLMARK_KRAS_SIGNALING_DN,0.02879774859373168
HALLMARK_KRAS_SIGNALING_UP,0.052031564760210904
HALLMARK_MITOTIC_SPINDLE,0.03812964871574081
HALLMARK_MTORC1_SIGNALING,0.041273964318647195
HALLMARK_MYC_TARGETS_V1,0.06038236773320519
HALLMARK_MYC_TARGETS_V2,0.03977959772201333
HALLMARK_MYOGENESIS,0.02866006150954066
HALLMARK_NOTCH_SIGNALING,0.034579885814767876
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05821200240405626
HALLMARK_P53_PATHWAY,-0.003795789861113011
HALLMARK_PANCREAS_BETA_CELLS,0.025596927656605244
HALLMARK_PEROXISOME,0.03295604259929774
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08283340972533175
HALLMARK_PROTEIN_SECRETION,0.06937585487058559
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.016003198664438122
HALLMARK_SPERMATOGENESIS,0.023510355219253612
HALLMARK_TGF_BETA_SIGNALING,0.05158857667093013
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.026392588716264532
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05864779859839299
HALLMARK_UV_RESPONSE_DN,0.08478614988916269
HALLMARK_UV_RESPONSE_UP,0.07966762535934904
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.029213280301610245
HALLMARK_XENOBIOTIC_METABOLISM,0.06541867506025469
