,UKF243,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011853197591924216,-0.0009554227181405452,0.15639111040805276,-0.004120184335089464,-0.01567287221385456,0.010481808026712955,0.02394300745552771,0.1071886454540109,0.10982656328528972,0.03389850562574564,0.14930461887658875,0.04400066918331662
HALLMARK_ALLOGRAFT_REJECTION,0.00801936749242774,0.09263017005068126,0.26207543587461674,0.050139466821720706,-0.039944885129396826,0.05747417782582593,0.031129983864523165,0.08055090113580514,0.0696411546615937,-0.0013036646448778707,0.06289252649438286,0.0769636522794407
HALLMARK_ANDROGEN_RESPONSE,0.0337988070429169,0.03787682132703949,0.2646202144413172,0.09262010624599551,0.01818872600068002,0.01883688296228118,0.002696057163645417,-0.054589068663414786,0.11343339827930114,0.033850554928899095,0.08878083950406257,0.020598465708696823
HALLMARK_ANGIOGENESIS,0.013673355287757278,0.11703419986192819,0.24785276353345154,0.051923890016497394,0.01586655598827929,0.016499910765150852,-0.07447884295029376,0.01126475986507831,-0.09622917552368045,0.033933969331100475,-0.11151206532375835,-0.07067501492557925
HALLMARK_APICAL_JUNCTION,-0.005033363487593419,0.10661748122398707,0.2629681671998056,0.040925400895591484,0.013976746980006668,0.007208580941116648,-0.02131892390490074,0.10292619668977425,0.1345122080191986,0.07679128567622019,0.06246897930224356,0.018135053088554693
HALLMARK_APICAL_SURFACE,-0.022940373151828494,-0.09271693982072697,-0.10649005838785608,-0.003756469801420369,-0.015423696786290759,-0.019060649338794537,-0.002699209950198165,0.030462419650508863,0.07389847569478379,0.08636750586593535,0.10708018885887637,0.0014568387324996777
HALLMARK_APOPTOSIS,-0.02066437581251576,-0.020676467867267168,0.0992601029640591,0.03901425767524501,-0.006462357256901274,0.05973755163656704,0.03752190471601483,0.03838378610151763,-0.07897398866876029,0.04448664952232206,0.054963106713548295,0.04622848268097491
HALLMARK_BILE_ACID_METABOLISM,0.010700085587090612,0.06523394293371824,0.2488997463536367,0.05926701489098611,-0.005643460006072855,0.020644880476580318,-0.03246133484890767,0.039221166518141656,0.14672315959561336,0.014374138012610423,0.1573235511159269,0.025422847138478095
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008837719555636633,0.14981673940911222,0.16945378129311298,0.05771944766003639,0.004620905417814377,0.05876517176253635,0.07263692070359568,0.05670354038297184,0.14306273691096802,0.07610969079629733,0.16394091033793648,0.03652018554628618
HALLMARK_COAGULATION,-0.03650050386557336,0.07879597458806922,0.22317574533826107,0.022213616203436475,-0.020049121077326166,0.07920248252496805,-0.09661436430938931,0.08676112332592908,0.059252640526803846,0.04675667090979071,0.06458575664155224,-0.011733328155901007
HALLMARK_COMPLEMENT,0.009952810319426185,0.007230396349842568,0.2517113951636114,0.06287990822175948,-0.02474279259318709,0.029831567004755633,0.03425047044075117,0.07247126712556454,0.03832501578383628,0.04219102736660137,0.1522540838600446,-0.022008440381926647
HALLMARK_DNA_REPAIR,0.031082671664787738,0.08333371062426868,0.2824371357333376,0.09975262490339946,-0.007522327317819876,-0.06478192608571445,0.09200255821964534,0.08298469481943103,0.14544493016462665,0.05985227089733374,0.1133199988965289,0.02480179014478728
