,UKF243,UKF259,UKF296,UKF304,UKF313,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03399718268244435,-0.004407487495833075,-0.03826791377920697,0.061547311505183784,0.12573174956451386,0.10094546868014205,0.04805790029321721,0.05937550184540694,0.028969207634131598,0.06628469198007132
HALLMARK_ALLOGRAFT_REJECTION,-0.06440893443061206,-0.00021957005275269236,0.021688165399651942,-0.03506746450467168,0.0464261159051924,0.09257491980236372,0.008113436986860742,0.04319626587402854,0.005859127356544627,-0.078005569795962
HALLMARK_ANDROGEN_RESPONSE,0.02642043388663671,-0.01747417215999916,-0.02368855781576631,-0.03580723303167131,0.06295832805017336,0.08693887240312806,0.0028057398595963345,0.07135126028874694,0.09940153388031836,0.057777854938217216
HALLMARK_ANGIOGENESIS,-0.03889446256950037,0.04408732224023283,-0.03229904981180954,-0.0753778403583035,-0.1211679379084181,-0.03745665396664065,-0.019523392537994125,0.026913459783797503,0.09384833291102085,-0.0019485934426308213
HALLMARK_APICAL_JUNCTION,0.02991356353517137,0.03684643666024893,-0.02302890597771903,-0.01570629036883981,0.09935061415180531,0.08619990108275002,-0.004037370570986845,0.039963623341049075,0.02059890963756801,0.07813243174793792
HALLMARK_APICAL_SURFACE,-0.011242957701863962,0.061163050583543994,-0.04283002144777678,0.0173296839572648,0.04914751399291011,0.0777859686898407,0.03524683384697819,0.06645011694337068,0.05639412079073522,0.16783209483393483
HALLMARK_APOPTOSIS,-0.005383816239161369,-0.034348219127683086,-0.031365777410437425,-0.025636244295852994,0.1036574455522333,-0.0009382486334531338,0.0435224478498758,0.07798845484274783,-0.022599873433539062,0.056245355395342075
HALLMARK_BILE_ACID_METABOLISM,0.06020934758983783,-0.03593060865431032,0.0015042914086920956,-0.0053745897364230275,0.09656558370205802,0.13192848089355047,0.05070502644056695,0.03898552188618518,0.022056237039406002,0.008077670656222297
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.020300167702201576,0.0019196628113552275,0.0036133461761770846,-0.0636246662126752,0.11677015369142359,0.09195919153476458,0.003684693964560476,0.034734968657614544,0.06037617532103681,0.024001032904235012
HALLMARK_COAGULATION,-0.04510462896668852,-0.004466935280620101,-0.007143728528940418,-0.06773902986493295,-0.05941730366431007,0.07774007007448792,0.06153050678293686,0.06803529449077668,0.046723293881304175,-0.0020909581860762794
HALLMARK_COMPLEMENT,0.06553413324297232,0.006575648637973161,0.005014854406517717,-0.007361776776124698,0.09282848627087839,0.11735627455154542,-0.0019166561662161165,0.07415081974606123,0.012968097693829766,0.009977964972954641
HALLMARK_DNA_REPAIR,0.06163648936474296,-0.01159739016535221,-0.0439772783749677,0.061359179651760076,0.07796144872511578,0.12899708524186806,-0.009195724120721935,0.038635654745060206,0.034941664623919205,0.06462714681887427
HALLMARK_E2F_TARGETS,0.05329596521939711,-0.010278887350822163,-0.01426012822716713,0.054890893557544354,0.05340313026864018,0.07649470900958133,-0.002627612608616208,0.04527319106181171,0.0281691529527897,0.06395809648009097
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0432137954652862,0.04644551453571712,-0.02462481930799773,-0.01963831913254739,-0.10658374775242473,0.032460395593902826,0.015235672881015102,0.061639823175460066,0.060456457139248326,0.05327595685698725
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05538175391100255,-0.022038952109230205,-0.0367961020832621,0.04951946137607343,-0.09924054588048861,0.056911029588000234,0.014626330422786531,0.031883799258977545,0.03490995451292198,0.04627990010065245
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05810446508836418,0.02421464593447899,0.005279849672097739,-0.012291196471585865,0.12605469762453733,0.10986614585358874,0.05033216361602649,0.01841546590972374,-0.025073542682900334,0.09978612201707412
HALLMARK_FATTY_ACID_METABOLISM,0.06578483648155965,0.003671735708232388,0.013933881806707588,-0.04300796755027194,-0.0728110471151274,0.06366566977456807,-0.0033025624644771054,0.03746409956793347,0.04039413974213059,-0.011906118266436689
HALLMARK_G2M_CHECKPOINT,-0.023962905841183983,-0.015915291195046154,-0.020512865321314373,-0.01582900032654337,0.05257751201334579,0.043917054133508465,-0.03280500769556452,0.0047738032976954335,0.037697794974151204,0.03004663551623394
