,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.09973504928772481,0.01996065418968452,0.027009620742376148,0.07431003177977676,0.026063795008825243,-0.028390743614748946,0.01082496098534285,-0.0034643204423915235,0.04247685103117315,-0.013016936317884698,0.02897720064549545,0.051284427184937725,0.05681244979628341,0.062278147143322825,0.005299142906223257,0.018687192891553305,0.10738719482715627,0.05740062078086633,-0.028626425294336618
HALLMARK_ALLOGRAFT_REJECTION,0.027631582867655595,0.0008073292571780978,-0.024187612483143592,0.03927093478151102,0.06756658616058067,0.037258363847456274,0.011415872365993458,-0.05624719201942155,0.056160743444930196,0.11889030284916494,0.019997756700185863,-0.032072328759304575,-0.00530190219633721,0.023071602733101812,0.01380223354072234,0.008704446158589285,0.05547769592730199,-0.015320706991089075,-0.08094442719525985
HALLMARK_ANDROGEN_RESPONSE,-0.006139077254836914,0.03892727456201812,0.03811497545440383,0.036300087763812536,0.055482784212237714,0.025563098396832705,-0.017995682658118448,-0.06104068740680091,0.04934143685240046,0.09623620971985529,0.07992045706315855,0.032201554097620926,0.11189067794956627,0.07546882984615619,-0.04052302359418218,0.012347096016265748,0.14361807984716485,0.061301999413952486,-0.0539615770376873
HALLMARK_ANGIOGENESIS,0.043270122210229744,0.023394946941127294,-0.03057145912556776,0.035930215089001516,0.06950383238252664,0.11060533709058346,-0.00642460497902119,-0.0798332641740921,0.1001968559994746,0.07161387277555212,0.051121835470668446,0.1096871466769893,0.06142212753033975,0.008275179061328868,0.008892738418452504,-0.0024235085862446856,-0.0488123915316654,0.09053783526259258,-0.02070703815638627
HALLMARK_APICAL_JUNCTION,-0.06472542991699314,0.043010771095787007,-0.028616315391647437,0.11671253688721744,0.01508245181579926,0.046890034703557446,-0.010977200234292231,-0.04978116434305158,0.10533591287950882,0.11770478051390976,0.06516931895428739,0.0541835548495034,0.11611792991481615,0.05932453253803196,-0.025754215367375044,0.0696517274711909,0.08151265298175095,0.09186724635907213,-0.03204223407190755
HALLMARK_APICAL_SURFACE,-0.11453912135721844,-0.003956605635093028,-0.015028793654660828,0.06019167901829329,0.019479095902103498,-0.042584892703087705,0.021124892690276568,0.03208824736238575,0.0359862226615257,-0.03805389713708158,0.03885231047662764,0.003867508756615364,0.10701262047619672,0.0772356007595532,0.007718005643952412,-0.011692281954749301,0.06918558756008884,0.037655852827887235,-0.0523603981745861
HALLMARK_APOPTOSIS,0.02909817461149937,0.06896309196873876,-0.06118569545019646,0.04479127236481367,0.04428502239646777,0.07720315606294251,0.008670362362059904,-0.04964386829047186,0.06775914307696325,0.05739783606340671,-0.07632123713851938,0.018186517545202827,-0.006664896859175491,0.004092417085876893,-0.08000985882396074,-0.024176566677616033,0.07485918294050305,-0.010364012570721346,-0.06767241354911777
HALLMARK_BILE_ACID_METABOLISM,-0.039259049732898205,-0.011003278976694526,-0.008313860818109125,0.06153175999737478,-0.041013020065530516,-0.020203255913186887,0.0034100127817780932,-0.0586992129353259,0.13053953412586639,0.10096463471370605,0.04472735715768298,0.09788434025327868,0.09667663312276621,0.03648379252298272,-0.015761379518485146,-0.035714104476225784,0.058318706878264334,0.10668151733865786,-0.05390679051938634
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04287146858470317,0.02378041568455173,-0.030242258886352683,0.14177922100775467,0.0060966004814514575,0.033830200944843854,0.07602564110576969,-0.033807963990658246,0.04777389504815135,0.11594603511681345,0.06348710317503437,0.03607063662059184,0.09243818236887212,0.09378355774358443,-0.0716297990001867,0.05048452247321727,0.11529450689220096,0.10065656839048512,0.005172651570837228
HALLMARK_COAGULATION,-0.017471402286768148,0.05564487798611143,0.010450764660371778,0.08499634897742805,0.017966367423523203,0.06539010538906469,0.05426300645189873,-0.04920272485276334,0.07093859311058857,0.13083811340207113,0.02340396531437452,0.010621393257887437,0.04933099173007903,0.05607446950625785,-0.02251615155796102,-0.040516451040675625,0.08682736024157191,0.06603541252232865,-0.021874925877917277
