,MGH258,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.06370704188189293,0.038336192657122084,0.1029204077411592,-0.030539286630460245,-0.010704922126492534,0.23789758613686893,0.07969385335686248,0.0042638787655748115,0.13372203173473324,-0.012056308413389972,-0.061543544628626976,0.05452115635307866,0.11319249596722072
HALLMARK_ALLOGRAFT_REJECTION,-0.06147151384403589,0.012136677166278203,0.15152000160573256,-0.022230861158254362,-0.06487445124045711,0.28206580838244383,0.005275384197610719,-0.002210932049278166,0.04110840817131105,-0.04138991090773281,0.09134789505495337,0.0193813006433156,0.08850001668010728
HALLMARK_ANDROGEN_RESPONSE,0.05082865449568015,0.03079525775203913,0.11076731253843497,-0.0030858840873484667,-0.04342572216513208,0.313698204901714,0.02571493950342686,0.005076240674342138,0.04805629974670667,-0.028198300997905382,-0.020860874578851964,-0.014189314985051684,0.1640176354871577
HALLMARK_ANGIOGENESIS,0.016991762915444374,0.049958957725634086,0.059745568178825766,0.06133144895030914,-0.10399472087444733,0.26438990424465547,-0.015098072200343843,-0.01421519517164347,-0.12704961947913276,-0.036446183792725476,-0.14604963303292054,0.09089443367173565,-0.0245009965124545
HALLMARK_APICAL_JUNCTION,0.07978612026016552,0.016663535650661185,0.12537701244623872,0.0025399468589618894,-0.021960833292208812,0.2836212966477502,-0.03270447782067529,0.010925771192150711,0.06485313108441029,-0.01718230390903026,0.0030579224422452554,0.05487710048792004,0.15869325363396655
HALLMARK_APICAL_SURFACE,0.04755888962846669,-0.024996952462963913,0.07310408739613228,0.0017474889700191901,0.09314195821452646,-0.14391887276590506,0.05951484574765169,0.0388136081384711,0.06275842882779104,-0.017382953060085124,0.059127312590960816,0.02239587495819791,0.15212175014232532
HALLMARK_APOPTOSIS,-0.022133088369521006,0.10079420552897772,0.038773881322441466,-0.01162714370421498,-0.014637367787792076,0.05616623691251746,-0.008816061580436066,-0.022514725264867405,0.05100344995108874,0.03159265528538152,0.007814676958301103,0.008254315425150446,0.018620747322385424
HALLMARK_BILE_ACID_METABOLISM,0.06092025244924371,0.05590538026167315,0.019113577718984635,0.004790721437629386,-0.07190695128977292,0.2846442861702637,0.0025488798178713544,-0.031086630873951755,0.06133921898210198,0.01821756088133414,0.017796762435366906,0.08196105439165646,0.06530177546747545
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05932388756507805,0.000295849494394282,0.0007977838811466937,0.04518691776578357,-0.043951991366943444,0.19266472738089815,-0.047540955463873664,0.013060353029435135,0.07495950207561479,-0.02742208197411452,-0.004981449319345862,0.020348574933778264,0.1044817399076381
HALLMARK_COAGULATION,-0.05084717049643427,0.04237031684895535,0.14483673008462666,-0.003453755017914694,-0.10295431469379171,0.289933647235756,0.03985296057365695,0.03352315410035121,0.036816850815539766,-0.004776765653024708,0.04071596594766177,0.051076467080794816,0.1079724931654705
HALLMARK_COMPLEMENT,-0.004700306489306311,0.04670196358462588,0.07958571491253619,0.0013730963213395883,-0.003607274696293666,0.2758711514466019,-0.03149873618988076,0.025471078919198326,0.07211167275120797,0.037354477739281806,-0.02485232998592906,0.017538682886945205,0.0965722081297953
HALLMARK_DNA_REPAIR,0.08945337678155288,-0.001707461607158089,0.09778692981840208,0.03636827818814483,-0.05374268210164442,0.3154043903400879,0.001113499548011309,0.025148398794938572,0.09401904039055874,-0.002564061367668717,0.01446450403298228,0.0377474873070007,0.12300024309123075
HALLMARK_E2F_TARGETS,0.036591425745613866,0.02400341021117856,0.02105028224673677,-0.00622461483286556,-0.07922949446144946,0.3188347396701253,0.014852340025278507,0.02458683808144617,0.006551121308205201,-0.016321517036936677,0.012030753040509653,0.055631949711044806,0.09131731489140053
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.059375299013980455,0.02103427965512529,0.11908812734449975,0.026467768351878678,-0.10956330561832474,0.29316277283490616,-0.06394793451181745,0.03854185537025051,-0.08207567703156278,0.02728173402626899,-0.01086078831394905,0.030212985464676177,0.08640169218157488
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015795067877343704,0.00738946872835423,0.09241012370474846,-0.0618973595323543,0.03080816903011449,0.18419878831540137,0.040166770912021185,0.0016517057948406595,-0.09026380878775331,0.04212844767376857,-0.07789377017784399,-0.005538207420471787,0.10628178728935632
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0005650006613092059,0.05315008863763997,0.08933063121311123,0.057416585447292896,-0.0234621566976214,-0.1221640465694187,0.010254540757531929,0.030022011689080766,0.11524519985015612,0.0064246801261478095,0.02165866653066641,0.047353416101355995,0.04695261469565331
HALLMARK_FATTY_ACID_METABOLISM,-0.0115815122482873,-0.002747503876118399,0.013307686100166844,0.016069288021987784,-0.0045791906586214685,0.17323993255092565,-0.03809784886887449,-0.04203307661206912,-0.0948830054180864,-0.001782343937573196,-0.013573397084233241,0.04810425001968193,0.07440396544440929
HALLMARK_G2M_CHECKPOINT,0.09914908031473714,-0.016575781234953978,0.06432906400892949,0.03145964113207928,-0.0582134780386796,0.3076494254905441,-0.0832492206824157,0.03953386814878526,0.07507378375366856,-0.00682948194792104,0.016151735049978154,-0.002689362705231933,0.11328235713743728
HALLMARK_GLYCOLYSIS,0.10865422334016023,-0.017825067919443754,0.04695276268707451,0.026178538298594897,0.03449124495792343,0.22632588474343235,0.04077493131813593,0.022663020847275908,-0.013320469633206163,0.0063615131915520685,-0.12394873026297518,0.08919560173388685,0.10539067688850422
HALLMARK_HEDGEHOG_SIGNALING,-0.034942139242271554,0.02471827224923237,0.020944662313645886,0.0036518893792122885,0.11367414759125578,-0.1802062537058995,0.04874025201218151,-0.0031046813313284566,0.0029393218044518853,-0.020756704388510735,-0.03089824730751082,0.07013274564807817,0.1216283876665594
