,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.09470053621122715,-0.007699793362436237,0.08344568193752942,0.013425578332792289,-0.06517540387270124,0.0886970591566593,0.011767884443250175,0.09263168086737679
HALLMARK_ALLOGRAFT_REJECTION,0.007290583147646033,0.05477758283163822,0.1495321511694651,0.04309961336885781,-0.04602467244225575,-0.005293689630215771,-0.10237049170669076,0.05054035759262431
HALLMARK_ANDROGEN_RESPONSE,0.01624222148673627,0.0445874567425139,0.09800512907487946,0.02762788626779372,-0.006923717934017752,0.08858940959356124,-0.02898382826994467,0.037844641014778475
HALLMARK_ANGIOGENESIS,-0.04932449272754777,0.055320553651962014,0.11513568498238558,0.005023739061354301,-0.03517665930023883,-0.006342095891021941,-0.055173538258439486,0.025800053094725526
HALLMARK_APICAL_JUNCTION,0.07037309704859962,0.07723831652232825,0.12708419201180846,0.09797158241408166,-0.004262134970828362,0.1129415493838282,0.04839192088852556,0.08351430977751512
HALLMARK_APICAL_SURFACE,0.10982845764560353,-0.026615996342712965,-0.08137792289704227,-0.004527965891538973,0.11581191807154036,0.04306961156315006,0.05020268997913372,0.1109631027992785
HALLMARK_APOPTOSIS,-0.13137693775715298,-0.01655593062030552,0.07327349952721654,0.08150243399412488,0.0381114742931191,0.03811822413954284,-0.020037655820351646,0.008054233704339067
HALLMARK_BILE_ACID_METABOLISM,0.09019215483039571,0.016365841146316156,0.08066898119261248,0.05517490909312001,0.04030950258108896,0.07518017139211831,-0.003616496882474478,0.06337427415594504
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0951116204456225,0.027893022667074396,0.055685211189945745,0.03598748505404797,-0.014551468427661076,0.07570361773154435,0.0345671242562401,0.07354960858701959
HALLMARK_COAGULATION,-0.06834310581923321,0.04584283872757134,0.14480912414908384,0.035388987508842486,-0.049949824632326674,0.06045663350301108,-0.036291772804097906,0.05892045849674625
HALLMARK_COMPLEMENT,-0.019158149381770045,0.04863141195898948,0.12191527448871424,0.05381353313058371,0.016360223503376653,0.06711742875846813,-0.007443100143945259,0.0873727822309681
HALLMARK_DNA_REPAIR,0.08926939820086384,0.01686676730018758,0.1038322620229604,0.06536509600349648,0.0248401046787405,0.1144171652807116,0.04080439973650327,0.07019327418924776
HALLMARK_E2F_TARGETS,0.08930058428377098,0.06813932011981172,0.09126568569005736,0.024753312582762935,0.09806580930693914,0.017718973053165707,0.09435847243315214,0.05734830115595655
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.08149307869749225,0.0819175040949623,0.13452812007946727,0.033378932690670084,-0.03678766939417718,0.04702330223956781,-0.04227419427859195,0.0660787210360919
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00641821300379947,-0.000692529053299812,0.07999997355872103,0.011643192515840757,-0.02696376435302596,0.11399183745622801,0.032684828949105446,0.06721275881351015
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04496285525134892,0.037309451222203346,-0.025359087045562535,0.07675042168360356,0.03500446400429576,0.08757021772354628,-0.009481099415311247,0.06564382368242877
HALLMARK_FATTY_ACID_METABOLISM,0.005042282229828397,-0.015500478318998551,0.061956303791550656,0.10445346964056715,-0.040069562126117744,0.04019064991907418,0.013465808396727041,0.05677120255588566
HALLMARK_G2M_CHECKPOINT,0.11958819609972372,0.06762400170223225,0.11592012473402503,0.04799359699311333,0.019119560523225422,0.05282689503933695,0.01931249796466248,0.08099183782162751
HALLMARK_GLYCOLYSIS,0.013110709149225326,-0.02150671181007595,0.06550468435158414,-0.05428071069118632,-0.003594894539808765,0.07823650450951421,0.050624834110073784,0.09531932346117526
HALLMARK_HEDGEHOG_SIGNALING,0.057769828131096726,-0.08324323091885957,-0.08229439401085567,-0.048278344179371664,0.018417648631099442,0.0523761819604982,0.07264663400936155,0.028576103700270934
HALLMARK_HEME_METABOLISM,0.08942795434795783,0.005265673790940924,0.11161945055888337,0.057752905223437914,0.04850840983787644,0.11538210992167687,0.04757834041813736,0.11668072631503162
HALLMARK_HYPOXIA,-0.10887617680720921,0.003544526293802094,-0.048961958752654224,0.0425522712429548,-0.09901630410035317,0.050842196018048444,-0.0166855182059909,-0.03171782715315539
HALLMARK_IL2_STAT5_SIGNALING,0.06281876780844547,0.02130583549932422,0.13343325746664353,0.012549502031757618,-0.013410157134643141,0.07262639944225972,-0.028465802894261753,0.06341164842332966
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04949953113954698,0.05427881492844151,0.09178212726211248,0.06652339186206115,-0.026052821460991346,0.01880432200903909,-0.07168404811607751,0.07864790488805427
