,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08190495230630097,0.07831815734202119,0.08930375490310373,0.025500880330698736,0.12835407028365586,0.075902105360015,0.02491478428823724,0.02018278040873377,0.1311962517699338,0.055382865527385736,0.10025997859770124,0.012139586331138666,0.1131000271648545,0.031297841625745504,0.10041774864792966,0.08056340518819777,0.03829722316529342,0.1337628730990237,0.0846988371497395,0.012009868466403369,0.07943100883502456,-0.002598776885200098
HALLMARK_ALLOGRAFT_REJECTION,-0.11394156607557711,-0.06693204281347731,0.0850369302728381,-0.008595264127524708,0.0994992547377609,0.04438226317551755,0.02332650462996858,0.08252968749786675,0.1780165269904183,-0.02052078441652051,0.022433368333771252,0.05843220839644183,0.12119434075562013,0.0777855310078532,0.07022418737922738,-0.009231783387687766,0.1296183839573291,0.07447226838686408,0.046731074232567914,0.0021027421280585476,0.021833234935553798,-0.0942883386275817
HALLMARK_ANDROGEN_RESPONSE,0.11566911946612053,0.0549561232484576,0.12531060250144355,0.023128605899220157,0.06198856657643064,0.077403606173327,0.06413822935077519,0.09194395921953616,0.22129237044783223,0.010100894686135915,0.09443650551785696,0.06865240215056545,0.13656074751693792,0.08695406744692862,0.16067006015648996,0.04453803771267017,0.0429166448309429,0.10034532201335614,0.08168783961696019,0.05854929715452057,0.06767377671969356,0.0038795934462176993
HALLMARK_ANGIOGENESIS,-0.055449382944853194,0.0758437459026671,0.06904102307777886,-0.04363037048654976,0.03645921991747008,0.026836891737553045,-0.05330069591249967,0.09043926684668001,0.18828366731656201,0.03842335613713038,0.07937936906053372,0.006513476748622418,0.012560120927311978,0.12173462596362276,0.08407354070700668,-0.08341438321080297,-0.05778669414847295,-0.006756711543337391,-0.044219848560490695,-0.017521172762733475,-0.0617197993936029,-0.050708959253949366
HALLMARK_APICAL_JUNCTION,0.15557876130706516,0.1271057978529637,0.07974233719185599,0.0262444276963325,0.0989000736405424,0.03920998541654689,0.03213720626593831,0.09687302825335917,0.17951346457550066,0.06941766470038337,0.07105438760220094,0.014990233893591847,0.1357175263127206,0.11146790397367155,0.11440021184550297,0.10010064889873932,0.013682826750388505,0.16423246280247197,0.0759192564298151,0.04017929220923925,0.08321199955770672,0.001721730470973446
HALLMARK_APICAL_SURFACE,0.13283359798305172,0.02022815761403382,0.03700537147986416,-0.01908628328611133,0.01596098098903343,0.023114820066081718,-0.018884598582078593,-0.000565135217218673,-0.09775291474879967,-0.04774094500083993,0.017079180871485484,-0.07442407370398253,0.10783942898857009,0.06112910909758555,0.10749773957953618,0.09130529971511035,-0.009134672524707566,0.1482072010910276,0.08929158097445083,0.04362089281134572,0.05311968867520882,-0.04799936782090328
HALLMARK_APOPTOSIS,0.029950704887597338,0.024495796687252117,0.022378844702602284,-0.030785044673708878,0.03671138781428474,0.05002769629327203,0.007164909692879641,0.01621555417126955,0.024272611822952674,0.004328353244159755,0.051215677671091545,0.03442051383157416,-0.004732844633552091,-0.0715505172397308,-0.02074669104519719,0.005740517788161194,-0.07184490680601968,0.08052808365929891,0.016126253856058224,0.010874565004560998,0.05159008742738128,-0.004917311007375084
HALLMARK_BILE_ACID_METABOLISM,0.12862722086065206,0.06617524985876044,0.03930064990947907,0.04562080010336869,0.0821770963669065,0.04014000157161462,-0.04079958455824453,0.08903096180892242,0.209126369049251,0.13020846733879168,0.051495800763054655,-0.016491258390739772,0.03134623035689715,0.06887613283713938,0.06526696329973497,0.1248369573809233,-0.01298458670286847,0.1010913686493644,0.06994495064879534,0.02701207227075143,0.08219862133740337,0.0007855265957019041
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08101324609631091,0.0810937034214684,0.06609840959098424,-0.016574725728926456,0.10698389792279023,0.037447769109489104,-0.04677725346382807,0.08065959247479015,0.15931405937723714,0.06826178601690698,0.10971000563827588,0.03501849499068277,0.10533391789003563,0.12319686396262615,0.07905348249254907,0.08369762951986344,0.00195615036177207,0.08229772650961957,0.0860616063843657,-0.028152305269337524,0.1397878808330437,0.03021787713522643
HALLMARK_COAGULATION,-0.1510659509584667,0.08965331221801295,0.04484499484838375,-0.015621501927894533,0.17751924176153133,0.06329424820301457,0.06363497421595586,0.05902451136657537,0.18008445968975417,0.0747157283704871,0.119353867737462,0.04513161458152474,0.08043302105915308,0.0629543087430205,0.004422019245878543,0.08763992945368816,0.044251955735601645,0.18360346354455898,0.09197929611778598,-0.031068254210453502,0.013806182030283195,-0.006827814160078627
HALLMARK_COMPLEMENT,-0.03559585558738919,0.04177873667832639,0.15223733226346017,-0.02854427234767916,0.14664508629788564,-0.02209225470288589,-0.014987523252935316,0.08728780495065394,0.17859211278197268,0.029416414399097524,0.10089204172716379,0.03767561109887747,0.11977904022294382,0.050288038564207466,0.10898054437907972,0.06363633191174121,-0.021138024720613633,0.1291035956056219,0.1005159793681368,0.02093492501408828,0.1177837506728803,-0.06558262248793942
