,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1533015036516725,0.02694295612030546,0.031244768153579617,-0.014163312954046584,-0.009185280115838995,0.030916020207878217,0.1364664368329592,0.028818483482764366,0.02115729334199716,0.051572340617471714,-0.0027225438974030555,0.05686115662148485,0.002355008361302849,0.07376167606432919,0.07514409756824672,0.011933658166627385,-0.017335017827931662,0.0374941036501393
HALLMARK_ALLOGRAFT_REJECTION,0.034777816967361756,-0.04677556750042092,0.0701847124031798,-0.015343691206086647,-0.003925530357698992,0.0968809024048367,0.16731413401588852,-0.047639678085371825,0.030305712937942195,-0.0592489604059672,0.0460420549123353,-0.08644213226394307,0.06750413744231908,0.1004353287957022,0.05890283972370361,0.0503080849900085,-0.007551979924677559,-0.07273997816947565
HALLMARK_ANDROGEN_RESPONSE,0.10892410146983009,0.006195632659320859,0.02178336477449695,0.029734628749043653,0.001029370253832464,0.09887433545029996,0.15065584969976853,-0.010414726748147664,-0.04194906581395012,-0.023225976503244133,0.10164888597953384,-0.04790771282502634,0.030948627816404603,0.04072295389068927,0.04333994220603688,0.022905831211352107,1.3080813553726924e-05,0.0021186456894269905
HALLMARK_ANGIOGENESIS,-0.0797000857596325,-0.028228980236806995,-0.03521815775841729,0.010387668494838452,-0.010644877084986066,0.08593035305562043,0.15556900250362182,-0.017047103401724203,0.021049645123877313,-0.013295495700826504,0.05986893677073437,-0.006299181167685602,-0.08813577023021081,-0.057658699469335425,-0.028080371474207597,0.02312342736811629,0.018586830058078256,0.048859693985074
HALLMARK_APICAL_JUNCTION,0.14147029719937923,0.016564509247621442,0.04033250962103919,-0.0336075887049595,-0.007936302507596436,0.11150187052252963,0.16058698909895006,0.050370279355879406,0.03315210832816422,-0.03545750105133458,0.03539727705002789,0.02848270963479077,-0.015418745768557195,0.047834164436813674,0.06575273549256216,-3.4839519029731184e-05,0.005722965459767686,0.04465927642719297
HALLMARK_APICAL_SURFACE,0.17833731930719846,0.04720073352713531,0.02716892292053858,-0.055308773328996017,-0.06022836824576715,-0.0016952806637986584,-0.07386674053764919,-0.04693187427033085,-0.002781054796062237,0.031040179180620082,-0.024158275681933787,0.06651338521470093,0.039080034586873966,0.01196785803049024,0.03472524860043287,-0.022271546723321038,-0.022141877056595607,0.005778733777294897
HALLMARK_APOPTOSIS,0.0803573180585832,-0.06399663367860574,0.022504908065878695,0.050640644523916784,-0.0069833245957093325,0.03272671377521421,0.021093825886434842,0.01235239660834014,0.048946483341251755,-0.09749219953503356,-0.024519931775624972,0.002756066698191472,0.008737004374723713,-0.03234643141812857,-0.03172793768670683,0.04313546420118452,-0.038678868982962175,0.014362116333533983
HALLMARK_BILE_ACID_METABOLISM,0.14353628000581312,0.11313912493390935,0.07549151645787051,0.0031715681133794235,0.028874568371188257,0.12549479473838146,0.1172300452191217,0.003103582509839899,0.006244367499362117,-0.025413953841452088,0.017629089601094633,0.03577859859859307,0.004287817414019555,0.040706934219142225,0.08290241635308496,0.08715727985310778,-0.02462084121835561,0.04718507958547631
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.18991034197563625,0.037382837581121445,-0.0023475196828744408,-0.006281965072523374,-0.0004816659913051508,0.08704601029502289,0.08907528418333327,0.004900737907329091,0.031398961441026045,-0.055797911601507336,0.054820896130005896,0.07330872647177825,0.021470145124828716,0.05954293607134225,0.08002521636402052,-0.02472377366146311,0.029279300535771838,0.018600905525329003
HALLMARK_COAGULATION,0.1606411371375957,-0.010076098963697341,0.014906136579803615,-0.06585638451698356,0.015265478940450399,0.07048751379034306,0.1823105684726266,0.016319847357038095,0.0310764737861393,-0.06148303167194996,-0.02900718037047357,-0.020355234801324177,0.0382748824330035,0.028343615891801135,0.03821199436687575,-0.013611980831680628,-0.01977297311596819,0.03408213339566489
HALLMARK_COMPLEMENT,0.151674189393408,0.013213256693307794,0.03494136182470069,-0.03794650690210134,0.018320255787917437,0.05231604149601917,0.15800684115778663,0.002983161612468997,-0.011850556633747008,-0.028100555581504608,0.028449716266787543,-0.031241348384522447,0.03910713628931562,0.06722373078341236,0.0321337670811819,0.002289058505415682,0.026994671916599898,0.016716880684001702
HALLMARK_DNA_REPAIR,0.1137558707941617,0.04541108875185309,0.06852919355644824,0.06786332811320914,0.00653362949731808,0.09539164851240953,0.14135509850301423,0.001430166436042724,0.055273291282646735,0.01016177807944899,0.10052691334629965,0.05948898007339598,0.0027533454893566966,0.07211937036092196,0.0656386870760099,-0.023293825671428774,0.008328821187076124,0.04776170899264871
HALLMARK_E2F_TARGETS,0.18007756682695433,0.08545226349219574,0.008575147466838693,-0.010353104539774276,-0.051342572800304076,0.13138573710091278,0.15890560297915365,0.045482075026539136,0.02308495991585993,0.04390341602464338,-0.008803209525359106,-0.01885224891894805,0.10675250310168287,0.0003750252746918607,-0.0018545022433540915,-0.03399100192494292,0.003466336060391229,-0.003174984814561595
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.026378314918261103,-0.05192524051593024,-0.003586379253407227,0.032170078613832566,0.0358687696309188,0.11203640501695418,0.17631165685765524,0.009215064617726362,0.043266638583548005,-0.0785008575732456,-0.06408888572429676,0.06349041143278218,-0.020808993166128872,0.00484509631299228,-0.07745548776061141,0.035638526733642505,-0.004810669756857567,0.0933969998611494
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02724182731300893,-0.04880546662232471,-0.0025398483702890867,0.045462875542911764,0.01578856732685066,-0.003421209825288405,0.1343716941548166,0.0666054772852233,0.016862883070008144,0.049593443069760934,-0.03476782296837679,0.09080818975344065,-0.02578924115677304,0.036955110607404924,0.03577422168973636,-0.017860097051915547,0.029236645223649063,0.04428315869074752
