,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1598734948643761,0.07917245203277447,-0.022654325648221913,-0.019688265877724234,-0.0321739131231796,0.11970644844857761,0.04464594330981163,0.023383316418124318,0.028049807166127677,0.14715993152432535,0.06925974876276557,0.06596118352912801,0.035479510376507685,0.058811183124053
HALLMARK_ALLOGRAFT_REJECTION,-0.0005161700460076558,0.06691933620853245,0.01453794413559561,0.002604679784279802,-0.07398148848523381,0.0982717851904972,0.08093164795334519,0.05517745002196335,0.019499401935645196,0.1517086747151044,0.09751975850418773,0.0005994093536802248,0.004860895314200712,-0.08878666351037523
HALLMARK_ANDROGEN_RESPONSE,0.0962803547914614,0.07749183733136573,-0.0017126205315214048,0.07144310652280512,-0.04555396167995648,0.1064623350438361,0.09583983701595568,-0.010128986120064352,0.05455773996692473,0.11301771511439804,0.09439667323736856,0.0050780559258503805,0.03857095023456424,-0.02255551731128823
HALLMARK_ANGIOGENESIS,0.01331470298990531,0.04093970917814004,-0.02911759366808967,-0.1052848826344466,-0.04389100614990868,0.1090392462601386,-0.09783884072834516,-0.04821959707678645,-0.03339498618262389,-0.07529773623128255,0.02615864439754943,-0.035931324715727825,0.05433487091190237,-0.06976710616436173
HALLMARK_APICAL_JUNCTION,0.13400458605809376,0.09939003500279356,-0.025609983071359595,-0.008900518297368104,-0.079471593424297,0.08370617958521352,0.018218718073819296,0.03599253277849489,0.08500245866600448,0.1693951411073811,0.05758383420469688,0.05027836069432006,0.04017444991947168,0.004914012046648994
HALLMARK_APICAL_SURFACE,0.08576096013367074,0.06280072750052754,-0.0007063300068453142,-0.03905336762395657,0.059310071887896325,-0.03482895594864701,0.03127768708087264,-0.08628788108641952,-0.09358872362518901,0.17722038560412723,0.063086923350879,0.07732487689070515,0.055510055311737944,0.04789148411647503
HALLMARK_APOPTOSIS,0.0897778563566019,0.09007631164134185,-0.04315368178171496,0.08527756679416577,-0.013803066217088964,0.008911112311488953,-0.00728814739298047,0.028160498157709157,0.06282344077653793,0.0307514930570279,0.01930626507216254,0.019405257459545685,0.022352239526100697,0.027578117101244172
HALLMARK_BILE_ACID_METABOLISM,0.13604793024952572,0.04252731273959343,-0.015445674713961726,-0.0969869010106074,-0.0722575101091252,0.06486740943553145,-0.01738502354905028,0.03401822089879712,0.0620072272762261,0.0575253168673463,0.0436454076244719,0.018414430699319705,0.013669766814625055,0.0090942413954178
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0873506723379636,-0.06104747951605338,-0.03839705604184085,-0.04152853354074808,-0.01915816063738379,0.05504629818575856,-0.07829944011119601,0.0045935704393821565,0.02207069907751054,0.1598139192763815,0.1083616115945952,0.06492438496205596,0.03654021977225461,0.02377304971449149
HALLMARK_COAGULATION,0.11753243582333445,0.1256257198523659,-0.025962796019908068,0.11608404724684118,-0.05638081192016137,0.06518012369629891,0.03152484463222868,0.027356491358621105,0.0641846312155166,0.06761649410069044,0.0406645698919312,0.047336911652987514,0.03151531152141257,0.03765103109530235
HALLMARK_COMPLEMENT,0.14955243694724654,0.02255990669997691,-0.020040667178584947,0.05611230850915565,0.012221712602438334,0.10742344090346173,0.00980800976124833,-0.04142008435790842,0.05063272745716943,0.13884563371028008,0.09536920344249544,0.09068771916864637,0.041763995992329855,0.014119995546843636
HALLMARK_DNA_REPAIR,0.14008943653041595,0.0380625709352832,-0.04656199697151469,0.006394028400507473,-0.05438242261621345,0.11837540591676637,0.06658270624467201,-0.0022887216378102877,0.020597676603789267,0.1634820660617619,0.09208946752600843,0.07689111277168091,0.032583419637264174,-0.012213825646667524
