,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH881T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.048026178123324575,-0.007232920728958531,-0.05756892177287932,0.014015115228083833,0.06932280158242787,0.06721728565110477,-0.05140144487371213,0.03160224748653545,0.06759398974837061,0.13841794332151827,0.097304713154216,0.08174735513566485,0.09816049168198979,0.10088234809088502,0.02743366589768394,0.07110712228721751
HALLMARK_ALLOGRAFT_REJECTION,0.12277483950362532,-0.07756750127788566,-0.05315630390132172,0.02193735325216064,0.010481745172952929,-0.06215300465582686,-0.20989841702501022,-0.02214362429510143,-0.05958211858775753,-0.2920098810208127,0.05063591242017362,-0.1697384317356709,0.006980314323500901,-0.009752811064001323,0.05926894045257865,0.02408276773702545
HALLMARK_ANDROGEN_RESPONSE,-0.03798879711520892,0.0325178889960517,-0.02946993495672368,-0.0007070713993821897,0.16021123781839938,0.016762239514081834,-0.2101136805348921,-0.027326409792334437,-0.020384844778615126,-0.1647529871564761,0.08006155154230057,-0.16982922177479864,0.05881948988534826,0.0651729639545066,0.028022273952534427,-0.058010175964473984
HALLMARK_ANGIOGENESIS,-0.04618132195839032,0.006955248657127417,0.023594760750616606,0.031126883635336115,-0.15993679131331018,-0.03774013356678726,-0.252706719588097,-0.07894243852397624,-0.06052518560787135,-0.29257334287354264,-0.016425790222956732,-0.29643386989033,-0.07261069537329445,-0.044340762435074926,-0.07842901892834125,-0.09482561189879801
HALLMARK_APICAL_JUNCTION,-0.04921590099131247,0.007564850986329004,-0.03963985639935551,0.08860503984351298,-0.018610698888559672,-0.010017666186919046,-0.1418519940394467,-0.040264006666238965,0.06694568833120884,0.026998836018670525,0.12059819923387888,-0.1981218115877437,0.06952972002624468,0.12784213788570037,-0.015846704968843342,0.05644178820250336
HALLMARK_APICAL_SURFACE,0.08193971723773737,-0.021713325133102087,-0.011161920873069171,0.014224982358410276,0.05273613644021355,0.057322282834331786,0.15901594082565235,0.026003415301711352,0.06757636652680082,0.15128452194715405,0.06794110934554805,-0.058364739102304664,0.11852744259674533,0.06256330832619372,0.10596453477840787,-0.013245321003084816
HALLMARK_APOPTOSIS,-0.03310100240995899,0.021622659197404876,-0.01288045887153482,0.037079929214657345,-0.005510859486298231,0.000735750406289565,-0.007859528638406187,-0.11081391923873252,0.018543774992169113,-0.07687708681515186,0.056954228145101975,0.1451172882176216,-0.003602858196451227,-0.03791480368816635,0.016100783327676636,-0.04676311759168697
HALLMARK_BILE_ACID_METABOLISM,-0.037672403661983676,0.007423453570234172,-0.03491336762332855,0.004038742509493669,-0.01781899784286491,0.028907406622211723,-0.2101053041944893,-0.054615852794978575,-0.01844117337838533,-0.10884326550606449,0.03643244874369926,-0.1065051497476612,0.05407720428685266,0.08517940823140657,-0.005751776278269494,-0.029089372436757324
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0837789163701738,0.07777773290186137,-0.019438319413716064,0.015286865810484484,-0.02677642879791633,0.03455737704606013,-0.13036823071766399,-0.10119753573479232,0.02633793176802946,-0.22034936769965238,0.04951336425241354,-0.2546883811464723,0.12046486192164246,0.09065087760198588,0.009650168539218098,-0.015660900359489013
HALLMARK_COAGULATION,-0.08738016249851717,-0.04803678537970982,-0.030167879852244853,0.06945187717799088,0.0009398738200509263,-0.08673226945320722,-0.2358519870816447,-0.0721692494170089,-0.05570881295360556,-0.33513277731228447,0.034213121421832055,-0.2147733134356187,0.06284529534295483,-0.05039833104198001,-0.02373676508511674,-0.13569691376575
HALLMARK_COMPLEMENT,0.11810429931314156,0.007987842539580512,-0.05248188964776216,0.02671762812879883,0.15436167791118213,0.02086097803409965,-0.14487638427025915,-0.06918485678910406,0.038552999507555086,-0.18632821197767838,0.08151831384674431,0.05807305960796653,0.07575905753679968,0.027907375647879255,0.022965303999401887,0.05688744124951821
HALLMARK_DNA_REPAIR,-0.0486117699572132,0.06475112635157956,-0.03653225179231649,0.02589981592707799,0.1356900261957127,0.05334997743843185,-0.12173908488744614,0.0012013366516450995,0.10290573065946014,0.19929129590191796,0.11868443940061431,-0.11796333814325648,0.076984727398854,0.11149108467827167,0.025375236919785223,0.08076003260629895
HALLMARK_E2F_TARGETS,-0.008207938959253381,0.01264096499665347,-0.06800568892323154,0.03496898273003849,0.09255007231431275,-0.0018318891598254174,-0.15792235965072782,0.0246111266497115,0.035999944555077316,0.24339313812633803,0.0647270105517416,-0.18056215963179503,0.06268196295138043,0.10643224537004853,-0.051486398312128374,0.08154608950838295
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.13987302745907929,-0.011873178596392336,0.020899213933891908,0.02791853436049735,-0.15553066085454897,-0.03581841140823816,-0.17234867859239128,-0.06320428109250899,-0.025567848734742004,-0.29373184172937356,-0.0021147370641253034,-0.30439843861003396,-0.02991097923245968,-0.03759026771421487,-0.09675365520454104,-0.04389293808694212
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05481723062520618,0.014249484058641725,-0.021093421572948193,0.006581773913305222,0.15405552618656024,0.05454958507693971,-0.056014160054358796,-0.017888638856447835,-0.03233148546205882,0.2763820806873701,-0.04873719896726218,0.2607376204980892,0.11447153580197617,0.10056687783544538,-0.008097738523153734,-0.011881359556239509
