,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04709341370454418,0.034707602566086654,0.019683632822277447,0.11162227764280075,0.1208521434760599,-0.017430831890999057,0.04065889928778498,0.07856071491275778,0.054187029401939424,0.010408280376731329,0.08150599252120186,0.10953497218548562,0.18007235333369234,0.04367711137750889
HALLMARK_ALLOGRAFT_REJECTION,-0.03161508104700448,0.08573740884668161,-0.028182760854204174,0.11558750956879392,0.11749029039788049,0.09013170442174262,0.0028279571570118743,0.13702523191242608,0.04835042473501695,0.07543119984297432,0.05000193246219938,0.06681846141939117,0.11302165731327,0.0863975904398115
HALLMARK_ANDROGEN_RESPONSE,-0.01534712740999614,0.03770319906422944,-0.05767981999068214,0.11063862398546159,0.14851195926896357,0.07917483984510293,0.0685204545367723,0.1315765516972199,0.05653096211509171,0.04585196676449799,0.1142135236102713,0.12980216034819456,0.0865842991396611,0.05541196748749036
HALLMARK_ANGIOGENESIS,-0.040457317909632314,0.024998388530455235,0.04278121081850083,0.11335053766723145,0.10834306988072806,0.0021451710721713335,0.03670297469446916,0.0007972589962003866,0.07201466153573748,0.061405765064742907,0.11766257491533894,0.02524141197115925,-0.1171693599984083,0.07743014205947746
HALLMARK_APICAL_JUNCTION,0.051213049920209724,0.05483203845674754,0.01745389099385557,0.14171095476441817,0.1286284613792901,0.049542922743935645,0.05856572097367335,0.11654207387148192,0.10004210674820643,-0.0018624768051322023,0.07549840979557798,0.1156612153216286,0.1417581892453021,0.07928978367551963
HALLMARK_APICAL_SURFACE,0.07300646566638218,0.0670132715563608,0.04149391247958874,0.06732381713411313,-0.05429335207411439,-0.00831589761452864,-0.03254150122653231,0.16243171456280214,0.016963996510976825,-0.06497147833542824,0.048311548834363345,0.10721107339801944,0.1249772400685186,0.04203112225824371
HALLMARK_APOPTOSIS,-0.04865195458917165,0.06063684219113015,0.054077261187785844,0.01217270765311987,-0.030392262121752067,0.0508805247444239,0.01606399000735768,-0.023365241697664168,-0.04705529206071637,-0.026474218325657207,0.015904111084248627,0.007758665697910524,0.06717326733871447,0.018982115791584247
HALLMARK_BILE_ACID_METABOLISM,0.0077630435509978375,0.0207832157563854,0.06118721079347697,0.12035427855915767,0.17139698081775312,0.04833663135290968,0.02146864161310175,0.07710978065718621,0.05221946799843198,0.005838224609528603,0.07541221578039137,0.09364935524287143,0.15214404121536013,0.02101142194829216
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07559878443768187,0.04086921704354111,0.007888671063778137,0.11659289381736407,0.1328181791498991,-0.01065521962294312,0.036358887458687573,0.10404198081340295,0.05855683287769547,-0.028817748913086094,0.05621724374781163,0.0884856043441594,0.12092270531703346,0.03200755047872404
HALLMARK_COAGULATION,0.012408587573978188,0.12045199821544045,-0.020975968183235872,0.10890044789560957,0.09700722847959126,0.08876588357185107,0.09981749188993815,0.10364813454525677,0.061814920403219384,0.014183270275771962,0.0361365704351063,0.11940744146859121,0.11800324692529897,0.057922593167962354
