,UKF248,UKF266,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.011670962761956278,0.04954280062918585,-0.06548654810852342,0.06862470642021413,-0.01233257005380119,0.09203996195857357,0.11752136400850012,0.035869222791344725,0.0626453317819639,-0.008559758251816488,0.07859975685980064,-0.029167391693931448
HALLMARK_ALLOGRAFT_REJECTION,-0.021256206754625567,-0.028086228986028066,0.020051192047444034,0.049695243115250455,0.013811338333977246,0.06137077760110601,0.09511888471793382,0.006037064765599748,0.04039451458911424,-0.05152942299125208,0.042440266039527046,-0.03894445989474147
HALLMARK_ANDROGEN_RESPONSE,-0.016667962594492842,-0.017585639932363523,-0.04527638695878701,0.010969062546113345,-0.02854140244921961,0.06729584573162739,0.09871341658766213,0.0761376389865332,0.03629596843774323,0.028284173945790872,-0.009796425848847672,0.04974229300135797
HALLMARK_ANGIOGENESIS,-0.08167919217220608,-0.04211134886045442,0.008624244175080495,0.08514958664628265,0.015034925420663443,-0.05211677251491459,-0.011119461308811491,0.028068090701505757,-0.007504341328755262,0.0742522097236609,-0.04236494781503433,-0.03857013062096371
HALLMARK_APICAL_JUNCTION,-0.007516809000261825,0.012308286244352143,-0.020266438276271163,0.10205871383042103,-0.027120809557846928,0.03925601152883158,0.13797136616238584,0.017708706636915112,0.06926454615218319,0.008342794871974672,0.029843741813267786,0.03928020009417086
HALLMARK_APICAL_SURFACE,0.010354378768143867,0.026552108565545587,0.02601582591294475,0.0942476263116334,0.004193616046318189,0.016489172498573776,0.0854224324496749,0.016524140209449836,0.03653526480296271,-0.010976681128306505,0.05997556665624683,0.03726887042770011
HALLMARK_APOPTOSIS,0.0486821730574959,0.018095375901542497,-0.03479324611564456,0.03425591280536337,-0.026717623494813877,-0.009323551831614367,-0.03721932115027155,0.06526816718373141,-0.011790174584279212,-0.004177195021246121,0.034085506211748585,0.035950069746096325
HALLMARK_BILE_ACID_METABOLISM,-0.03041596775785671,-0.0598240059386675,-0.0006883911594706897,0.04628053463686842,-0.02447864484206047,0.0730848057925698,0.10474492924469256,0.007392657383652888,0.0449078391972043,-0.013372256433849575,0.04503441104301563,0.06244194211680834
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.026881356849491382,-0.01732934062557153,-0.03258495583224977,0.05466276662935867,0.056851172211613316,0.04044433872581313,0.12341771606749893,0.07653599811269159,0.02470868032058094,0.013810660212925804,0.02812238930753416,-0.0034251540370825733
HALLMARK_COAGULATION,-0.032131713519994366,-0.026443704584621742,0.029070979891689407,0.09257664051162907,-0.027636527420810256,0.03877391019983931,0.07225398034245603,0.03655264170607401,-0.0007241755540999163,-0.002637650944429837,-0.02065245972635041,-0.015107576849591613
HALLMARK_COMPLEMENT,0.0063166620740986576,0.03617014255625684,-0.06097400172916936,0.01580339865008564,-0.04641515323493917,0.002136230318400219,0.06973878040475616,0.024308924919493987,0.03952887939762107,0.007720642310425842,0.019871130317749976,0.0201366026353021
HALLMARK_DNA_REPAIR,0.026319302715181257,0.03103263113913291,-0.04682219039734059,0.04775378704610402,0.0467388310776,0.049456856745536015,0.13681442148711573,0.01133121400764474,0.07845359664649529,0.00011524625630907082,0.05297011085402249,0.020747469207496667
HALLMARK_E2F_TARGETS,0.03840096540683194,-0.018747180310796537,-0.02078641716539566,-0.0025048789152915395,0.126057138032253,0.005508367471204967,0.1317764387574912,-0.03848477666253086,0.05197630728834698,-0.013235089644465292,0.05414682739047933,-0.005126977973641408
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.026438935835332276,-0.012566901364728565,-0.05202693834784395,0.04008198744983199,-0.056054909799046426,-0.05079825463293139,-0.01100306246896022,0.039678759374409046,-0.004143820550809001,0.023256260930208567,-0.026865305478181903,0.012830516411066587
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.033738722622668055,0.042277134219780625,-0.05822381338263057,-0.02268823214937587,-0.03842356945639424,0.002740882984792696,0.06695463797176122,0.021931916920101577,0.06224441636530248,0.024966917651749857,0.007241688393780005,0.03376681278869481
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0476492408781808,0.05096342825515185,0.030584912412895213,-0.01115148066454421,0.11600777106074148,0.05927116084276844,0.13593763415316168,0.005487378068402234,0.03911501317146452,0.010816559721044958,0.05112019954594494,-0.0076915804001567506
HALLMARK_FATTY_ACID_METABOLISM,-0.030752122181296845,0.01352833453244084,0.005030391293832196,-0.054133600506576535,-0.04587349304548553,-0.11588291479478335,0.041847704415325294,-0.002252675928682447,-0.05367088573093124,0.03883983630806604,0.01891824399720366,0.001583250235379295
HALLMARK_G2M_CHECKPOINT,0.003048833914388951,0.013398332228177295,-0.029262816646814356,-0.02189516554001437,0.09822440645804693,-0.028795234194566546,0.056771203893545466,0.02067094706752418,0.07995086556774438,0.006945665435867581,0.004408634336698805,0.03036322592597137
HALLMARK_GLYCOLYSIS,0.03189117537147467,0.05023963939525403,-0.0631076899641858,-0.0390501476391474,-0.022285928149207164,0.00548177522192403,0.081234086970696,-0.0007773396949917255,0.05754326811165377,0.023262400055955215,0.009576988879516244,0.0364168297671275
HALLMARK_HEDGEHOG_SIGNALING,0.019743404100896103,0.07616464954730824,-0.013662670597983472,-0.023682700989119062,-0.00028261548210449706,-0.03433246793428194,0.11231008061982165,0.006062852636194144,0.056142513844951974,0.04961078789958002,0.015241435916009549,0.02934255253575623
HALLMARK_HEME_METABOLISM,-0.018957955761662846,0.056285654940063094,0.0034730365316301523,0.0497998477051458,-0.04302867756384067,0.0448131316283912,0.13706428243200683,0.0213692394620602,0.0664033823672497,0.003197920154912497,0.01613688591831185,0.022561216712264336
HALLMARK_HYPOXIA,-0.02222044343927789,0.012786046057186608,-0.058684829363398944,-0.018410621126208716,-0.013443870289562605,-0.10966659126826395,-0.06620939306791386,0.03160421614718237,-0.06121509197595809,0.0632555678336428,-0.03934958035524761,0.054170884992286644
HALLMARK_IL2_STAT5_SIGNALING,-0.0017783144519296322,0.04235788290428653,-0.001826871436846947,0.025280736606121335,-0.08799114958768825,-0.0031897427171367625,0.11561315275102765,0.039410619850117394,0.036289014332295894,0.04976212560814856,0.061038962752269214,-0.03006628833727015
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.01429647727174422,-0.07058476992521306,-0.0027635067741220353,0.04013680673939786,0.019874382922087548,-0.008715464491512236,0.08757322500139172,0.005249313634743305,-0.018257896984373415,0.018877415931347424,-0.006709692820424118,-0.03896758283415338
HALLMARK_INFLAMMATORY_RESPONSE,-0.00286374253585206,0.03568669331237108,0.01431746516674295,0.02777746728459803,0.0767699243058313,-0.0029796293029493554,-0.01167439297594458,0.0009327527661802953,-0.03524466237668065,-0.0041230784901408225,-0.07817306753355192,0.04757489874645539
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.014371973835875098,-0.0243272123283663,0.004523081753339702,0.10359685350769532,0.05351106984087195,0.08877833987863967,0.15770339883216614,0.005324321158224377,-0.0017138785090016183,-0.03214680759680073,0.05279429996268014,0.013470393425715939
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03551107404706516,-0.010988777497995345,-0.06399897323645976,0.05562140029148681,-0.03995185083781596,-0.046019745558670354,0.01848208375292036,0.021289387971647495,0.027029578860067436,-0.018319677733749665,-0.02092834548299453,0.01399331351463276
HALLMARK_KRAS_SIGNALING_DN,-0.01930313422066537,0.08812824113331404,-0.031118567593668576,0.05527687065527361,-0.010604777707409592,0.050347157890712375,0.11593407945369462,-0.005019772538789178,0.08210257618626689,-0.012013673756179212,0.03817080519661857,0.0022696476756264876
HALLMARK_KRAS_SIGNALING_UP,-0.046429513461353496,0.06066591623210409,-0.01341340086342725,0.06965010443111315,0.04872093616191654,0.03704265268751404,0.1141499107153321,0.09250336184324942,0.06567352189805026,-0.01993044461638347,0.0283502658681325,0.0335085557899333
