,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0898553624157427,-0.004464495272304062,0.006991127607662502,0.11023128574448139,0.034815063196243105,0.0513970647111347,0.08592303956593919,0.11655421522214499,-0.035866161576577994,0.022879603588423707,-0.00535801479188878,0.0626067150823548,-0.02783128645235253,0.005426970742581087,0.007187301138181154,0.06472651231375949,0.08732966340171817,0.12498295928428468,0.1077752657754914,0.046354363971322,-0.0667705059891174
HALLMARK_ALLOGRAFT_REJECTION,-0.022752295848908748,-0.03688865928121418,0.00868767349702256,-0.0012597834206042355,0.00016116696928790026,-0.020822294678906672,0.0648785022722914,0.1984721430143266,-0.0497358648111742,-0.011037767879899631,0.0935023201329963,0.09736821862403164,0.04215070366962642,0.0038167883018735047,0.005177034145587468,0.14395007546194885,0.051163573737785524,0.05185253534772038,0.005953633407831871,-0.07010832619658984,-0.08753684633298543
HALLMARK_ANDROGEN_RESPONSE,0.025689704768627905,-0.033129565832357565,0.03111547139367432,0.014635777930389428,0.0526278218977182,-0.08986017358778581,0.13208410552867578,0.14583842063588898,0.05948949085650937,0.045843396417705594,0.05930542362728809,0.09848446471651323,0.06773430375397158,0.023732666727028638,0.011667492854965005,0.018375660586894476,0.11006897677208284,0.08256989216860104,0.09768342195277918,-0.04014252188383704,-0.031772179178933636
HALLMARK_ANGIOGENESIS,0.07199315343560066,-0.09708531373747366,0.029747859040039258,0.05835945570036689,0.1069591243852075,0.017374673110206924,0.07707783302434132,0.19921863729586045,0.03192446407995231,0.008670049846452558,0.06924863448952345,-0.009112376892210837,0.051275178163911334,-0.03367940858139791,0.08995916639909382,0.015603621944238444,0.005617110952773945,-0.11798826960278001,0.14308299044637285,-0.04305285230887047,-0.05708682324686936
HALLMARK_APICAL_JUNCTION,0.0814770538483448,0.02550948728601297,0.03468836461650299,0.10180432658949201,0.012336977727680252,0.058474240748314685,0.10886343466793617,0.17337950207004044,0.003940464809379718,0.029331042480033542,0.08210611307406905,0.10773553386977795,-0.004160566625487843,0.02196151109579009,0.019316340629598253,0.1255421692447902,0.07781589121134493,0.13421201756594187,0.11430994699617669,0.028371607679074224,-0.06933587678438555
HALLMARK_APICAL_SURFACE,0.07179632821755633,0.04988414600866407,0.03492062264217406,0.1205039869272652,-0.035748377815895155,0.022035907656220523,0.024896147635906307,-0.06782430111263328,0.0019066810463579172,0.003320385073566802,-0.0016223615641314728,0.0981266879812192,0.014877196837819498,0.042683972168823116,0.02892801482487442,0.011093068496351647,0.10109611025984824,0.08812937411437433,0.05831904285226961,0.06417293186821024,-0.07686316375831483
HALLMARK_APOPTOSIS,0.023071111051801003,0.03450572624395414,0.0019610604823225974,-0.044961382047782474,0.09990522000120533,-0.08546055477069275,-0.01976148988505068,0.027454139061239,0.08002257886970457,0.08204591243729026,0.0824138461849181,-0.0017410403272647614,-0.07431910584414983,0.06465110718923534,0.04469408612814796,0.038786932570848094,-0.024985992778880663,-0.1380763955856807,0.07592007471465914,-0.018580033358751566,-0.0697141162185272
HALLMARK_BILE_ACID_METABOLISM,0.09795152305705027,-0.005980466711237918,0.028820936338387122,0.09385162426927508,-0.02377751876271349,0.0764158713482086,0.08739540175779552,0.14766782967565628,-0.04776134317879684,0.016701930612213013,0.05424039488572549,0.03549793147130733,-0.012401674372079582,0.09395999616117878,0.056628604744529555,0.03700595245452641,0.08567049371423897,0.11839930063517139,0.005505495708101739,0.07562217598375391,-0.042344634834750504
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08579412018453542,0.02500707476980114,-0.015975445023357026,0.12330593823607994,0.043813668317558854,0.07537342535544529,0.10978362749426632,0.1077132615797573,0.03821611259051565,0.024185985044354534,0.13642396564479775,0.08781922795472812,0.040244968580152196,0.03998880727573878,-0.0341600996494752,-0.002865820754579719,0.11896672928965496,0.1628242097729976,0.0657381106171486,0.10615564620046972,-0.029776077896309427
HALLMARK_COAGULATION,0.09060162646996271,0.00603402141333105,0.05044510697389653,0.08752768376244398,-0.013480027583766308,-0.0188603160402381,0.07892446095010101,0.14568617535928138,-0.018397985217481743,0.0458454148639083,0.1318607916494149,0.04868852349726695,0.03733618533608269,0.027433348949721215,-0.03378184645213728,0.13043932339050157,0.040124128140114436,0.06654775164874413,0.12935210264544128,-0.017374258373166446,-0.09307719771606834
HALLMARK_COMPLEMENT,-0.0048568990947437845,-0.04469405375414358,0.027637921775508337,0.034806262715094544,0.043627528551740784,-0.04317502519194537,0.06636116997331631,0.18940789449143924,0.022654606217065304,-0.0243425929294928,0.16186786183833396,0.0697576220324068,-0.03642589231546904,0.03013511651674037,0.0973134176664371,0.09478080791105185,0.0530462026631019,0.052270529637034886,0.09884183229366614,-0.02099805278755916,-0.05842568135677304
HALLMARK_DNA_REPAIR,0.034913673650094984,0.01912328269927626,0.046223156919808134,0.09340527035935839,0.09969896929330722,0.030449208887087936,0.10098960989550555,0.190130335434406,-0.007864170602570266,-0.022214622229674713,0.02653957702470845,0.09564345803852303,0.0051448278237755845,0.048268335122306986,0.03767001179705774,0.11649560628671843,0.09777081887689558,0.15604328420415878,0.07863101448133607,0.017538558872768735,-0.04898445885723537
