,UKF248,UKF255,UKF259,UKF260,UKF266,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.12279014015874758,0.0625072971615549,0.054981630478921,-0.010344515651204526,0.06060991381510127,-0.03493699306132044,0.04467746717037287,0.1758717693496723,0.05810373980601571,0.03287549350628811
HALLMARK_ALLOGRAFT_REJECTION,0.07895882796246927,0.06467789305916902,0.0071258420763974,0.0725369215612992,0.1197437491803941,0.0038297819763047944,0.046504356369685355,0.14624139456799395,0.04886616689987258,0.0928762304103071
HALLMARK_ANDROGEN_RESPONSE,0.16558229663689686,0.021005921963892952,0.02807478234633662,0.031610778165943335,0.10725975768791166,0.03600298266097171,0.026277222441561224,0.17197212048321855,0.04385432894154546,0.10314649619954777
HALLMARK_ANGIOGENESIS,-0.002858028031932434,0.023086737780747074,0.04057310491791484,-0.05692926370357558,0.09470137107816656,0.0618900508224131,0.04433117638008472,-0.07430575554408936,0.05325353122864436,0.09526733900382861
HALLMARK_APICAL_JUNCTION,0.15061192543406418,0.09271937443297396,0.037735326956483684,-0.005493524923875678,0.12337406031981961,0.010717727839941415,0.04135871029415269,0.14299194307793503,0.05664794205627467,0.09136665343645092
HALLMARK_APICAL_SURFACE,0.09914837158508741,0.05313722009910179,0.008643718231849751,-0.056852942122515064,0.01969930795329682,0.009648244664921726,0.04521633520161859,0.14194544898823494,0.057100360662524774,-0.0197627360244116
HALLMARK_APOPTOSIS,0.04863706184011534,0.04767365951798297,0.021196871931111312,0.06760371762880663,-0.02124432776390439,-0.0394504678811703,0.0904291803084458,-0.04881911434364011,-0.03391351544652174,-0.009884533682319799
HALLMARK_BILE_ACID_METABOLISM,0.07632600901419972,0.04491924605226814,-0.03551903310998276,-0.06317566699616282,0.11762973822306187,-0.06383419456649335,0.03932406240116615,0.15516679337143208,0.05838667559468458,0.01103594942991184
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.002482821300382672,0.07495875505813475,0.025416869409521453,-0.034266472408370365,0.09817995131936323,-0.008535615042397766,0.05643233394280899,0.19105137382167847,0.03027247843283202,-0.054244893670539016
HALLMARK_COAGULATION,0.1492989648409066,0.007771578545779635,0.0016001664628850106,0.07717117757270597,0.08409267345400728,0.02954139549906437,0.08460207483984265,0.16547080251581686,-0.03129784446248513,-0.01614244546979578
