,MGH258,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.004031076915554483,0.009656400029821474,-0.00921743775717012,0.0028002501109302986,0.06830229995679812,-0.02213430961905491,0.06390248266471323
HALLMARK_ALLOGRAFT_REJECTION,0.045368486294071385,-0.034789388874695085,-0.027648625380245727,-0.04479864512956418,0.10557687934387941,0.04182948672229851,-0.016368861012096756
HALLMARK_ANDROGEN_RESPONSE,-0.07136652327257836,0.0015093413670992596,-0.06672161789495816,-0.022120823996227786,0.0909258031309567,-0.026393250297376398,0.0015556461120197
HALLMARK_ANGIOGENESIS,0.0405074296254481,-0.011178273095672016,-0.059153277929634894,0.0029710317779060888,0.004921345050852582,-0.11291323558864538,-0.006553465110630102
HALLMARK_APICAL_JUNCTION,-0.018243171928131404,0.022283057996726512,0.0498842918998688,-0.030654201645114416,0.07889395377415565,0.0024567811298752476,0.05925427747615087
HALLMARK_APICAL_SURFACE,-0.007205023548346597,0.04640322009711118,-0.0011268733020713113,-0.049268570984548565,0.0873893575708217,-0.0169137008166783,0.03600197297549985
HALLMARK_APOPTOSIS,0.029219657935222392,-0.02298382988994682,-0.03253744730120311,0.07387836895535725,0.12264129014331372,0.005742527682271226,0.03883488890910035
HALLMARK_BILE_ACID_METABOLISM,-0.025591504733872398,0.0247939845984403,0.04230718338959657,0.024898224457194022,0.027037682464895598,-0.028813028350846953,-0.06516149196407818
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008808602540599465,0.05099823763917268,-0.009946289040145443,0.03459537693380358,0.02277679700369462,-0.07452414977503946,-0.07502026197654933
HALLMARK_COAGULATION,0.019954236747149783,-0.0038333066767627703,-0.08111866633472824,0.07206787653769975,0.11367208747552211,-0.013850323113167327,-0.061002582839031504
HALLMARK_COMPLEMENT,0.01022701465402989,0.015930638918873356,0.03471042313386651,-0.08046574045759858,0.018906748268852323,0.009332603714452407,0.09039693214330576
HALLMARK_DNA_REPAIR,-0.016230113502799196,0.04311600283864812,0.03147667541066138,-0.031227752024529536,0.05557377646301397,-0.060608116156808924,0.10643572884560908
HALLMARK_E2F_TARGETS,0.013940762818576856,-0.012581286689814437,0.04285681525165546,-0.05385638331211486,0.0006575462161175999,-0.07634793210299455,0.11016710543816431
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.021347633267094344,-0.003824647735115536,-0.0674511939057326,0.020415209055373588,0.09996913801215018,-0.09540339458722817,-0.02112506107734042
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.005394886149094366,-0.02273065715616344,0.06259743104639012,-0.022549597275048065,0.0688178224988928,-0.07426585668352484,-0.05741965355060752
HALLMARK_ESTROGEN_RESPONSE_LATE,0.02065833959616266,0.0461638122986456,-0.02210289204034687,-0.0304762375088491,0.018926854927249763,0.029383851288277498,0.022126339217854056
HALLMARK_FATTY_ACID_METABOLISM,0.006386157891461026,0.05325180989323905,0.015834126027364472,-0.05797145490866799,0.017163083256220665,-0.00544430852027758,0.04129773924777107
HALLMARK_G2M_CHECKPOINT,-0.029004999198536774,-0.04484594897990235,0.0462245242313411,-0.019918182180538455,0.01880936163933249,-0.10605110896789076,0.11170064557681918
HALLMARK_GLYCOLYSIS,-0.015925654289284986,0.020609877975580573,0.0662060265070729,-0.03236452882282959,0.03941338218542052,-0.06721852719111632,0.08365708080827006
HALLMARK_HEDGEHOG_SIGNALING,-0.04545718823303842,-0.035978870733533765,0.06262339935682464,-0.04368073070388427,0.0046179872934917114,0.08953095503267544,0.10432307235710386
HALLMARK_HEME_METABOLISM,-0.007049357404460954,0.02190333722933727,0.05900285864342152,-0.0020727263851945026,0.06003831111525445,0.03846418309459237,0.013369838775233898
HALLMARK_HYPOXIA,-0.030640668811957636,0.04555612238527795,-0.11086002591249126,0.01014814442211052,-0.0009835231427356838,-0.10351283746799161,0.053846176767801165
HALLMARK_IL2_STAT5_SIGNALING,-0.018737116716788453,0.02659642664982781,-0.014094572379369565,0.03861872772627067,0.03638789415200811,-0.015504313602369367,0.011732385523687166
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.016103528652121394,-0.0746663429665985,-0.0745526957820641,0.03253611600037991,0.10878806646350098,-0.1153701120001361,-0.023130431627085675
HALLMARK_INFLAMMATORY_RESPONSE,-0.04630555018632398,0.05444440879583285,-0.05380841135599521,-0.06637229921769258,0.04223042491399442,-0.017072058861575923,-0.03749826164883436
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.016791026934911663,0.011895587444576585,-0.0021876867676106433,0.02196542758122545,0.09248147997817394,0.11229873678812732,-0.027639147908886212
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.01570898045688564,-0.01619037650166173,-0.01971636339783757,0.005722615624958765,0.10641830652588043,-0.11435980107458744,-0.006888320122134267
HALLMARK_KRAS_SIGNALING_DN,0.014777624522976342,0.022997211492406452,0.08740818110617338,0.050921263880656396,0.03737588373732713,0.10562226793190038,0.053465863797463174
HALLMARK_KRAS_SIGNALING_UP,-0.0031993972028857877,-0.012437083439998924,0.05737023210971587,0.015966172774621906,0.1065463251971292,0.08982769271922866,0.131678129506246
HALLMARK_MITOTIC_SPINDLE,0.0112711626854663,0.00763129415921236,0.07867327127515855,-0.00955383872022511,0.0523725988624628,0.028961950442213353,0.07747973948935194
HALLMARK_MTORC1_SIGNALING,-0.028660832834681092,-0.013392226255993499,-0.05135798288705666,0.006379871978243394,0.04448494997581315,-0.07003033069380296,0.06491194581577303
HALLMARK_MYC_TARGETS_V1,-0.015490131741447253,0.04001967220070279,0.06484014232332812,-0.018029286733627064,-0.013603948430623104,-0.10042683806480968,0.06271975938227593
HALLMARK_MYC_TARGETS_V2,0.006437429649472374,-0.006638663580164215,-0.009295213239049317,0.020256241543490847,0.038893258484597897,-0.0856859176919203,0.044867177232722634
HALLMARK_MYOGENESIS,0.02448781373107104,-0.011007635211958498,0.025555959214542675,0.029870466706452936,0.11337332430536994,0.10100235131660136,0.047158120866956546
HALLMARK_NOTCH_SIGNALING,0.03698027754857782,0.0594478466887549,0.041294378652539106,-0.031653598614929036,0.012186084008843,-0.06535376762131163,0.0018318096568253738
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04731109182454888,0.04769773077813594,0.0737442236542478,-0.006546263612588017,0.009310306136469153,0.03819657699356647,0.1278970628102963
HALLMARK_P53_PATHWAY,-0.007935777591661437,0.05040223390179492,0.012696820959962208,0.04288485940589993,0.03422792229965942,-0.08043811367233057,0.09492223327587174
HALLMARK_PANCREAS_BETA_CELLS,-0.05145443043248115,0.011688388368089482,0.10639400281942854,-0.019147402536950603,0.012039912610920358,0.0887517173926243,0.06593775750495785
HALLMARK_PEROXISOME,0.00012004466668181002,0.020248406042712736,0.07622997008364996,-0.011833326244724239,0.05337350367361374,-0.01309757990941559,0.06284515546248058
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.031344145827279686,0.023349822960067344,0.099870385850686,-0.07799523952552682,0.04416294443732825,0.05241271696449689,0.08401434255468143
HALLMARK_PROTEIN_SECRETION,-0.021122528434016085,0.023968526574067995,0.01367796255679987,-0.02105576448941304,0.016049805465901113,-0.017847460648204593,0.11449753457423616
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0018398090178563824,0.03956659028615758,0.004865054250736892,0.03599313915825012,0.08092877323290161,0.07916741345972714,-0.0506056000464735
HALLMARK_SPERMATOGENESIS,-0.02418670117431487,0.018304347690683852,0.12170482057242087,-0.035582516717709164,0.016628398163994078,0.11118341937513868,0.002408734744009844
HALLMARK_TGF_BETA_SIGNALING,0.04822604070712381,-0.0056292211171943595,0.0277915422691644,-0.026228578871728966,0.08141205918731724,-0.034281154201389503,0.0804666668156177
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.09752575015403649,0.02988442152637454,-0.035886167845619966,0.0012322029510289266,-0.013655381521283514,-0.1282059901950839,0.03042396347867343
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.017605727024996933,0.012255999188282457,0.05105514871474499,-0.013978494880921129,0.07325235049898628,-0.07183417764892304,0.0626522598989792
HALLMARK_UV_RESPONSE_DN,-0.034002103678326116,-0.0494238414003352,0.02079364717663179,-0.034542629416348364,0.07329737964413792,-0.023910020835209236,0.05046660524795988
HALLMARK_UV_RESPONSE_UP,0.01855669019528377,0.026716234596550672,0.06956597230084251,0.012581726119516504,0.042786897878293144,0.02270145653028893,0.046844190265615024
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.011626993524070183,-0.00850839259576112,0.03563251406081351,0.08221420856101758,0.058076355566695124,-0.04451238342006676,-0.048767087703846544
HALLMARK_XENOBIOTIC_METABOLISM,0.01561900687712128,0.041319174970777396,-0.005747885151538483,0.0915738923824294,0.08773524291500652,-0.04692479712674226,0.01885040153232958
