,MGH258,UKF248,UKF259,UKF260,UKF269,UKF334,ZH1019T1
HALLMARK_ADIPOGENESIS,0.08197565084041591,0.05848859229771178,0.02529405224569844,0.17024266919421463,0.12661734182134585,0.010921698285770418,0.11456935321944019
HALLMARK_ALLOGRAFT_REJECTION,-0.10671581313862571,0.040982846922893786,-0.010299465531802112,0.032537075620291143,0.17022898570955627,0.03262672139811496,0.17811171028300926
HALLMARK_ANDROGEN_RESPONSE,0.0811998454581118,0.05877693485498608,-0.03815372021473047,0.09835567820527005,0.17166336640557445,0.09163336880388573,0.035815713313694854
HALLMARK_ANGIOGENESIS,-0.08419999049756671,-0.01847379856554827,-0.005849731037798347,-0.09402452209598886,0.23197838833426956,0.1312361148645697,-0.08265654595525186
HALLMARK_APICAL_JUNCTION,0.12398523565543812,0.09973107543388234,0.02033493885078944,0.09104579134697158,0.16138879948282323,0.07999830760955856,0.05372551940273844
HALLMARK_APICAL_SURFACE,0.09293009921297721,0.0718979731320934,-0.002347448222262603,0.060306571816091656,-0.11340337114111249,-0.01595436039866148,0.11679903802313225
HALLMARK_APOPTOSIS,0.020152095873308146,0.0379411730166625,-0.002605402148496561,-0.14038063197800046,-0.016579260398388314,-0.03271871429755299,-0.026646558979079717
HALLMARK_BILE_ACID_METABOLISM,0.13622805129858095,0.0343581569907889,0.004927303273404937,0.12027591355304923,0.1374259386073626,0.043206992417785056,0.04589345826128798
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08130900543566576,0.029801140493705174,-0.02001031663310338,0.12158648280791716,0.06336856614567124,0.05781231325477128,0.16762189634447539
HALLMARK_COAGULATION,-0.15230431117529192,0.08452885120040302,-0.0056894685817146075,-0.01585345338064002,0.09729240671627987,0.02990380606881752,0.06800883526924814
HALLMARK_COMPLEMENT,-0.045963229289881946,0.03292870220687888,0.034088057890389545,0.0630380658547868,0.19810449795544055,0.008081768343398597,0.15537665596360067
HALLMARK_DNA_REPAIR,0.1638717903567514,0.0790962659980246,-0.05784688372183033,0.12335370491486572,0.21125061820451935,0.13059846091772642,0.19470388645893577
HALLMARK_E2F_TARGETS,0.15420454977501835,0.05590610612779669,0.012874041056644837,0.11662552169490846,0.18913962489346733,0.04000305346740315,0.08644287720110486
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13374827951208906,0.04488247092354722,-0.015673904071042945,-0.08510924045120392,0.17213100095992867,0.11405778855332026,0.003963872368507298
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.042620757935707,0.03639747030442757,-0.007774134994468182,0.06075645788958463,0.1322663285216321,-0.04182447999412882,-0.0015698268388247567
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010077952256118409,0.07864632480387523,0.04196700224907462,0.031709286002911355,-0.008916533565685617,0.09697610883832905,0.011704825492510059
HALLMARK_FATTY_ACID_METABOLISM,-0.09439726456303321,-0.015478879471394721,-0.02917190622523201,0.060285607366780285,0.07192402724296994,0.040911003029934334,-0.010960421770804404
HALLMARK_G2M_CHECKPOINT,0.11699552621454964,0.07455869577364632,0.007160711993286827,0.05030622436131469,0.17279724479526234,0.12548082027850047,0.11627910458959277
HALLMARK_GLYCOLYSIS,0.14600912632569932,0.007543796592462483,0.021666473538352885,-0.018034780200035135,0.19105681459084356,0.09508246162193194,0.026193384285684372
HALLMARK_HEDGEHOG_SIGNALING,0.04537913884356454,0.008513290020074551,0.013978521427140926,0.08682537168463092,-0.053329357327363686,0.00038091130469934014,-0.054059530396856716
HALLMARK_HEME_METABOLISM,0.05961953267202484,0.03600204349066271,-0.03330420504535611,0.1503803990812982,0.1517611424600434,0.11519178178158193,0.0725344545293876
HALLMARK_HYPOXIA,0.15015167777905633,-0.09178974086915148,-0.047136222869512745,-0.13358694482562006,-0.058155787271906074,0.11913037701334038,-0.08479640166835103
HALLMARK_IL2_STAT5_SIGNALING,-0.02910635975171528,0.03418212523708388,-0.030254303781029262,0.1307147614229175,0.19948714169625878,0.0193853614883628,0.07914800879735094
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0010399815013497318,0.04770967744612081,0.029216159292719222,-0.0794723812644064,0.18633671290660708,0.05151340620817278,0.08427361237872803
HALLMARK_INFLAMMATORY_RESPONSE,0.05097540694214373,0.032828542402689356,0.01844437271214662,-0.053894999245908654,0.09373321310923922,0.026036623295189597,0.08379741079356344
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.1292803956842219,0.07105787471847468,-0.08422350550898977,0.12979826577995543,0.22053407081170234,0.04910039929732315,0.10986866377299698
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.11906253203100632,0.04981825680637821,0.021100467273717005,-0.09013052820302729,0.1817276700273315,0.080956211846664,0.053827790092443095
HALLMARK_KRAS_SIGNALING_DN,0.10122056471355008,0.04117570952340405,0.07414300518702838,0.13156905974085345,-0.018727618901406735,0.03187958445038737,0.11031473607648024
HALLMARK_KRAS_SIGNALING_UP,0.007836579589331266,0.021927693849695496,-0.048628327853045446,0.09796415534780377,0.0862020919292546,0.019135338589462328,0.10409335293261472
HALLMARK_MITOTIC_SPINDLE,0.06840549806424498,0.09555701866162039,-0.018082329160019672,0.13628004891311474,0.1646005253623477,0.08247620147275826,0.13571848857183158
