,UKF269,ZH1007inf
HALLMARK_ADIPOGENESIS,0.12466133217971212,0.14083964978652871
HALLMARK_ALLOGRAFT_REJECTION,0.10879572363055037,0.14899450482039064
HALLMARK_ANDROGEN_RESPONSE,0.10610496899220863,0.14999607638463797
HALLMARK_ANGIOGENESIS,0.13206989572303435,0.19339504191163848
HALLMARK_APICAL_JUNCTION,0.14548718592729648,0.10794871710312709
HALLMARK_APICAL_SURFACE,-0.05898509955966715,0.021624249650966293
HALLMARK_APOPTOSIS,0.03487220314667242,0.021110799844047772
HALLMARK_BILE_ACID_METABOLISM,0.12168291374164515,0.09515639460102716
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07989737889540477,0.12473795085817585
HALLMARK_COAGULATION,0.10431506156464462,0.09020551194246697
HALLMARK_COMPLEMENT,0.1313691840121015,0.19558180045075813
HALLMARK_DNA_REPAIR,0.15616610304670203,0.13711078077617075
HALLMARK_E2F_TARGETS,0.13363499243517737,0.016873971360629188
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13322858008807661,0.12500635566998378
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06718620561891223,0.07161907437419729
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007529603593936635,0.11080265479718648
HALLMARK_FATTY_ACID_METABOLISM,0.060688027817013004,0.13775175135627937
HALLMARK_G2M_CHECKPOINT,0.14557868428622078,0.017530894986287175
HALLMARK_GLYCOLYSIS,0.08822103585390234,0.10933694283953689
HALLMARK_HEDGEHOG_SIGNALING,-0.014365833036534296,0.03841369058842479
HALLMARK_HEME_METABOLISM,0.1435860010840308,0.16497463946983323
HALLMARK_HYPOXIA,-0.03837684957172142,0.11642175252273507
HALLMARK_IL2_STAT5_SIGNALING,0.11800379694985332,0.17707041471041388
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0655524291115091,0.13731723804746876
HALLMARK_INFLAMMATORY_RESPONSE,0.060228189606186464,0.08409445958500955
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.13257264767489177,0.036245164101361554
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.10596183315129615,0.1817891494788693
HALLMARK_KRAS_SIGNALING_DN,-0.007625984754451508,0.0579653392080338
HALLMARK_KRAS_SIGNALING_UP,0.05639573651897393,0.19840554130859908
HALLMARK_MITOTIC_SPINDLE,0.1508647103035938,0.12451870007307687
HALLMARK_MTORC1_SIGNALING,0.08780082996334172,0.07695826866419782
HALLMARK_MYC_TARGETS_V1,0.1517024773575313,0.12625716767313874
HALLMARK_MYC_TARGETS_V2,0.061235815821838895,-0.08017063192709371
HALLMARK_MYOGENESIS,0.005524472958026239,0.05857626833873127
HALLMARK_NOTCH_SIGNALING,0.12949014838796588,0.13113724574317304
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04792666112113036,0.06103039577761018
HALLMARK_P53_PATHWAY,0.1160534857797032,0.1541192653163185
HALLMARK_PANCREAS_BETA_CELLS,-0.023418269652372335,0.16841464440542223
HALLMARK_PEROXISOME,0.06382177425862669,0.05774106424949882
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0957033950031481,0.1117124963495249
HALLMARK_PROTEIN_SECRETION,0.1451943246895256,0.1812878198429201
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06372100748148563,0.08781742389669014
HALLMARK_SPERMATOGENESIS,0.10647449169908586,0.09014874396220038
HALLMARK_TGF_BETA_SIGNALING,0.1300960847716121,0.12836519689656023
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.0847129952138875,0.19682530927397007
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.1473975367835176,0.17431286863248235
HALLMARK_UV_RESPONSE_DN,0.03119914162250659,0.1442537569209012
HALLMARK_UV_RESPONSE_UP,-0.011863198347375668,0.09850523927633406
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.11093054088305292,-0.054979840683794544
HALLMARK_XENOBIOTIC_METABOLISM,0.10450653714130387,0.11542924518891354
