,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.028715577497904807,0.02501250896632722,-0.01982309582481047,0.026964289026467726,0.003783796204237971,0.131155335408622,0.015313600881803701,0.09680370862275654,-0.023848091072952837,0.13615666881786928,0.043223707777963194,0.0365732798345738,0.10109861098609546,-0.0006168641697207954,0.10009925155015162
HALLMARK_ALLOGRAFT_REJECTION,0.01661198455869576,0.018807046314847784,-0.017343556352884665,-0.035875204866721855,0.026259929726094287,0.1880972599109862,0.04203753676614735,-0.00823999263599334,0.09063502134199203,0.087896137404272,0.02447260590510815,0.002955197962565856,0.07896232619290856,-0.014262295953861276,0.08685087794249113
HALLMARK_ANDROGEN_RESPONSE,0.09737198345385532,0.025733672978271803,-0.05897316645668236,0.016851257703683047,0.011525177892468628,0.17491697074164805,0.09457976028449588,0.11810055897648926,0.03263473422339602,0.04843958237081663,-0.015021651418163725,0.03738028108514443,0.08421570024022897,-0.029587270884036503,0.06194154599248384
HALLMARK_ANGIOGENESIS,0.05713750649425656,0.030390078908137438,0.08841119966710907,0.007719751266844237,0.0062258217171598604,0.20146987703759786,-0.017880698170542837,0.15815216839036148,-0.09714373091453746,-0.03156193878879328,-0.11533032926764028,0.026240212705410996,-0.01971324639119592,-0.03781806647243087,-0.05815111700977944
HALLMARK_APICAL_JUNCTION,0.0967622833176903,0.030669386885842094,-0.05877982575342729,0.0586081811578005,0.04792833994007584,0.19596406064750907,-0.054105138162553995,0.042077646393601766,0.030787759803016464,0.11697144725239268,0.022699502098485178,0.06543058657326506,0.14712187822735642,-0.026211111610432523,0.09645302851358323
HALLMARK_APICAL_SURFACE,0.06857568954430915,0.025855867358738977,-0.0014177477967377947,0.015012890960511435,0.02897289038599762,-0.03187356685518685,0.13710979811446244,0.11857359795787664,0.05426874836061573,0.10260792557318589,0.05469407007446354,0.028351616908972345,0.10409356128939486,-0.05007342666862642,0.08345333766433137
HALLMARK_APOPTOSIS,0.020844594660179464,0.027892497855408108,0.004854657089231086,0.049071417889760535,0.06192326897820266,0.06282717024803398,0.09100707939397655,-0.04376580367951795,0.002532574455663463,0.04938512738058722,-0.023785840298187078,-0.030231746967356272,0.03863932998031587,0.0037336668429408305,0.010496541750348042
HALLMARK_BILE_ACID_METABOLISM,0.07387469518588528,0.001700193821514729,-0.021189672052578466,-0.0013868411479591555,0.03488112736463892,0.18748345060729882,0.03772719692224195,0.03932707338093539,0.0020619302052101635,0.12506219415288036,-0.014895287037424307,0.027640646218962107,0.05054024640853101,0.00349788207899731,0.05788151049389438
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1462000417243363,-0.004818619612286077,-0.031122515591431216,0.03267091130396967,-0.02112546759833723,0.11927990345443856,-0.05258713840024305,0.09838718044621649,0.07644704601235311,0.10937289128193291,0.02208418614782598,0.012722884306752183,0.03633298615655634,0.0020214551235858344,0.0714500576532276
HALLMARK_COAGULATION,-0.028590768431739595,0.041734317347392885,-0.005512199003195002,0.0038120036450549743,0.020929334685157817,0.17568548501414824,0.011963596769664122,0.11099235864783338,-0.018086342453843694,0.10673500847187237,0.06855204072334614,0.009571146514324868,0.0816062598476609,0.024765983737843878,0.043560074951583816
HALLMARK_COMPLEMENT,0.025739407847596804,0.03169771927871131,0.04400200638782754,0.03486780849707767,0.06407859237713819,0.1884860095011603,0.010460331531062381,0.09886548056215307,0.060180902865720795,0.12926195092583584,0.05590596977316565,0.07118792975621419,0.0955377413910105,0.03133450282706085,0.044102304603007576
HALLMARK_DNA_REPAIR,0.08975851652465514,0.010608011753369881,-0.022435063967603038,0.09134630214162864,0.04090959751221184,0.1920849630419166,0.013964689277241038,0.04030262481225872,0.05087294610509466,0.1511646571588017,-0.0050620858387976,0.03972490020767084,0.11387712483196129,-0.008305330454547327,0.08117264388231821
HALLMARK_E2F_TARGETS,0.1207276313876904,-0.023101078697431162,-0.03714796186978868,0.07615043434553416,0.018490347416999977,0.1878395381959196,-0.03337925991126918,0.10292587230123398,0.029757749854045685,0.12388277040696001,-0.023671178217107396,0.05157201579436415,0.12193101475909549,-0.04371772916935584,0.05225244761521459
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.059784571290396854,0.03557032764533434,0.016904424828192165,0.014084536007040994,0.03351489358529962,0.20094854816085916,-0.05820878144830956,0.04367267789297264,0.027265815644951646,0.06615511046925927,-0.09263211757568714,0.029365108438936194,0.11266933617045082,-0.05380204022996415,0.018694863523975747
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.030996888768639402,-0.003678101184165528,0.01024096435054305,0.03598761668391065,0.08550013830711696,0.14962087412866873,-0.010361392335647014,0.06329167092842777,-0.0162157356838669,0.15799774093901997,0.0334593157604093,0.03718524422271056,0.09124091427001153,-0.017727076479209354,0.08772391522185967
HALLMARK_ESTROGEN_RESPONSE_LATE,0.058310377866995014,0.011278958052859028,-0.03096621462118929,-0.008983214048806545,0.006350121072333142,-0.03321828257043594,0.03919517264156609,0.032954542683329285,-0.02619408705014691,0.033880355811746664,-0.0172323905486822,0.01588566958073989,0.06217159313849939,0.03530872828415388,0.004410060371308172
HALLMARK_FATTY_ACID_METABOLISM,0.031229478099616202,-0.0073841666035130045,0.04275928328912045,-0.020212264687753587,-0.021602406055720114,0.10934239283377363,0.0035322850184829817,0.00937767593201619,-0.001127466431077732,0.04126116387251812,-0.021971076986628302,0.023957235376443824,0.09914771180390619,-0.01497610483423826,0.04876825332095576
HALLMARK_G2M_CHECKPOINT,0.08909836707408174,0.009522508426320629,-0.00762950037054677,0.025834397307577545,0.06349810530852916,0.1997551673386142,0.0051864396111055856,-0.06516365299649812,-0.02087945817182029,0.06968986601407363,-0.05006206462990494,0.03828301431569272,0.09674892246653069,0.002783315137213675,0.033738272017743376
HALLMARK_GLYCOLYSIS,0.0785910894585871,0.009506293041615373,-0.02602494656491198,0.06654859308702897,0.034723887103048294,0.1393301232552533,-0.04555219467737378,0.05545478493958498,0.08625574976861702,0.11086279085963992,-0.034434856280099055,0.06409651175551245,0.09625294037905414,-0.06382157577336826,0.034283297594838655
HALLMARK_HEDGEHOG_SIGNALING,0.07958351319537028,0.031973312184013884,0.007993139245617316,0.005674717002402962,0.024669954948406125,-0.08995231625671722,0.050997004584976136,0.061947673352565034,0.032922204655915124,0.13128871749705465,0.05435465906389553,0.13471287272804436,0.10617484968952848,0.017491687345853976,0.04720359202690653
